sample_id,sample_kind,spatial_level,nx,ny,state_id,interval_class,outer_interval_s,protocol_id,status,failure_class,error_class,error_message,accepted_steps,rejected_steps,coupled_solve_count,newton_iterations,krylov_matvecs,armijo_backtracks,fallback_steps,fallback_picard_iterations,step_wall_time_p50_s,step_wall_time_p90_s,step_wall_time_max_s,accepted_dt_p10_s,accepted_dt_p50_s,accepted_dt_p90_s,achieved_simulated_time_s,completed,stop_reason,finite,ledgers_pass,lateral_pass,embedded_error_max,legacy_delta_s_max,legacy_delta_b_max,thermal_relative_residual_max,circuit_relative_residual_max,combined_relative_residual_max,device_power_relative_residual_max,lateral_relative_mismatch_max,lateral_roundoff_ratio_max,peak_rss_bytes,streaming_output_bytes,scalar_record_count,predicted_full_streaming_bytes,predicted_full_streaming_io_s,parity_max_relative_error,cached_uncached_parity_pass,cached_uncached_parity_max_relative_error,cached_uncached_parity_worst_component,uncached_parity_wall_s,streaming_publish_wall_s,streaming_io_measurement_status,event_observation
PRE-CTRL-C2-L1-legal_critical,short_trajectory,1,10,25,legal_critical,adaptive_controller_v2,,transition_probe_12p5V,pass,,,,128,5,399,921,5686,1,18,522,2.15266265000173,2.778245990000869,11.357774799998879,6.249999999999997e-10,2.4999999999993143e-09,2.50000000000077e-09,2.6250000000000066e-07,False,maximum_accepted_steps_reached,True,True,True,0.001296855279144582,0.2792757841601615,0.01559724035375254,9.291136727958828e-07,2.0616707940879044e-08,1.0972852623881225e-07,3.016439565216703e-15,2.4848010764871253e-08,0.0019846266974935336,99266560,0,53,0,0.0,9.977070772947288e-15,,,,,0.0,not_measured_C2_reuse_with_history,NA_not_observed_within_bounded_C2_window
