model,step,stage,anchor_loss,constitutive_loss,local_current_cv_loss,local_energy_cv_loss,external_robin_loss,interface_state_loss,interface_flux_loss,port_loss,ledger_loss,total_loss,finite
B0-R,1095,2,0.00015620657185684973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007810328592842487,True
B0-R,1100,2,0.00015514458338364642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000775722916918232,True
B0-R,1105,2,0.00015408146417550853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007704073208775426,True
B0-R,1110,2,0.00015301738407870892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007650869203935446,True
B0-R,1115,2,0.0001519525196967154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007597625984835769,True
B0-R,1120,2,0.00015088705371342633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007544352685671317,True
B0-R,1125,2,0.00014982117419672133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007491058709836067,True
B0-R,1130,2,0.000148755073885799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007437753694289949,True
B0-R,1135,2,0.00014768894946598984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007384447473299492,True
B0-R,1140,2,0.00014662300083486296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007331150041743149,True
B0-R,1145,2,0.00014555743036361797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007277871518180898,True
B0-R,1150,2,0.00014449244215779014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007224622107889507,True
B0-R,1155,2,0.00014342824132136127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007171412066068063,True
B0-R,1160,2,0.00014236503322834966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007118251661417483,True
B0-R,1165,2,0.0001413030228059028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007065151140295139,True
B0-R,1170,2,0.00014024241383287875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007012120691643937,True
B0-R,1175,2,0.00013918340825771444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006959170412885723,True
B0-R,1180,2,0.00013812620553931725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006906310276965863,True
B0-R,1185,2,0.0001370710020144802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006853550100724009,True
B0-R,1190,2,0.00013601799029516455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006800899514758228,True
B0-R,1195,2,0.0001349673586987359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006748367934936796,True
B0-R,1200,2,0.0001339192907140235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006695964535701175,True
B0-R,1205,2,0.00013287396450578328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006643698225289164,True
B0-R,1210,2,0.00013183155245988053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006591577622994027,True
B0-R,1215,2,0.0001307922207711872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000653961103855936,True
B0-R,1220,2,0.00012975612907588192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006487806453794096,True
B0-R,1225,2,0.00012872343012952325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006436171506476162,True
B0-R,1230,2,0.00012769426953189965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006384713476594982,True
B0-R,1235,2,0.0001266687854993461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006333439274967304,True
B0-R,1240,2,0.000125647108684834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00062823554342417,True
B0-R,1245,2,0.00012462936204583083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006231468102291542,True
B0-R,1250,2,0.00012361566075952374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006180783037976188,True
B0-R,1255,2,0.00012260611218470823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006130305609235412,True
B0-R,1260,2,0.00012160081586928787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006080040793464393,True
B0-R,1265,2,0.00012059986360208942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006029993180104471,True
B0-R,1270,2,0.00011960333951062349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005980166975531174,True
B0-R,1275,2,0.0001186113204438006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000593056602219003,True
B0-R,1280,2,0.0001176238951822641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005881194759113205,True
B0-R,1285,2,0.00011664288239640676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005832144119820338,True
B0-R,1290,2,0.00011585057288600819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005792528644300409,True
B0-R,1295,2,0.00012704385114957185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006352192557478593,True
B0-R,1300,2,0.00012174162353173471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006087081176586735,True
B0-R,1305,2,0.00011538884789137998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005769442394568999,True
B0-R,1310,2,0.00011319821268645057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005659910634322529,True
B0-R,1315,2,0.00011189274917194501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005594637458597251,True
B0-R,1320,2,0.00011067966646816904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005533983323408452,True
B0-R,1325,2,0.00010931632960075628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005465816480037815,True
B0-R,1330,2,0.00010856419460885152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005428209730442576,True
B0-R,1335,2,0.00010735650941294488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005367825470647244,True
B0-R,1340,2,0.000106572110160049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005328605508002451,True
B0-R,1345,2,0.00010555633536247647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005277816768123824,True
B0-R,1350,2,0.0001047164559486086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000523582279743043,True
B0-R,1355,2,0.00010378843905079697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005189421952539848,True
B0-R,1360,2,0.00010292800684744396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005146400342372198,True
B0-R,1365,2,0.0001020397528237241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005101987641186205,True
B0-R,1370,2,0.00010117726511316213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005058863255658106,True
B0-R,1375,2,0.00010030926015648055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005015463007824027,True
B0-R,1380,2,9.945146614845892e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004972573307422946,True
B0-R,1385,2,9.859657642823651e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004929828821411826,True
B0-R,1390,2,9.774644604646232e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004887322302323116,True
B0-R,1395,2,9.69015504502065e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048450775225103253,True
B0-R,1400,2,9.606046126889363e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004803023063444682,True
B0-R,1405,2,9.522439302334523e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047612196511672615,True
B0-R,1410,2,9.439261289280977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047196306446404884,True
B0-R,1415,2,9.356531912462667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046782659562313335,True
B0-R,1420,2,9.274258029616716e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004637129014808358,True
B0-R,1425,2,9.192426418892064e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004596213209446032,True
B0-R,1430,2,9.111043651608826e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045555218258044134,True
B0-R,1435,2,9.030110249734201e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045150551248671,True
B0-R,1440,2,8.949624436412515e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004474812218206258,True
B0-R,1445,2,8.869587874529814e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044347939372649074,True
B0-R,1450,2,8.790001845703069e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004395000922851534,True
B0-R,1455,2,8.71086708668335e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004355433543341675,True
B0-R,1460,2,8.632184912740657e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043160924563703286,True
B0-R,1465,2,8.553957003484323e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004276978501742162,True
B0-R,1470,2,8.476185136064277e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004238092568032139,True
B0-R,1475,2,8.398871260950126e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004199435630475063,True
B0-R,1480,2,8.32201756810224e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000416100878405112,True
B0-R,1485,2,8.245626470022007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004122813235011004,True
B0-R,1490,2,8.169700579629702e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004084850289814851,True
B0-R,1495,2,8.094242704414993e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040471213522074963,True
B0-R,1500,2,8.019255844228668e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040096279221143343,True
B1-R,1,1,0.043816771475058476,0.0,0.0,0.0,637.0509635696925,0.0029097139842715098,0.0,0.0,0.0,637.2729571410521,True
B1-R,5,1,0.038747124153410445,0.0,0.0,0.0,575.3483734174486,0.001309840117164402,0.0,0.0,0.0,575.5434188783328,True
B1-R,10,1,0.03293340421581481,0.0,0.0,0.0,107.54196480319155,0.000904652359822049,0.0,0.0,0.0,107.70753647663044,True
B1-R,15,1,0.02695665184171793,0.0,0.0,0.0,91.65587751748008,0.0016062873154807336,0.0,0.0,0.0,91.79226706400415,True
B1-R,20,1,0.022052216556925394,0.0,0.0,0.0,114.69210748903058,0.015902758945387285,0.0,0.0,0.0,114.8182713307606,True
B1-R,25,1,0.019734901087876643,0.0,0.0,0.0,104.37366828664481,0.054234066995507986,0.0,0.0,0.0,104.5265768590797,True
B1-R,30,1,0.019246883922877666,0.0,0.0,0.0,15.624550811175963,0.014613739874878521,0.0,0.0,0.0,15.73539897066523,True
B1-R,35,1,0.018745169307279833,0.0,0.0,0.0,9.190468246137012,0.017030459869998894,0.0,0.0,0.0,9.30122455254341,True
B1-R,40,1,0.01870965986918699,0.0,0.0,0.0,11.081924142543455,0.04674171907761017,0.0,0.0,0.0,11.222214160967,True
B1-R,45,1,0.01847380547441726,0.0,0.0,0.0,11.153404054412302,0.08677007422025881,0.0,0.0,0.0,11.332543156004647,True
B1-R,50,1,0.018154099261041674,0.0,0.0,0.0,1.9538011053823148,0.021933314355705575,0.0,0.0,0.0,2.066504916043229,True
B1-R,55,1,0.018074944746269056,0.0,0.0,0.0,1.6809424364962753,0.02050772672355792,0.0,0.0,0.0,1.7918248869511784,True
B1-R,60,1,0.018017885287580068,0.0,0.0,0.0,2.7917862788894743,0.05127066892983993,0.0,0.0,0.0,2.933146374257215,True
B1-R,65,1,0.017670581689857277,0.0,0.0,0.0,3.9923904268763897,0.08826220109184968,0.0,0.0,0.0,4.169005536417526,True
B1-R,70,1,0.017397836442502316,0.0,0.0,0.0,0.9231834844030435,0.0194674652021561,0.0,0.0,0.0,1.029640131817711,True
B1-R,75,1,0.01717995240628687,0.0,0.0,0.0,0.8936463884763804,0.017167593856894217,0.0,0.0,0.0,0.996713744364709,True
B1-R,80,1,0.016860168476639507,0.0,0.0,0.0,1.806158630517532,0.03981739973168069,0.0,0.0,0.0,1.93027687263241,True
B1-R,85,1,0.016556623031898622,0.0,0.0,0.0,2.7385326536106693,0.06788967418445095,0.0,0.0,0.0,2.8892054429546135,True
B1-R,90,1,0.01633985879055445,0.0,0.0,0.0,0.6341671517325722,0.015248615316798164,0.0,0.0,0.0,0.7311150610021426,True
B1-R,95,1,0.016070169800010338,0.0,0.0,0.0,0.6375496888390908,0.012118212411656877,0.0,0.0,0.0,0.7300187502507994,True
B1-R,100,1,0.015817692953693226,0.0,0.0,0.0,1.2641208686442698,0.03373261553107168,0.0,0.0,0.0,1.3769419489438077,True
B1-R,105,1,0.01561733602191255,0.0,0.0,0.0,1.9968095498763532,0.057257910867315444,0.0,0.0,0.0,2.132154140853231,True
B1-R,110,1,0.01543073143552012,0.0,0.0,0.0,0.4914926694936559,0.010702462087219035,0.0,0.0,0.0,0.5793487887584755,True
B1-R,115,1,0.015268930003707699,0.0,0.0,0.0,0.49943114844132974,0.008065068625111275,0.0,0.0,0.0,0.5838408670849795,True
B1-R,120,1,0.01513836451736948,0.0,0.0,0.0,1.0576316605135303,0.019231838595326074,0.0,0.0,0.0,1.1525553216957038,True
B1-R,125,1,0.015030491615287626,0.0,0.0,0.0,1.6636591851600007,0.034775146075447835,0.0,0.0,0.0,1.7735867893118866,True
B1-R,130,1,0.014952292962018922,0.0,0.0,0.0,0.39645837473437795,0.007715722243836379,0.0,0.0,0.0,0.47893556178830893,True
B1-R,135,1,0.014899232299055029,0.0,0.0,0.0,0.40538227698781354,0.004968203007087766,0.0,0.0,0.0,0.4848466414901765,True
B1-R,140,1,0.014851051267893357,0.0,0.0,0.0,0.8260718464347814,0.01809740174899592,0.0,0.0,0.0,0.918424504523244,True
B1-R,145,1,0.01482503846336166,0.0,0.0,0.0,1.3283129680188352,0.03315144810245012,0.0,0.0,0.0,1.4355896084380937,True
B1-R,150,1,0.014830539862756995,0.0,0.0,0.0,0.33083680431406787,0.00533574481625505,0.0,0.0,0.0,0.4103252484441079,True
B1-R,155,1,0.014820480320294737,0.0,0.0,0.0,0.3397092989023496,0.0035161782268439286,0.0,0.0,0.0,0.4173278787306672,True
B1-R,160,1,0.014820933153624228,0.0,0.0,0.0,0.7294267073171649,0.009117839693932178,0.0,0.0,0.0,0.8126492127792182,True
B1-R,165,1,0.014845759750407398,0.0,0.0,0.0,1.1624546285297392,0.018405825376636514,0.0,0.0,0.0,1.2550892526584128,True
B1-R,170,1,0.014852331338709645,0.0,0.0,0.0,0.28020781143996637,0.0043101827676516715,0.0,0.0,0.0,0.35877965090116626,True
B1-R,175,1,0.014881192602087836,0.0,0.0,0.0,0.2880712571976629,0.002397258229754653,0.0,0.0,0.0,0.36487447843785675,True
B1-R,180,1,0.014893437472716313,0.0,0.0,0.0,0.5959173666494357,0.01149842307053003,0.0,0.0,0.0,0.6818829770835474,True
B1-R,185,1,0.014897739738415055,0.0,0.0,0.0,0.9671776244270833,0.022791903851888257,0.0,0.0,0.0,1.0644582269710468,True
B1-R,190,1,0.014943550194799064,0.0,0.0,0.0,0.2422745481491488,0.003549587944253153,0.0,0.0,0.0,0.3205418870673973,True
B1-R,195,1,0.014958248081252373,0.0,0.0,0.0,0.2500676264763523,0.002146891642545149,0.0,0.0,0.0,0.3270057585251593,True
B1-R,200,1,0.014965954157101193,0.0,0.0,0.0,0.5415302252154217,0.00592352058843353,0.0,0.0,0.0,0.6222835165893612,True
B1-R,205,1,0.014989694127447774,0.0,0.0,0.0,0.8702055720966877,0.01293520835143703,0.0,0.0,0.0,0.9580892510853636,True
B1-R,210,1,0.015003179026645089,0.0,0.0,0.0,0.211306076936514,0.003141175440427681,0.0,0.0,0.0,0.2894631475101671,True
B1-R,215,1,0.0150288260285299,0.0,0.0,0.0,0.21780302699769688,0.0016630428990155454,0.0,0.0,0.0,0.2946102000393619,True
B1-R,220,1,0.015033426350179527,0.0,0.0,0.0,0.45546037126388245,0.009226216526709909,0.0,0.0,0.0,0.5398537195414901,True
B1-R,225,1,0.015026539860506503,0.0,0.0,0.0,0.7438457388839014,0.019034718960447432,0.0,0.0,0.0,0.8380131571468813,True
B1-R,230,1,0.015064019003197968,0.0,0.0,0.0,0.18698646253958032,0.003039395812226102,0.0,0.0,0.0,0.26534595336779626,True
B1-R,235,1,0.015072165753714575,0.0,0.0,0.0,0.19359684494718957,0.0017664962570571887,0.0,0.0,0.0,0.2707241699728197,True
B1-R,240,1,0.01506703459546029,0.0,0.0,0.0,0.4218076537159154,0.004990799147969435,0.0,0.0,0.0,0.5021336258411863,True
B1-R,245,1,0.015075021372971505,0.0,0.0,0.0,0.6818601247423914,0.011258709215379886,0.0,0.0,0.0,0.7684939408226288,True
B1-R,250,1,0.015083245874532764,0.0,0.0,0.0,0.16643201946590772,0.0027499206145566325,0.0,0.0,0.0,0.24459816945312818,True
B1-R,255,1,0.015096948889151507,0.0,0.0,0.0,0.171787769750257,0.0014615316959364058,0.0,0.0,0.0,0.24873404589195094,True
B1-R,260,1,0.015090749137184525,0.0,0.0,0.0,0.36221779165500684,0.008458747222556467,0.0,0.0,0.0,0.4461302845634859,True
B1-R,265,1,0.015073582182274926,0.0,0.0,0.0,0.5942541735268597,0.017690236237839743,0.0,0.0,0.0,0.6873123206760741,True
B1-R,270,1,0.015102418119209062,0.0,0.0,0.0,0.1497337357625575,0.0029154992046924325,0.0,0.0,0.0,0.22816132556329524,True
B1-R,275,1,0.015103554191166949,0.0,0.0,0.0,0.15532770071367785,0.0016816596536628355,0.0,0.0,0.0,0.23252713132317543,True
B1-R,280,1,0.015089071162175019,0.0,0.0,0.0,0.3400132240484566,0.004764732190474471,0.0,0.0,0.0,0.4202233120498061,True
B1-R,285,1,0.015088683807314734,0.0,0.0,0.0,0.5521126921768307,0.01081328550177198,0.0,0.0,0.0,0.6383693967151763,True
B1-R,290,1,0.015092345918437208,0.0,0.0,0.0,0.13528359935891499,0.002632806466702963,0.0,0.0,0.0,0.213378135417804,True
B1-R,295,1,0.01509858502955239,0.0,0.0,0.0,0.13974357315708458,0.001424137974783343,0.0,0.0,0.0,0.21666063627962986,True
B1-R,300,1,0.015087575916355511,0.0,0.0,0.0,0.2965867282269157,0.008229740282044233,0.0,0.0,0.0,0.38025434809073744,True
B1-R,301,2,0.015082582685849619,0.0,0.9420022827475035,1695.183206876469,0.5111239364198467,0.010768201914085257,1.9957019224716965,0.2749608988940161,0.05650739800594825,1699.0496844303514,True
B1-R,305,2,0.015642633222119066,0.0,0.2902078782037925,1411.864662286017,0.48182913182200793,0.025376263867725398,1.9968736264835225,0.11601418362301874,0.05114379752194494,1414.9043203336494,True
B1-R,310,2,0.015848558706441303,0.0,2.1862779655738355e-05,92.10507661699963,0.11508957191322565,0.006324226362556284,1.589969898414273,8533.24929132893,0.9013901163018008,8628.046406415233,True
B1-R,315,2,0.018180439063469715,0.0,4.9044336667972614e-05,50.61118158977926,0.11052346263166071,0.005201666042347865,1.8334245866376147,3347.92483188362,0.8652435536845755,3401.4413579820493,True
B1-R,320,2,0.021323158915371863,0.0,0.0011215478452095068,220.32595802424308,0.22098831396365354,0.023215376217538462,1.9938018373983115,76.49526747368135,0.7504626124003343,299.91743098032634,True
B1-R,325,2,0.02430590436351096,0.0,0.02827535470154217,523.0304238204318,0.325954450042385,0.060971097497859686,1.9975345061487042,0.035975120480832026,0.24584159007978262,525.8465054612003,True
B1-R,330,2,0.02692810966429122,0.0,2.778424344627097e-06,31.779050474840233,0.0725774015267373,0.013570890466953072,1.677125873524154,2163.4292393798682,0.9072332417507755,2198.013440588723,True
B1-R,335,2,0.028982530556830175,0.0,2.018600746347342e-06,25.578209687198854,0.06663075533468207,0.011735449456339498,1.4568080284476126,4641.804179310607,0.905604258005882,4669.968082160435,True
B1-R,340,2,0.030599570007551,0.0,0.0008307115359827643,122.2123878040835,0.12939512157656916,0.04356914364583633,1.9960730281481462,6.348810450950469,0.8017201989989695,131.68578430897722,True
B1-R,345,2,0.031993288003244205,0.0,0.00578986856851213,303.4719726950218,0.1929410556208914,0.08619086299555036,1.9982287859781,0.15633710228428438,0.4781953170251862,306.54962212751053,True
B1-R,350,2,0.03318315158523581,0.0,4.15648813253781e-07,18.76342979185577,0.04362194972181149,0.01713156259712672,1.1754709551370714,3045.2708304012335,0.9199082586949539,3066.3563090928155,True
B1-R,355,2,0.03424837184284499,0.0,3.638734259108526e-06,14.924302580858837,0.040464989697684875,0.013600036482027502,1.6956154974716575,1176.0872115484156,0.9025400057708352,1193.834980156645,True
B1-R,360,2,0.03521789169640198,0.0,0.00012584191915861992,72.31022117962057,0.08146564593524071,0.04032625316607139,1.9908563785162896,23.852829106490603,0.8283579099814329,99.28027177411137,True
B1-R,365,2,0.0360791715662362,0.0,0.0038668982833246976,183.80936347641637,0.12187979056352341,0.07946189804800972,1.9985972639423013,0.14861807263303312,0.38099533761062415,186.72317859532836,True
B1-R,370,2,0.036948662341350746,0.0,8.277998206756855e-07,11.090812384088274,0.027496644987263973,0.017860311089594613,1.4863259572265488,797.4950629183469,0.9325288166446233,811.2348311718898,True
B1-R,375,2,0.03773009941501607,0.0,7.944949364598784e-07,9.575892006472523,0.02539331916248907,0.01536900443819361,1.286055326082294,1742.7660810894101,0.9336291105273739,1754.791071147663,True
B1-R,380,2,0.03844338540097898,0.0,0.0004406933238607582,47.60510373666116,0.05142181990082205,0.04861677812733274,1.9953595349846451,1.5185090077824754,0.8343454774793833,52.24601397526457,True
B1-R,385,2,0.03914747732085674,0.0,0.004493670371804833,122.75302043915848,0.07855694471152044,0.09000155788522105,1.998843029037297,0.37108686216044684,0.5236824502300825,126.01542234015915,True
B1-R,390,2,0.03980243761250846,0.0,3.8100943316664844e-07,7.654899985377191,0.018025514732261164,0.019372609620719808,0.9715750588987498,1233.9604099371734,0.9426541005169392,1243.7659497753912,True
B1-R,395,2,0.04042233115902688,0.0,2.988228677389617e-06,6.336275434464323,0.016865148757438435,0.01644556172390916,1.5922973354117531,475.62790603324265,0.9263593045129037,484.7182634621368,True
B1-R,400,2,0.04100694659937928,0.0,8.016583057359355e-05,31.425439731904728,0.034943173026216946,0.045029068063580806,1.9874742404089787,8.171534685866243,0.8543285430974342,42.72386434119465,True
B1-R,405,2,0.041551156297341366,0.0,0.0033638131049031836,81.7220644288487,0.05341636396138383,0.08480975715355765,1.9990274523356633,0.3452556288512776,0.4177656629135819,84.83345888865578,True
B1-R,410,2,0.042099989002911564,0.0,6.698294074624944e-07,4.964893626337666,0.01222736291353033,0.02019157392658794,1.313359036850775,341.77559319744705,0.9495428896117963,349.2463083019314,True
B1-R,415,2,0.04260901835877531,0.0,6.857248564896766e-07,4.366453086515757,0.01137014100004451,0.01776835559184409,1.127387720585712,761.9467224069444,0.9505533067094134,768.6333007948659,True
B1-R,420,2,0.0430835579160282,0.0,0.00028206730350908727,22.045940456493653,0.023603956645218548,0.0527400997861781,1.993691029521455,0.27954352083870404,0.8570871280465795,25.468306048215435,True
B1-R,425,2,0.043557067819762575,0.0,0.0033683705830266386,57.61391468198766,0.036556903181720564,0.09502523917862116,1.9991100597720621,0.5359785049151257,0.5644740566887618,61.066213155405784,True
B1-R,430,2,0.04401568643481653,0.0,3.7338569490459205e-07,3.593845529495635,0.0084541398985121,0.021205436895986886,0.7800109986653615,562.7699054567383,0.9569005539034603,568.3504009211571,True
B1-R,435,2,0.04444983588267053,0.0,2.6810750441903983e-06,3.0371859339962817,0.00793962160448929,0.019000812005523497,1.467289617051233,214.68392443712625,0.9413051537319986,220.37889743600417,True
B1-R,440,2,0.044866876263035545,0.0,5.8277972486473095e-05,15.235387650848528,0.01672257863349067,0.04947133412159234,1.9821150370698275,2.8012483922398284,0.8736860079252429,21.183023660126175,True
B1-R,445,2,0.045271506794629754,0.0,0.003083261693872475,40.041986392747084,0.025886559123766008,0.09081622326237253,1.9991998653397323,0.5064427821995849,0.45517385622391526,43.34894647456348,True
B1-R,450,2,0.04566872650746288,0.0,5.501698760701234e-07,2.4408385430816835,0.005977226024466918,0.022250555626725683,1.126663071342133,159.23457302451342,0.960375321823216,164.01902192511884,True
B1-R,455,2,0.04603994749109798,0.0,6.334135490449101e-07,2.174457181157486,0.005581202332095692,0.019909537232214877,0.9611109895632968,362.4933889900187,0.9612426304771255,366.8458909016499,True
B1-R,460,2,0.0463803052308858,0.0,0.00018572076275085825,11.118970379223555,0.011780512148434733,0.05661723616315581,1.9910947385742532,0.02561187579396005,0.8726593552522139,14.308821344072753,True
B1-R,465,2,0.04670775757367294,0.0,0.0023532946452318715,29.46596564293519,0.01842267744022962,0.10033584696200502,1.9992354606675646,0.6551835795088707,0.5927139213831432,33.0677492114106,True
B1-R,470,2,0.04701817960115539,0.0,3.026926793494259e-07,1.8531265130990262,0.004288140889067974,0.022838074621400202,0.6298868076029163,275.56407625508365,0.9663602045034236,279.2756671964979,True
B1-R,475,2,0.04730427961934278,0.0,2.159286081430933e-06,1.6015382892191203,0.00404305483816229,0.021087525644059437,1.3318502711936626,103.47668103793933,0.9510391875993878,107.62276292381652,True
B1-R,480,2,0.04757126561033834,0.0,4.0294637763472524e-05,8.177726735789028,0.008624017354230271,0.05332514228581722,1.9749710136612362,0.8611166648747356,0.8866124013568473,12.20027259801135,True
B1-R,485,2,0.04782009643639541,0.0,0.0023144848255374395,21.850594206294314,0.013495342508352357,0.09611652671978936,1.9992676971315926,0.6263363802512112,0.47753120594000353,25.30475632585278,True
B1-R,490,2,0.04806166931973457,0.0,4.0453957561572925e-07,1.3597679303002599,0.0031404307937070147,0.023733805668357397,0.9677390930166339,78.70106394917097,0.9677392560327558,82.26349321612093,True
B1-R,495,2,0.04828532387402451,0.0,5.013593178797657e-07,1.2336841824654348,0.0029462840107204397,0.021537059556239472,0.8150563489459356,183.94404237352768,0.9686062432920566,187.2272996125275,True
B1-R,500,2,0.048490236509410076,0.0,0.00012850751970541635,6.421364098919239,0.0063005457510562305,0.059190009332167025,1.9883516748164718,0.06807819179472971,0.8796235810100941,9.665487791690513,True
B1-R,505,2,0.04868812884421299,0.0,0.001611826923553283,17.27797315158985,0.009930360250571148,0.10378710552662691,1.9993159597601033,0.7395126729026505,0.595492820008737,20.97106454118316,True
B1-R,510,2,0.048875096994864684,0.0,2.1806580718324883e-07,1.1045246672907976,0.002323966555847645,0.023936835568418982,0.6684441721228415,142.93025793392368,0.9729905289951413,145.94685380749686,True
B1-R,515,2,0.049050538718242116,0.0,1.640315789048527e-06,0.9665093182155783,0.0021975255803829883,0.022328318871476488,1.2207599082968401,52.41747360100935,0.956905161142245,55.83142816702287,True
B1-R,520,2,0.04921747273415782,0.0,2.8026361885758592e-05,4.992294345558303,0.004730148421016983,0.05568338130064629,1.9681021998415,0.19681973803111483,0.8912866005823485,8.355031803767606,True
