model,step,stage,anchor_loss,constitutive_loss,local_current_cv_loss,local_energy_cv_loss,external_robin_loss,interface_state_loss,interface_flux_loss,port_loss,ledger_loss,total_loss,finite
B0-R,85,1,0.003354997817823604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016774989089118023,True
B0-R,90,1,0.002590174282520352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01295087141260176,True
B0-R,95,1,0.002126943382036316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010634716910181578,True
B0-R,100,1,0.0018540660112098646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009270330056049323,True
B0-R,105,1,0.0016753503818791975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008376751909395987,True
B0-R,110,1,0.0015350047704459806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007675023852229903,True
B0-R,115,1,0.001404463299783376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00702231649891688,True
B0-R,120,1,0.00129897647595158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006494882379757901,True
B0-R,125,1,0.001217791627541471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006088958137707355,True
B0-R,130,1,0.0011477105391512574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005738552695756287,True
B0-R,135,1,0.0010892101537021376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005446050768510688,True
B0-R,140,1,0.0010405344760394592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005202672380197296,True
B0-R,145,1,0.000998436228189492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049921811409474595,True
B0-R,150,1,0.0009606230277526616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004803115138763308,True
B0-R,155,1,0.0009262511597144215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004631255798572108,True
B0-R,160,1,0.0008942089392338532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004471044696169266,True
B0-R,165,1,0.0008642395897223593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043211979486117965,True
B0-R,170,1,0.0008362405321147332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004181202660573665,True
B0-R,175,1,0.0008100001973854938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004050000986927468,True
B0-R,180,1,0.0007854807915633438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039274039578167195,True
B0-R,185,1,0.0007689648637719106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038448243188595526,True
B0-R,190,1,0.0007427438253032069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037137191265160345,True
B0-R,195,1,0.0007322583148962992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003661291574481496,True
B0-R,200,1,0.0007049297730448378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035246488652241888,True
B0-R,205,1,0.0006915661071689044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003457830535844522,True
B0-R,210,1,0.0006722559639604099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033612798198020496,True
B0-R,215,1,0.0006584792763510729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032923963817553647,True
B0-R,220,1,0.0006436140735549929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003218070367774964,True
B0-R,225,1,0.0006301697784248167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031508488921240833,True
B0-R,230,1,0.0006177022335407134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030885111677035667,True
B0-R,235,1,0.0006053472535717578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003026736267858789,True
B0-R,240,1,0.0005936459529985515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029682297649927573,True
B0-R,245,1,0.0005824723529844837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029123617649224184,True
B0-R,250,1,0.000571663661529225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002858318307646125,True
B0-R,255,1,0.0005611737057775941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028058685288879707,True
B0-R,260,1,0.000550977198383463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002754885991917315,True
B0-R,265,1,0.0005410475702418325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027052378512091623,True
B0-R,270,1,0.0005313614716481846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002656807358240923,True
B0-R,275,1,0.0005218920734570431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026094603672852153,True
B0-R,280,1,0.0005125999314440086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002562999657220043,True
B0-R,285,1,0.0005034724359687266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025173621798436335,True
B0-R,290,1,0.0004944764862395915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002472382431197958,True
B0-R,295,1,0.00048559324097144737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002427966204857237,True
B0-R,300,1,0.000476802540299356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00238401270149678,True
B0-R,301,2,0.0004750584002613142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002375292001306571,True
B0-R,305,2,0.00047293507044970755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023646753522485377,True
B0-R,310,2,0.0004703000434773045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023515002173865223,True
B0-R,315,2,0.0004676540145937626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023382700729688128,True
B0-R,320,2,0.0004649932577197671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023249662885988353,True
B0-R,325,2,0.00046231628761535715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002311581438076786,True
B0-R,330,2,0.00045962232874786283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022981116437393143,True
B0-R,335,2,0.0004569107929230791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022845539646153957,True
B0-R,340,2,0.0004541811704827409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022709058524137044,True
B0-R,345,2,0.0004514330223318585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022571651116592923,True
B0-R,350,2,0.0004486659781654034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002243329890827017,True
B0-R,355,2,0.00044587972623348274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022293986311674135,True
B0-R,360,2,0.00044307400183955645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022153700091977822,True
B0-R,365,2,0.00044024857903022656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002201242895151133,True
B0-R,370,2,0.00043740326590135893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021870163295067946,True
B0-R,375,2,0.0004345379027246752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002172689513623376,True
B0-R,380,2,0.00043165236243968816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021582618121984407,True
B0-R,385,2,0.0004287465527186151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021437327635930757,True
B0-R,390,2,0.00042582041905511546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021291020952755773,True
B0-R,395,2,0.00042287394819623544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002114369740981177,True
B0-R,400,2,0.0004199071717784169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020995358588920847,True
B0-R,405,2,0.0004169201702581041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020846008512905205,True
B0-R,410,2,0.00041391307704914595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020695653852457296,True
B0-R,415,2,0.00041088608276507627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020544304138253814,True
B0-R,420,2,0.0004078394394741473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020391971973707365,True
B0-R,425,2,0.0004047734648985778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002023867324492889,True
B0-R,430,2,0.0004016885465433259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020084427327166296,True
B0-R,435,2,0.000398585145765326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00199292572882663,True
B0-R,440,2,0.00039546380175139106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001977319008756955,True
B0-R,445,2,0.0003923251353384038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001961625676692019,True
B0-R,450,2,0.00038916985261742553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019458492630871275,True
B0-R,455,2,0.0003859987482764759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019299937413823796,True
B0-R,460,2,0.0003828127086417918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019140635432089589,True
B0-R,465,2,0.0003796127143775148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001898063571887574,True
B0-R,470,2,0.00037639984278619253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018819992139309627,True
B0-R,475,2,0.00037317526964969727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018658763482484863,True
B0-R,480,2,0.0003699402705527572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001849701352763786,True
B0-R,485,2,0.0003666962216386853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018334811081934265,True
B0-R,490,2,0.0003634445997419475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018172229987097376,True
B0-R,495,2,0.00036018698184119263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018009349092059633,True
B0-R,500,2,0.0003569250437788495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017846252188942475,True
B0-R,505,2,0.0003536605582018907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017683027910094535,True
B0-R,510,2,0.0003503953916788962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001751976958394481,True
B0-R,515,2,0.00034713150095382474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017356575047691237,True
B0-R,520,2,0.0003438709283051667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017193546415258335,True
B0-R,525,2,0.0003406157959887779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017030789799438893,True
B0-R,530,2,0.0003373682997511766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001686841498755883,True
B0-R,535,2,0.0003341307014109508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001670653507054754,True
B0-R,540,2,0.00033090532051729336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016545266025864667,True
B0-R,545,2,0.0003276945251082535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016384726255412674,True
B0-R,550,2,0.00032450072160480025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016225036080240013,True
B0-R,555,2,0.0003213263438908887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016066317194544436,True
B0-R,560,2,0.0003181738416436591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015908692082182954,True
B0-R,565,2,0.0003150456679928353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015752283399641767,True
B0-R,570,2,0.0003119442666027912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001559721333013956,True
B0-R,575,2,0.0003088720582846394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001544360291423197,True
B0-R,580,2,0.000305831427258335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001529157136291675,True
B0-R,585,2,0.00030282470719671713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015141235359835857,True
B0-R,590,2,0.00029985416719388916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014992708359694458,True
B0-R,595,2,0.0002969219978088219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014846099890441096,True
B0-R,600,2,0.0002940302973413418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001470151486706709,True
B0-R,605,2,0.0002911810585017548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001455905292508774,True
B0-R,610,2,0.0002883761556368952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001441880778184476,True
B0-R,615,2,0.000285617332673866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00142808666336933,True
B0-R,620,2,0.00028290619193848147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014145309596924074,True
B0-R,625,2,0.0002802441839980994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014012209199904969,True
B0-R,630,2,0.00027763259866823964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013881629933411982,True
B0-R,635,2,0.0002750725573090025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013753627865450125,True
B0-R,640,2,0.00027256500652137914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013628250326068957,True
B0-R,645,2,0.0002701107133347723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013505535666738615,True
B0-R,650,2,0.00026771026195623394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013385513097811698,True
B0-R,655,2,0.00026536405212906916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013268202606453458,True
B0-R,660,2,0.0002630722991242816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001315361495621408,True
B0-R,665,2,0.00026083503536308275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013041751768154137,True
B0-R,670,2,0.00025865211364320694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012932605682160346,True
B0-R,675,2,0.00025652321191635955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012826160595817977,True
B0-R,680,2,0.00025444783953956925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012722391976978463,True
B0-R,685,2,0.0002524253449000657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012621267245003286,True
B0-R,690,2,0.0002504549242921233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012522746214606165,True
B0-R,695,2,0.00024853563190555894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012426781595277947,True
B0-R,700,2,0.0002466663907699681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012333319538498403,True
B0-R,705,2,0.00024484600448633655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012242300224316828,True
B0-R,710,2,0.00024307316956907374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012153658478453687,True
B0-R,715,2,0.0002413464882166356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001206732441083178,True
B0-R,720,2,0.00023966448132802125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011983224066401063,True
B0-R,725,2,0.00023802560158539624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011901280079269813,True
B0-R,730,2,0.00023642824642975955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011821412321487978,True
B0-R,735,2,0.00023487077076665862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001174353853833293,True
B0-R,740,2,0.00023335149925211385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011667574962605691,True
B0-R,745,2,0.0002318687380246081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011593436901230405,True
B0-R,750,2,0.00023042078576679409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011521039288339705,True
B0-R,755,2,0.00022900594399977555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011450297199988777,True
B0-R,760,2,0.00022762252653300613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011381126326650308,True
B0-R,765,2,0.00022626886801325183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011313443400662593,True
B0-R,770,2,0.0002249433315362377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011247166576811884,True
B0-R,775,2,0.00022364431530399749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011182215765199875,True
B0-R,780,2,0.00022237025832910388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011118512916455194,True
B0-R,785,2,0.00022111964520346968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011055982260173485,True
B0-R,790,2,0.0002198910099640517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010994550498202584,True
B0-R,795,2,0.00021868293910025577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001093414695501279,True
B0-R,800,2,0.00021749407375809673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010874703687904837,True
B0-R,805,2,0.00021632311120408547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010816155560204274,True
B0-R,810,2,0.0002151688056175355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010758440280876774,True
B0-R,815,2,0.00021402996828348586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010701498414174293,True
B0-R,820,2,0.0002129054672600046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001064527336300023,True
B0-R,825,2,0.00021179422659340199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00105897113296701,True
B0-R,830,2,0.00021069522515306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010534761257652999,True
B0-R,835,2,0.00020960749515454053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010480374757727026,True
B0-R,840,2,0.00020853012043545077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010426506021772538,True
B0-R,845,2,0.00020746223454366896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010373111727183448,True
B0-R,850,2,0.00020640301869205644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010320150934602823,True
B0-R,855,2,0.00020535169962798407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010267584981399204,True
B0-R,860,2,0.00020430754746014214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010215377373007108,True
B0-R,865,2,0.00020326987347921583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010163493673960792,True
B0-R,870,2,0.00020223802800336358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001011190140016818,True
B0-R,875,2,0.00020121139827407515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010060569913703757,True
B0-R,880,2,0.00020018940642303203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010009470321151602,True
B0-R,885,2,0.00019917150752603484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009958575376301743,True
B0-R,890,2,0.00019815718775601418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000990785938780071,True
B0-R,895,2,0.00019714596264361093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009857298132180546,True
B0-R,900,2,0.0001961373754506459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009806868772532294,True
B0-R,905,2,0.0001951309956592374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000975654978296187,True
B0-R,910,2,0.00019412641757708741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009706320878854371,True
B0-R,915,2,0.00019312325905765964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009656162952882982,True
B0-R,920,2,0.00019212116033250973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009606058016625486,True
B0-R,925,2,0.00019111978295191268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009555989147595634,True
B0-R,930,2,0.0001901188088289972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009505940441449861,True
B0-R,935,2,0.00018911793938200956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009455896969100478,True
B0-R,940,2,0.00018811689476880703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009405844738440351,True
B0-R,945,2,0.00018711541320740047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009355770660370023,True
B0-R,950,2,0.00018611325037614068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009305662518807034,True
B0-R,955,2,0.0001851101788870877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009255508944354385,True
B0-R,960,2,0.00018410598782601337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009205299391300669,True
B0-R,965,2,0.0001831004823525705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009155024117628524,True
B0-R,970,2,0.00018209348335419232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009104674167709616,True
B0-R,975,2,0.0001810848271473875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009054241357369375,True
B0-R,980,2,0.0001800743652202262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009003718261011309,True
B0-R,985,2,0.0001790619640099212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008953098200496061,True
B0-R,990,2,0.0001780475047095688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000890237523547844,True
B0-R,995,2,0.00017703088309825474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008851544154912737,True
B0-R,1000,2,0.0001760120093889176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000880060046944588,True
B0-R,1005,2,0.00017499080808850337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008749540404425168,True
B0-R,1010,2,0.00017396721786517962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000869836089325898,True
B0-R,1015,2,0.00017294119141753362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008647059570876681,True
B0-R,1020,2,0.00017191269534095292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008595634767047647,True
B0-R,1025,2,0.00017088170998658168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008544085499329084,True
B0-R,1030,2,0.0001698482293085473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008492411465427365,True
B0-R,1035,2,0.00016881226069541096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008440613034770548,True
B0-R,1040,2,0.00016777382478213457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008388691239106729,True
B0-R,1045,2,0.00016673295523915568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008336647761957785,True
B0-R,1050,2,0.00016568969853557363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008284484926778682,True
B0-R,1055,2,0.0001646441136737783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008232205683688915,True
B0-R,1060,2,0.0001635962718933155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008179813594665774,True
B0-R,1065,2,0.0001625462563421547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008127312817107735,True
B0-R,1070,2,0.0001614941617140286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008074708085701429,True
B0-R,1075,2,0.00016044009385091695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008022004692545847,True
B0-R,1080,2,0.0001593841693102397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007969208465511985,True
B0-R,1085,2,0.00015832651489679244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007916325744839622,True
B0-R,1090,2,0.00015726726715991734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007863363357995867,True
