absolute_frequency_log_magnitude_error,axis,candidate_frequency_imag_W_m2K,candidate_frequency_real_W_m2K,comparator_depth_m,comparison_role,effective_coordinate,formal_case,frequency_cumulative_rmse,frequency_log_magnitude_error,frequency_squared_rmse_contribution,grid_family,impulse_error,pair_id,production_depth_m,raw_coordinate,raw_unnormalized,reference_frequency_imag_W_m2K,reference_frequency_real_W_m2K,region,step_error,voting
,time,,,0.0001024,depth,1.2716013612825984e-10,False,,,,inherited_raw,-1.815194764950113e-05,primary_51p2um_vs_102p4um,5.12e-05,1.2716013612825984e-10,True,,,bare_vo2,2.9162813375621202e-08,False
,time,,,0.0001024,depth,1.3998818340567886e-10,False,,,,inherited_raw,-1.56894998007688e-05,primary_51p2um_vs_102p4um,5.12e-05,1.3998818340567886e-10,True,,,bare_vo2,2.777935467430987e-08,False
,time,,,0.0001024,depth,1.5411033748387823e-10,False,,,,inherited_raw,-1.3563075535147182e-05,primary_51p2um_vs_102p4um,5.12e-05,1.5411033748387823e-10,True,,,bare_vo2,2.6462844500755072e-08,False
,time,,,0.0001024,depth,1.6965714920786226e-10,False,,,,inherited_raw,-1.1726426793153698e-05,primary_51p2um_vs_102p4um,5.12e-05,1.6965714920786226e-10,True,,,bare_vo2,2.520986752247372e-08,False
,time,,,0.0001024,depth,1.8677233952816356e-10,False,,,,inherited_raw,-1.0139721323030698e-05,primary_51p2um_vs_102p4um,5.12e-05,1.8677233952816356e-10,True,,,bare_vo2,2.4017204690146393e-08,False
,time,,,0.0001024,depth,2.056141281148386e-10,False,,,,inherited_raw,-8.76867106137732e-06,primary_51p2um_vs_102p4um,5.12e-05,2.056141281148386e-10,True,,,bare_vo2,2.2881821926915237e-08,False
,time,,,0.0001024,depth,2.2635669600342643e-10,False,,,,inherited_raw,-7.583773128010865e-06,primary_51p2um_vs_102p4um,5.12e-05,2.2635669600342643e-10,True,,,bare_vo2,2.180085493314986e-08,False
,time,,,0.0001024,depth,2.4919179579416187e-10,False,,,,inherited_raw,-6.559596184976023e-06,primary_51p2um_vs_102p4um,5.12e-05,2.4919179579416187e-10,True,,,bare_vo2,2.077159594067281e-08,False
,time,,,0.0001024,depth,2.743305242897671e-10,False,,,,inherited_raw,-5.674201547313784e-06,primary_51p2um_vs_102p4um,5.12e-05,2.743305242897671e-10,True,,,bare_vo2,1.9791485587213824e-08,False
,time,,,0.0001024,depth,3.0200527395878916e-10,False,,,,inherited_raw,-4.908683111777432e-06,primary_51p2um_vs_102p4um,5.12e-05,3.0200527395878916e-10,True,,,bare_vo2,1.8858103661472403e-08,False
,time,,,0.0001024,depth,3.324718812646007e-10,False,,,,inherited_raw,-4.246739027912502e-06,primary_51p2um_vs_102p4um,5.12e-05,3.324718812646007e-10,True,,,bare_vo2,1.796915789712222e-08,False
,time,,,0.0001024,depth,3.660119917200738e-10,False,,,,inherited_raw,-3.674290719741631e-06,primary_51p2um_vs_102p4um,5.12e-05,3.660119917200738e-10,True,,,bare_vo2,1.7122476353213697e-08,False
,time,,,0.0001024,depth,4.0293566353143205e-10,False,,,,inherited_raw,-3.1791848315575502e-06,primary_51p2um_vs_102p4um,5.12e-05,4.0293566353143205e-10,True,,,bare_vo2,1.6316001760021864e-08,False
,time,,,0.0001024,depth,4.435842339004181e-10,False,,,,inherited_raw,-2.750936779088824e-06,primary_51p2um_vs_102p4um,5.12e-05,4.435842339004181e-10,True,,,bare_vo2,1.5547783459042122e-08,False
,time,,,0.0001024,depth,4.883334744820161e-10,False,,,,inherited_raw,-2.3804897302784233e-06,primary_51p2um_vs_102p4um,5.12e-05,4.883334744820161e-10,True,,,bare_vo2,1.4815969965630125e-08,False
,time,,,0.0001024,depth,5.375970651680405e-10,False,,,,inherited_raw,-2.060015091548303e-06,primary_51p2um_vs_102p4um,5.12e-05,5.375970651680405e-10,True,,,bare_vo2,1.4118804555342171e-08,False
,time,,,0.0001024,depth,5.918304183096377e-10,False,,,,inherited_raw,-1.7827528047649133e-06,primary_51p2um_vs_102p4um,5.12e-05,5.918304183096377e-10,True,,,bare_vo2,1.3454620184070366e-08,False
,time,,,0.0001024,depth,6.515348887313508e-10,False,,,,inherited_raw,-1.5428637639285258e-06,primary_51p2um_vs_102p4um,5.12e-05,6.515348887313508e-10,True,,,bare_vo2,1.2821833018618352e-08,False
,time,,,0.0001024,depth,7.172624084558004e-10,False,,,,inherited_raw,-1.335297793046624e-06,primary_51p2um_vs_102p4um,5.12e-05,7.172624084558004e-10,True,,,bare_vo2,1.2218938034631362e-08,False
,time,,,0.0001024,depth,7.896205889842169e-10,False,,,,inherited_raw,-1.155689063186611e-06,primary_51p2um_vs_102p4um,5.12e-05,7.896205889842169e-10,True,,,bare_vo2,1.1644505759903704e-08,False
,time,,,0.0001024,depth,8.692783383003712e-10,False,,,,inherited_raw,-1.0002659492692565e-06,primary_51p2um_vs_102p4um,5.12e-05,8.692783383003712e-10,True,,,bare_vo2,1.1097177479859177e-08,False
,time,,,0.0001024,depth,9.569720445237278e-10,False,,,,inherited_raw,-8.657665688595458e-07,primary_51p2um_vs_102p4um,5.12e-05,9.569720445237278e-10,True,,,bare_vo2,1.0575660745561399e-08,False
,time,,,0.0001024,depth,1.0535123833759663e-09,False,,,,inherited_raw,-7.493685386718242e-07,primary_51p2um_vs_102p4um,5.12e-05,1.0535123833759663e-09,True,,,bare_vo2,1.0078726740464709e-08,False
,time,,,0.0001024,depth,1.1597918123918484e-09,False,,,,inherited_raw,-6.486322384388679e-07,primary_51p2um_vs_102p4um,5.12e-05,1.1597918123918484e-09,True,,,bare_vo2,9.605207142815316e-09,False
,time,,,0.0001024,depth,1.276792821153902e-09,False,,,,inherited_raw,-5.614483506780018e-07,primary_51p2um_vs_102p4um,5.12e-05,1.276792821153902e-09,True,,,bare_vo2,9.153990061279875e-09,False
,time,,,0.0001024,depth,1.4055970138193724e-09,False,,,,inherited_raw,-4.859911094401452e-07,primary_51p2um_vs_102p4um,5.12e-05,1.4055970138193724e-09,True,,,bare_vo2,8.724017333757026e-09,False
,time,,,0.0001024,depth,1.5473951079019933e-09,False,,,,inherited_raw,-4.206810813438825e-07,primary_51p2um_vs_102p4um,5.12e-05,1.5473951079019933e-09,True,,,bare_vo2,8.314282476408447e-09,False
,time,,,0.0001024,depth,1.7034979417413059e-09,False,,,,inherited_raw,-3.641527934820697e-07,primary_51p2um_vs_102p4um,5.12e-05,1.7034979417413059e-09,True,,,bare_vo2,7.923827523280355e-09,False
,time,,,0.0001024,depth,1.875348592416942e-09,False,,,,inherited_raw,-3.152245164366039e-07,primary_51p2um_vs_102p4um,5.12e-05,1.875348592416942e-09,True,,,bare_vo2,7.551740194032082e-09,False
,time,,,0.0001024,depth,2.064535716130781e-09,False,,,,inherited_raw,-2.72873247377413e-07,primary_51p2um_vs_102p4um,5.12e-05,2.064535716130781e-09,True,,,bare_vo2,7.197152228223178e-09,False
,time,,,0.0001024,depth,2.2728082343807885e-09,False,,,,inherited_raw,-2.3621429689572529e-07,primary_51p2um_vs_102p4um,5.12e-05,2.2728082343807885e-09,True,,,bare_vo2,6.859237243025986e-09,False
,time,,,0.0001024,depth,2.5020915016913615e-09,False,,,,inherited_raw,-2.0448231940360854e-07,primary_51p2um_vs_102p4um,5.12e-05,2.5020915016913615e-09,True,,,bare_vo2,6.537208048222742e-09,False
,time,,,0.0001024,depth,2.754505104361231e-09,False,,,,inherited_raw,-1.7701457208828927e-07,primary_51p2um_vs_102p4um,5.12e-05,2.754505104361231e-09,True,,,bare_vo2,6.230314944524793e-09,False
,time,,,0.0001024,depth,3.0323824547676364e-09,False,,,,inherited_raw,-1.5323757078297387e-07,primary_51p2um_vs_102p4um,5.12e-05,3.0323824547676364e-09,True,,,bare_vo2,5.937844305039017e-09,False
,time,,,0.0001024,depth,3.338292362364307e-09,False,,,,inherited_raw,-1.3265532016123766e-07,primary_51p2um_vs_102p4um,5.12e-05,3.338292362364307e-09,True,,,bare_vo2,5.659116397212343e-09,False
,time,,,0.0001024,depth,3.6750627807842904e-09,False,,,,inherited_raw,-1.1483838888216704e-07,primary_51p2um_vs_102p4um,5.12e-05,3.6750627807842904e-09,True,,,bare_vo2,5.39348352848725e-09,False
,time,,,0.0001024,depth,4.0458069505753115e-09,False,,,,inherited_raw,-9.941495383568222e-08,primary_51p2um_vs_102p4um,5.12e-05,4.0458069505753115e-09,True,,,bare_vo2,5.14032895867278e-09,False
,time,,,0.0001024,depth,4.453952179241496e-09,False,,,,inherited_raw,-8.606339749892363e-08,primary_51p2um_vs_102p4um,5.12e-05,4.453952179241496e-09,True,,,bare_vo2,4.8990653507276334e-09,False
,time,,,0.0001024,depth,4.9032715246458114e-09,False,,,,inherited_raw,-7.45053845018133e-08,primary_51p2um_vs_102p4um,5.12e-05,4.9032715246458114e-09,True,,,bare_vo2,4.669132943191774e-09,False
,time,,,0.0001024,depth,5.3979186746672375e-09,False,,,,inherited_raw,-6.449984082954862e-08,primary_51p2um_vs_102p4um,5.12e-05,5.3979186746672375e-09,True,,,bare_vo2,4.449998461558327e-09,False
,time,,,0.0001024,depth,5.942466345554065e-09,False,,,,inherited_raw,-5.5838148231797436e-08,primary_51p2um_vs_102p4um,5.12e-05,5.942466345554065e-09,True,,,bare_vo2,4.241154090191422e-09,False
,time,,,0.0001024,depth,6.541948553943253e-09,False,,,,inherited_raw,-4.833983180372884e-08,primary_51p2um_vs_102p4um,5.12e-05,6.541948553943253e-09,True,,,bare_vo2,4.0421159185133986e-09,False
,time,,,0.0001024,depth,7.201907153325238e-09,False,,,,inherited_raw,-4.1848593432388594e-08,primary_51p2um_vs_102p4um,5.12e-05,7.201907153325238e-09,True,,,bare_vo2,3.852422724690692e-09,False
,time,,,0.0001024,depth,7.928443065155773e-09,False,,,,inherited_raw,-3.622909972812065e-08,primary_51p2um_vs_102p4um,5.12e-05,7.928443065155773e-09,True,,,bare_vo2,3.671635236193995e-09,False
,time,,,0.0001024,depth,8.728272678215934e-09,False,,,,inherited_raw,-3.136428130382708e-08,primary_51p2um_vs_102p4um,5.12e-05,8.728272678215934e-09,True,,,bare_vo2,3.4993349688347248e-09,False
,time,,,0.0001024,depth,9.608789937598425e-09,False,,,,inherited_raw,-2.715279458203292e-08,primary_51p2um_vs_102p4um,5.12e-05,9.608789937598425e-09,True,,,bare_vo2,3.3351229831752726e-09,False
,time,,,0.0001024,depth,1.0578134697295563e-08,False,,,,inherited_raw,-2.3506855436460262e-08,primary_51p2um_vs_102p4um,5.12e-05,1.0578134697295563e-08,True,,,bare_vo2,3.1786191779598082e-09,False
,time,,,0.0001024,depth,1.1645267968267726e-08,False,,,,inherited_raw,-2.0350502315482445e-08,primary_51p2um_vs_102p4um,5.12e-05,1.1645267968267726e-08,True,,,bare_vo2,3.029461517504046e-09,False
,time,,,0.0001024,depth,1.282005475761557e-08,False,,,,inherited_raw,-1.7618008104836095e-08,primary_51p2um_vs_102p4um,5.12e-05,1.282005475761557e-08,True,,,bare_vo2,2.8873049072990732e-09,False
,time,,,0.0001024,depth,1.4113355264654335e-08,False,,,,inherited_raw,-1.525243965658909e-08,primary_51p2um_vs_102p4um,5.12e-05,1.4113355264654335e-08,True,,,bare_vo2,2.751820411010396e-09,False
,time,,,0.0001024,depth,1.5537125276943297e-08,False,,,,inherited_raw,-1.3204504848543151e-08,primary_51p2um_vs_102p4um,5.12e-05,1.5537125276943297e-08,True,,,bare_vo2,2.6226947198516643e-09,False
,time,,,0.0001024,depth,1.7104526694371618e-08,False,,,,inherited_raw,-1.14315620398072e-08,primary_51p2um_vs_102p4um,5.12e-05,1.7104526694371618e-08,True,,,bare_vo2,2.499629273669347e-09,False
,time,,,0.0001024,depth,1.883004920302924e-08,False,,,,inherited_raw,-9.896688368675501e-09,primary_51p2um_vs_102p4um,5.12e-05,1.883004920302924e-08,True,,,bare_vo2,2.3823394217919017e-09,False
,time,,,0.0001024,depth,2.0729644223664843e-08,False,,,,inherited_raw,-8.567901518104602e-09,primary_51p2um_vs_102p4um,5.12e-05,2.0729644223664843e-08,True,,,bare_vo2,2.2705539606425812e-09,False
,time,,,0.0001024,depth,2.282087237300428e-08,False,,,,inherited_raw,-7.417529376363805e-09,primary_51p2um_vs_102p4um,5.12e-05,2.282087237300428e-08,True,,,bare_vo2,2.164014532676047e-09,False
,time,,,0.0001024,depth,2.5123065801120556e-08,False,,,,inherited_raw,-6.421623353289222e-09,primary_51p2um_vs_102p4um,5.12e-05,2.5123065801120556e-08,True,,,bare_vo2,2.062474823295342e-09,False
,time,,,0.0001024,depth,2.765750690556716e-08,False,,,,inherited_raw,-5.559436480210693e-09,primary_51p2um_vs_102p4um,5.12e-05,2.765750690556716e-08,True,,,bare_vo2,1.965700059699303e-09,False
,time,,,0.0001024,depth,3.044762507437992e-08,False,,,,inherited_raw,-4.813009152663582e-09,primary_51p2um_vs_102p4um,5.12e-05,3.044762507437992e-08,True,,,bare_vo2,1.8734666140368558e-09,False
,time,,,0.0001024,depth,3.351921327671813e-08,False,,,,inherited_raw,-4.166803981688588e-09,primary_51p2um_vs_102p4um,5.12e-05,3.351921327671813e-08,True,,,bare_vo2,1.7855613418476373e-09,False
,time,,,0.0001024,depth,3.6900666503395486e-08,False,,,,inherited_raw,-3.6073642878852e-09,primary_51p2um_vs_102p4um,5.12e-05,3.6900666503395486e-08,True,,,bare_vo2,1.7017810221119034e-09,False
,time,,,0.0001024,depth,4.0623244261541147e-08,False,,,,inherited_raw,-3.1230351076621034e-09,primary_51p2um_vs_102p4um,5.12e-05,4.0623244261541147e-08,True,,,bare_vo2,1.6219320481265075e-09,False
,time,,,0.0001024,depth,4.472135954999584e-08,False,,,,inherited_raw,-2.7037332826402843e-09,primary_51p2um_vs_102p4um,5.12e-05,4.472135954999584e-08,True,,,bare_vo2,1.5458299552265368e-09,False
,time,,,0.0001024,depth,4.923289698684758e-08,False,,,,inherited_raw,-2.340730474704589e-09,primary_51p2um_vs_102p4um,5.12e-05,4.923289698684758e-08,True,,,bare_vo2,1.473298855539949e-09,False
,time,,,0.0001024,depth,5.4199563030005664e-08,False,,,,inherited_raw,-2.026464816335997e-09,primary_51p2um_vs_102p4um,5.12e-05,5.4199563030005664e-08,True,,,bare_vo2,1.404171120471042e-09,False
,time,,,0.0001024,depth,5.966727152839145e-08,False,,,,inherited_raw,-1.7543916955565625e-09,primary_51p2um_vs_102p4um,5.12e-05,5.966727152839145e-08,True,,,bare_vo2,1.3382870730251388e-09,False
,time,,,0.0001024,depth,6.56865681679356e-08,False,,,,inherited_raw,-1.518848583839858e-09,primary_51p2um_vs_102p4um,5.12e-05,6.56865681679356e-08,True,,,bare_vo2,1.2754944937496687e-09,False
,time,,,0.0001024,depth,7.231309773613115e-08,False,,,,inherited_raw,-1.3149302918330223e-09,primary_51p2um_vs_102p4um,5.12e-05,7.231309773613115e-08,True,,,bare_vo2,1.215648255360365e-09,False
,time,,,0.0001024,depth,7.960811852472228e-08,False,,,,inherited_raw,-1.138389106917669e-09,primary_51p2um_vs_102p4um,5.12e-05,7.960811852472228e-08,True,,,bare_vo2,1.1586101105307194e-09,False
,time,,,0.0001024,depth,8.763906862587261e-08,False,,,,inherited_raw,-9.855504361341082e-10,primary_51p2um_vs_102p4um,5.12e-05,8.763906862587261e-08,True,,,bare_vo2,1.1042483158277227e-09,False
,time,,,0.0001024,depth,9.648018935688301e-08,False,,,,inherited_raw,-8.532326346522798e-10,primary_51p2um_vs_102p4um,5.12e-05,9.648018935688301e-08,True,,,bare_vo2,1.0524372460062118e-09,False
,time,,,0.0001024,depth,1.0621321157664618e-07,False,,,,inherited_raw,-7.386793325062322e-10,primary_51p2um_vs_102p4um,5.12e-05,1.0621321157664618e-07,True,,,bare_vo2,1.0030571925886935e-09,False
,time,,,0.0001024,depth,1.1692811123841961e-07,False,,,,inherited_raw,-6.39505459016641e-10,primary_51p2um_vs_102p4um,5.12e-05,1.1692811123841961e-07,True,,,bare_vo2,9.559941171855722e-10,False
,time,,,0.0001024,depth,1.2872394116355296e-07,False,,,,inherited_raw,-5.536470598733768e-10,primary_51p2um_vs_102p4um,5.12e-05,1.2872394116355296e-07,True,,,bare_vo2,9.111392896182246e-10,False
,time,,,0.0001024,depth,1.417097467254174e-07,False,,,,inherited_raw,-4.793159613116609e-10,primary_51p2um_vs_102p4um,5.12e-05,1.417097467254174e-07,True,,,bare_vo2,8.683890586736636e-10,False
,time,,,0.0001024,depth,1.5600557390848356e-07,False,,,,inherited_raw,-4.149640239153911e-10,primary_51p2um_vs_102p4um,5.12e-05,1.5600557390848356e-07,True,,,bare_vo2,8.276446910982803e-10,False
,time,,,0.0001024,depth,1.717435790614535e-07,False,,,,inherited_raw,-3.592520012069042e-10,primary_51p2um_vs_102p4um,5.12e-05,1.717435790614535e-07,True,,,bare_vo2,7.888120825808707e-10,False
,time,,,0.0001024,depth,1.890692506034477e-07,False,,,,inherited_raw,-3.110200120171195e-10,primary_51p2um_vs_102p4um,5.12e-05,1.890692506034477e-07,True,,,bare_vo2,7.518014984591258e-10,False
,time,,,0.0001024,depth,2.0814275397718506e-07,False,,,,inherited_raw,-2.692633235450469e-10,primary_51p2um_vs_102p4um,5.12e-05,2.0814275397718506e-07,True,,,bare_vo2,7.165274441602988e-10,False
,time,,,0.0001024,depth,2.291404122824451e-07,False,,,,inherited_raw,-2.3311270672949103e-10,primary_51p2um_vs_102p4um,5.12e-05,2.291404122824451e-07,True,,,bare_vo2,6.829084652297343e-10,False
,time,,,0.0001024,depth,2.5225633627738074e-07,False,,,,inherited_raw,-2.0181579098001618e-10,primary_51p2um_vs_102p4um,5.12e-05,2.5225633627738074e-07,True,,,bare_vo2,6.508668889365555e-10,False
,time,,,0.0001024,depth,2.7770421881606315e-07,False,,,,inherited_raw,-1.747206853688706e-10,primary_51p2um_vs_102p4um,5.12e-05,2.7770421881606315e-07,True,,,bare_vo2,6.203286827999685e-10,False
,time,,,0.0001024,depth,3.057193103107593e-07,False,,,,inherited_raw,-1.5126315326917807e-10,primary_51p2um_vs_102p4um,5.12e-05,3.057193103107593e-07,True,,,bare_vo2,5.912233281521418e-10,False
,time,,,0.0001024,depth,3.365605934809086e-07,False,,,,inherited_raw,-1.3095505532807893e-10,primary_51p2um_vs_102p4um,5.12e-05,3.365605934809086e-07,True,,,bare_vo2,5.634835997599539e-10,False
,time,,,0.0001024,depth,3.7051317749304463e-07,False,,,,inherited_raw,-1.1337352894462832e-10,primary_51p2um_vs_102p4um,5.12e-05,3.7051317749304463e-07,True,,,bare_vo2,5.370453979998233e-10,False
,time,,,0.0001024,depth,4.0789093362405023e-07,False,,,,inherited_raw,-9.81523458243138e-11,primary_51p2um_vs_102p4um,5.12e-05,4.0789093362405023e-07,True,,,bare_vo2,5.11847661061091e-10,False
,time,,,0.0001024,depth,4.4903939681287744e-07,False,,,,inherited_raw,-8.497470962225649e-11,primary_51p2um_vs_102p4um,5.12e-05,4.4903939681287744e-07,True,,,bare_vo2,4.878322029156765e-10,False
,time,,,0.0001024,depth,4.943389599238301e-07,False,,,,inherited_raw,-7.356633862713847e-11,primary_51p2um_vs_102p4um,5.12e-05,4.943389599238301e-07,True,,,bare_vo2,4.649435355268054e-10,False
,time,,,0.0001024,depth,5.442083902504606e-07,False,,,,inherited_raw,-6.368958487976192e-11,primary_51p2um_vs_102p4um,5.12e-05,5.442083902504606e-07,True,,,bare_vo2,4.4312878089003677e-10,False
,time,,,0.0001024,depth,5.991087007680554e-07,False,,,,inherited_raw,-5.513880948456853e-11,primary_51p2um_vs_102p4um,5.12e-05,5.991087007680554e-07,True,,,bare_vo2,4.223375691991777e-10,False
,time,,,0.0001024,depth,6.595474119221076e-07,False,,,,inherited_raw,-4.773607874664468e-11,primary_51p2um_vs_102p4um,5.12e-05,6.595474119221076e-07,True,,,bare_vo2,4.0252187383110456e-10,False
,time,,,0.0001024,depth,7.2608324335046e-07,False,,,,inherited_raw,-4.132722446802384e-11,primary_51p2um_vs_102p4um,5.12e-05,7.2608324335046e-07,True,,,bare_vo2,3.836359077382609e-10,False
,time,,,0.0001024,depth,7.993312789112805e-07,False,,,,inherited_raw,-3.5778761366616115e-11,primary_51p2um_vs_102p4um,5.12e-05,7.993312789112805e-07,True,,,bare_vo2,3.656360578447269e-10,False
,time,,,0.0001024,depth,8.799686527644463e-07,False,,,,inherited_raw,-3.0975226392902386e-11,primary_51p2um_vs_102p4um,5.12e-05,8.799686527644463e-07,True,,,bare_vo2,3.4848075742265834e-10,False
,time,,,0.0001024,depth,9.687408090707531e-07,False,,,,inherited_raw,-2.6816622533905483e-11,primary_51p2um_vs_102p4um,5.12e-05,9.687408090707531e-07,True,,,bare_vo2,3.3213036623679016e-10,False
,time,,,0.0001024,depth,1.066468393176124e-06,False,,,,inherited_raw,-2.3216318368889785e-11,primary_51p2um_vs_102p4um,5.12e-05,1.066468393176124e-06,True,,,bare_vo2,3.1654711666753654e-10,False
,time,,,0.0001024,depth,1.1740548379856648e-06,False,,,,inherited_raw,-2.0099368485214742e-11,primary_51p2um_vs_102p4um,5.12e-05,1.1740548379856648e-06,True,,,bare_vo2,3.016950283621879e-10,False
,time,,,0.0001024,depth,1.2924947156590555e-06,False,,,,inherited_raw,-1.740090883927024e-11,primary_51p2um_vs_102p4um,5.12e-05,1.2924947156590555e-06,True,,,bare_vo2,2.87539790015454e-10,False
,time,,,0.0001024,depth,1.4228829318337002e-06,False,,,,inherited_raw,-1.5064732880841782e-11,primary_51p2um_vs_102p4um,5.12e-05,1.4228829318337002e-06,True,,,bare_vo2,2.740486960385041e-10,False
,time,,,0.0001024,depth,1.5664248473706953e-06,False,,,,inherited_raw,-1.304218939461014e-11,primary_51p2um_vs_102p4um,5.12e-05,1.5664248473706953e-06,True,,,bare_vo2,2.611905952922367e-10,False
,time,,,0.0001024,depth,1.7244474211931033e-06,False,,,,inherited_raw,-1.129119321636516e-11,primary_51p2um_vs_102p4um,5.12e-05,1.7244474211931033e-06,True,,,bare_vo2,2.4893579167603117e-10,False
,time,,,0.0001024,depth,1.8984114772253831e-06,False,,,,inherited_raw,-9.775286302010157e-12,primary_51p2um_vs_102p4um,5.12e-05,1.8984114772253831e-06,True,,,bare_vo2,2.3725596770847256e-10,False
,time,,,0.0001024,depth,2.0899252088344685e-06,False,,,,inherited_raw,-8.462890183468539e-12,primary_51p2um_vs_102p4um,5.12e-05,2.0899252088344685e-06,True,,,bare_vo2,2.261241481098645e-10,False
,time,,,0.0001024,depth,2.3007590456129787e-06,False,,,,inherited_raw,-7.326690658730372e-12,primary_51p2um_vs_102p4um,5.12e-05,2.3007590456129787e-06,True,,,bare_vo2,2.1551462993960052e-10,False
,time,,,0.0001024,depth,2.53286201993902e-06,False,,,,inherited_raw,-6.343040536885388e-12,primary_51p2um_vs_102p4um,5.12e-05,2.53286201993902e-06,True,,,bare_vo2,2.0540290021346303e-10,False
,time,,,0.0001024,depth,2.7883797846116253e-06,False,,,,inherited_raw,-5.491448778315969e-12,primary_51p2um_vs_102p4um,5.12e-05,2.7883797846116253e-06,True,,,bare_vo2,1.9576559836213956e-10,False
,time,,,0.0001024,depth,3.069674448124088e-06,False,,,,inherited_raw,-4.754184241814709e-12,primary_51p2um_vs_102p4um,5.12e-05,3.069674448124088e-06,True,,,bare_vo2,1.8658047345066586e-10,False
,time,,,0.0001024,depth,3.379346410940354e-06,False,,,,inherited_raw,-4.115906277825629e-12,primary_51p2um_vs_102p4um,5.12e-05,3.379346410940354e-06,True,,,bare_vo2,1.7782630934523508e-10,False
,time,,,0.0001024,depth,3.7202584046377676e-06,False,,,,inherited_raw,-3.563322420553764e-12,primary_51p2um_vs_102p4um,5.12e-05,3.7202584046377676e-06,True,,,bare_vo2,1.6948287780507612e-10,False
,time,,,0.0001024,depth,4.095561956143664e-06,False,,,,inherited_raw,-3.0849226126852933e-12,primary_51p2um_vs_102p4um,5.12e-05,4.095561956143664e-06,True,,,bare_vo2,1.6153091194989107e-10,False
,time,,,0.0001024,depth,4.508726521711748e-06,False,,,,inherited_raw,-2.6707517604953556e-12,primary_51p2um_vs_102p4um,5.12e-05,4.508726521711748e-06,True,,,bare_vo2,1.539520495230084e-10,False
,time,,,0.0001024,depth,4.963571559964409e-06,False,,,,inherited_raw,-2.312188416798859e-12,primary_51p2um_vs_102p4um,5.12e-05,4.963571559964409e-06,True,,,bare_vo2,1.4672877825890738e-10,False
,time,,,0.0001024,depth,5.464301840497083e-06,False,,,,inherited_raw,-2.0017626260162803e-12,primary_51p2um_vs_102p4um,5.12e-05,5.464301840497083e-06,True,,,bare_vo2,1.3984441293495565e-10,False
,time,,,0.0001024,depth,6.015546314451432e-06,False,,,,inherited_raw,-1.7330120546222177e-12,primary_51p2um_vs_102p4um,5.12e-05,6.015546314451432e-06,True,,,bare_vo2,1.3328305952216445e-10,False
,time,,,0.0001024,depth,6.622400906392513e-06,False,,,,inherited_raw,-1.5003418521392214e-12,primary_51p2um_vs_102p4um,5.12e-05,6.622400906392513e-06,True,,,bare_vo2,1.270295649612772e-10,False
,time,,,0.0001024,depth,7.29047562307526e-06,False,,,,inherited_raw,-1.2988862556732475e-12,primary_51p2um_vs_102p4um,5.12e-05,7.29047562307526e-06,True,,,bare_vo2,1.2106952269533017e-10,False
,time,,,0.0001024,depth,8.025946414592429e-06,False,,,,inherited_raw,-1.1243221278202812e-12,primary_51p2um_vs_102p4um,5.12e-05,8.025946414592429e-06,True,,,bare_vo2,1.1538950453452472e-10,False
,time,,,0.0001024,depth,8.835612267329302e-06,False,,,,inherited_raw,-9.722933388363707e-13,primary_51p2um_vs_102p4um,5.12e-05,8.835612267329302e-06,True,,,bare_vo2,1.0997865619427398e-10,False
,time,,,0.0001024,depth,9.72695805651532e-06,False,,,,inherited_raw,-8.360843380252175e-13,primary_51p2um_vs_102p4um,5.12e-05,9.72695805651532e-06,True,,,bare_vo2,1.0483783616439136e-10,False
,time,,,0.0001024,depth,1.0708223739406652e-05,False,,,,inherited_raw,-6.977837160280445e-13,primary_51p2um_vs_102p4um,5.12e-05,1.0708223739406652e-05,True,,,bare_vo2,1.0002395679131591e-10,False
,time,,,0.0001024,depth,1.178848052874932e-05,False,,,,inherited_raw,-4.989626949086786e-13,primary_51p2um_vs_102p4um,5.12e-05,1.178848052874932e-05,True,,,bare_vo2,9.583568321609915e-11,False
,time,,,0.0001024,depth,1.2977714750700782e-05,False,,,,inherited_raw,-5.733418978980023e-14,primary_51p2um_vs_102p4um,5.12e-05,1.2977714750700782e-05,True,,,bare_vo2,9.348844172324606e-11,False
,time,,,0.0001024,depth,1.428692016242613e-05,False,,,,inherited_raw,1.1348284529190956e-12,primary_51p2um_vs_102p4um,5.12e-05,1.428692016242613e-05,True,,,bare_vo2,9.724919656942617e-11,False
,time,,,0.0001024,depth,1.572819958278989e-05,False,,,,inherited_raw,4.322831462042809e-12,primary_51p2um_vs_102p4um,5.12e-05,1.572819958278989e-05,True,,,bare_vo2,1.2032480921485438e-10,False
,time,,,0.0001024,depth,1.731487677565801e-05,False,,,,inherited_raw,1.2192472019623211e-11,primary_51p2um_vs_102p4um,5.12e-05,1.731487677565801e-05,True,,,bare_vo2,1.9905882184211344e-10,False
,time,,,0.0001024,depth,1.9061619620104095e-05,False,,,,inherited_raw,2.9840995264938425e-11,primary_51p2um_vs_102p4um,5.12e-05,1.9061619620104095e-05,True,,,bare_vo2,4.2289504716660457e-10,False
0.020463965390190353,frequency,359570.9721582844,721754.62449646,0.0001024,depth,1136.463666385725,False,0.002578217298127454,-0.020463965390190353,6.647204436363629e-06,inherited_raw,,primary_51p2um_vs_102p4um,5.12e-05,1136.463666385725,True,595514.9566852557,568108.4903564453,bare_vo2,,False
