status,selected_mode,a2_per_query_median_wall_s,selected_neural_per_query_median_wall_s,per_query_time_advantage_s,deployment_break_even_queries,research_break_even_queries,m1_reference_generation_wall_s,m2_sentinel_generation_wall_s,total_reference_generation_wall_s,selected_model_training_wall_s,all_executed_neural_training_wall_s,selected_projection_count,selected_linear_solve_count
not_applicable_no_admitted_neural_route,,0.010755274997791275,nan,nan,nan,nan,7.305144399928395,0.9567083000438288,8.261852699972223,462.69531390001066,462.69531390001066,0,0
