seed,split,case_id,contact_overlap_nm,mode,temperature_rise_relative_l2,potential_relative_l2,joint_field_score,terminal_current_relative_error,predicted_terminal_current_A,reference_terminal_current_A,hotspot_coordinate_error_width_fraction,true_fixed_point_defect,sigma_defect,terminal_electrical_heat_ledger_error,electrical_heat_sink_ledger_error,energy_ledger_error,projection_count,main_linear_solve_count,diagnostic_projection_count,diagnostic_linear_solve_count,diagnostic_included_in_timing,median_wall_time_s,timing_repeats,finite,practical_case_pass,historical_pr39_metrics_modified
20260809,validation,cooling_near-transition_nominal,20.0,N1,0.017590628898972588,0.0018165819336698956,0.009703605416321242,0.01606596381953742,0.0006373066471885745,0.0006272295991422127,0.5882176467941096,0.016569012004851842,0.001040235722135824,7.396631605621072e-16,2.633200851601032e-14,2.633200851601032e-14,1,2,1,2,False,nan,0,True,False,False
20260809,validation,cooling_near-transition_nominal,20.0,N2,0.0010757876421071634,6.104705776550271e-05,0.000568417349936333,0.0010008741562539194,0.0006278573770380317,0.0006272295991422127,0.5882176467941096,0.001011087471267427,6.340374509432268e-05,1.0511131550015397e-15,2.853021420718383e-14,2.853021420718383e-14,2,4,1,2,False,nan,0,True,False,False
baseline,validation,heating_high_localized-sink,20.0,A1,0.01662959753480804,0.003793536676283008,0.010211567105545525,0.0031533883686965638,0.0032936970167924203,0.003283343360030463,0.0,0.015993198032111616,0.0015209127022492417,0.0,6.1445969225098646e-15,6.1445969225098646e-15,1,2,1,2,False,nan,0,True,False,False
baseline,validation,heating_high_localized-sink,20.0,A2,0.0009475468047368813,0.0002128026808039855,0.0005801747427704334,0.00024270832058659368,0.0032841402547832852,0.003283343360030463,0.0,0.0008744863183063686,8.380506032413809e-05,2.46499101536067e-15,6.162477538401653e-15,6.162477538401653e-15,2,4,1,2,False,nan,0,True,False,False
baseline,validation,heating_high_localized-sink,20.0,R0,0.1140170998978725,0.001329750210593124,0.05767342505423281,0.006491962966922586,0.003262028016529454,0.003283343360030463,0.0,0.10741522483771983,0.01019668064530205,5.317929420552365e-16,0.03304922362097685,0.03304922362097685,0,1,1,2,False,nan,0,True,False,False
baseline,validation,heating_high_localized-sink,20.0,R1,0.009996821608962592,0.001329750210593124,0.005663285909777858,0.006491962966922586,0.003262028016529454,0.003283343360030463,0.0,0.009110923970266862,0.0008625267919350017,5.317929420552365e-16,6.736043932699619e-15,6.736043932699619e-15,1,2,1,2,False,nan,0,True,False,False
baseline,validation,heating_high_localized-sink,20.0,R2,0.0009561073425196227,5.599389004760095e-05,0.0005060506162836118,0.0006212650955284478,0.003281303533404241,0.003283343360030463,0.0,0.0008634176760404327,8.171442036702004e-05,8.811150092826525e-16,7.225143076117705e-15,7.225143076117705e-15,2,4,1,2,False,nan,0,True,False,False
20260809,validation,heating_high_localized-sink,20.0,N0,0.2694093870877267,0.0020277542304197433,0.13571857065907322,0.022592146516816854,0.003357521134285289,0.003283343360030463,0.0,0.2453122158198508,0.023918669501940007,1.3777811320482429e-15,0.230823901780903,0.230823901780903,0,1,1,2,False,nan,0,True,False,False
20260809,validation,heating_high_localized-sink,20.0,N1,0.0238021374372355,0.0020277542304197433,0.01291494583382762,0.022592146516816854,0.003357521134285289,0.003283343360030463,0.0,0.022100793658356963,0.00210513878440927,1.3777811320482429e-15,7.233350943253233e-15,7.233350943253233e-15,1,2,1,2,False,nan,0,True,False,False
20260809,validation,heating_high_localized-sink,20.0,N2,0.0018008830367316833,0.00017481305578921402,0.0009878480462604488,0.001996887056570947,0.003289899825888386,0.003283343360030463,0.0,0.001638333780167176,0.0001561891594798274,5.272876281296413e-16,5.975926452135902e-15,5.975926452135902e-15,2,4,1,2,False,nan,0,True,False,False
