model,step,anchor_loss,constitutive_loss,conservation_loss,interface_loss,port_loss,ledger_loss,total_loss,finite
B1,216,0.028773793950676918,0.0,13.06068229675293,0.37052321434020996,0.000601809995714575,0.000164936893270351,13.534448623657227,True
B1,221,0.025929616764187813,0.0,21.250383377075195,0.4977881908416748,5.647096679162189e-10,4.1131261951932174e-08,21.758573532104492,True
B1,226,0.021837441250681877,0.0,23.055875778198242,1.8118627071380615,1.1176775061016997e-08,1.5708602063568833e-07,24.1801815032959,True
B1,231,0.02153482288122177,0.0,15.286662101745605,0.5450586080551147,1.4218703654478304e-06,2.1511428712983616e-05,15.77456283569336,True
B1,236,0.01825050450861454,0.0,27.98173713684082,0.5642682909965515,0.00147723569534719,0.0004847949603572488,28.44833755493164,True
B1,241,0.02046683430671692,0.0,47.15667724609375,1.0365447998046875,6.587869449958816e-08,1.4806230019814848e-08,47.87961959838867,True
B1,246,0.01999140903353691,0.0,9.543954849243164,0.6797813177108765,2.1526361138057837e-08,2.9793779887654637e-08,10.083759307861328,True
B1,251,0.01675509102642536,0.0,14.35057544708252,0.4098975956439972,3.991076937381877e-06,3.535952373567852e-06,14.723082542419434,True
B1,256,0.017942652106285095,0.0,18.555461883544922,0.6705261468887329,0.0006281492533162236,0.00034803387825377285,19.071125030517578,True
B1,261,0.017066054046154022,0.0,14.510172843933105,0.6891139149665833,1.9062036393791004e-09,2.945807686671742e-08,15.025390625,True
B1,266,0.016021404415369034,0.0,21.431825637817383,1.2043224573135376,1.0698315122681379e-08,2.652758723797888e-07,22.19420051574707,True
B1,271,0.01581125520169735,0.0,18.756080627441406,0.896087110042572,5.864249487785855e-06,5.51285097571963e-07,19.36224365234375,True
B1,276,0.012960211373865604,0.0,17.507980346679688,0.22196289896965027,0.0011558592086657882,0.00034271139884367585,17.750062942504883,True
B1,281,0.01494209747761488,0.0,30.146005630493164,0.12369409948587418,3.399006587301301e-08,2.7653033640717695e-08,30.357275009155273,True
B1,286,0.013925563544034958,0.0,41.514892578125,1.3187615871429443,1.2616743205740022e-08,1.5779567652529636e-09,42.31352996826172,True
B1,291,0.012388207949697971,0.0,19.513545989990234,0.18385301530361176,5.02977582073072e-06,1.121212790167192e-05,19.729372024536133,True
B1,296,0.011046834290027618,0.0,19.9488582611084,0.9192196726799011,0.0008203457109630108,0.0005947315949015319,20.52035140991211,True
B1,301,0.010585750453174114,0.0,14.63953685760498,0.20301508903503418,6.472285818404089e-09,1.9689357699803622e-08,14.846901893615723,True
B1,306,0.011405960656702518,0.0,14.109676361083984,0.4317761957645416,1.2768163415444178e-08,9.117224664123569e-08,14.439623832702637,True
B1,311,0.012214112095534801,0.0,29.272993087768555,0.12759509682655334,8.081675332505256e-06,7.083622676873347e-06,29.458946228027344,True
B1,316,0.013732279650866985,0.0,16.231233596801758,0.5563449263572693,0.0010631458135321736,0.00023689211229793727,16.648027420043945,True
B1,321,0.01200870331376791,0.0,21.153202056884766,2.3973169326782227,1.7166733812246093e-08,4.7178517093016126e-08,22.471946716308594,True
B1,326,0.010643153451383114,0.0,20.267545700073242,0.5021454095840454,8.474685952997163e-10,5.341985342965927e-08,20.625049591064453,True
B1,331,0.008322497829794884,0.0,10.089592933654785,0.9393515586853027,1.2064001566614024e-06,1.1353896525179152e-06,10.642496109008789,True
B1,336,0.007470563519746065,0.0,26.06447410583496,1.3292611837387085,0.0008334004087373614,0.0008218990406021476,26.805465698242188,True
