family,profile,field_pattern,producer_balance_name,normalized_scale_group_id,required_when,source_constructor,source_extractor
interval,interval_full_accepted,second_half_step.ledgers.thermal.terms.lateral_boundary_outflow_W,s2_thermal,second_half_step.ledgers.thermal:thermal,scenario_in:interval_full_accepted,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._attempt_observation
interval,interval_full_accepted,second_half_step.ledgers.thermal.terms.s2_closure_storage_rate_W,s2_thermal,second_half_step.ledgers.thermal:thermal,scenario_in:interval_full_accepted,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._attempt_observation
interval,interval_full_accepted,second_half_step.ledgers.thermal.terms.vertical_sink_power_W,s2_thermal,second_half_step.ledgers.thermal:thermal,scenario_in:interval_full_accepted,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._attempt_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.circuit.accounted_power_W,circuit,history.{interval_index}.accepted.ledgers.circuit:circuit,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.circuit.input_power_W,circuit,history.{interval_index}.accepted.ledgers.circuit:circuit,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.circuit.signed_residual_W,circuit,history.{interval_index}.accepted.ledgers.circuit:circuit,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.circuit.terms.capacitor_backward_euler_dissipation_W,circuit,history.{interval_index}.accepted.ledgers.circuit:circuit,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.circuit.terms.capacitor_physical_energy_rate_W,circuit,history.{interval_index}.accepted.ledgers.circuit:circuit,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.circuit.terms.load_resistor_power_W,circuit,history.{interval_index}.accepted.ledgers.circuit:circuit,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.circuit.terms.terminal_device_power_W,circuit,history.{interval_index}.accepted.ledgers.circuit:circuit,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.combined.accounted_power_W,s2_combined_electrothermal,history.{interval_index}.accepted.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.combined.input_power_W,s2_combined_electrothermal,history.{interval_index}.accepted.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.combined.signed_residual_W,s2_combined_electrothermal,history.{interval_index}.accepted.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.combined.terms.capacitor_backward_euler_dissipation_W,s2_combined_electrothermal,history.{interval_index}.accepted.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.combined.terms.capacitor_physical_energy_rate_W,s2_combined_electrothermal,history.{interval_index}.accepted.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.combined.terms.explicit_plane_storage_rate_W,s2_combined_electrothermal,history.{interval_index}.accepted.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.combined.terms.lateral_boundary_outflow_W,s2_combined_electrothermal,history.{interval_index}.accepted.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.combined.terms.load_resistor_power_W,s2_combined_electrothermal,history.{interval_index}.accepted.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.combined.terms.s2_closure_storage_rate_W,s2_combined_electrothermal,history.{interval_index}.accepted.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.combined.terms.vertical_sink_power_W,s2_combined_electrothermal,history.{interval_index}.accepted.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.device_power.accounted_power_W,device_power_identity,history.{interval_index}.accepted.ledgers.device_power:device_power,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.device_power.input_power_W,device_power_identity,history.{interval_index}.accepted.ledgers.device_power:device_power,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.device_power.signed_residual_W,device_power_identity,history.{interval_index}.accepted.ledgers.device_power:device_power,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.device_power.terms.field_joule_power_W,device_power_identity,history.{interval_index}.accepted.ledgers.device_power:device_power,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.thermal.accounted_power_W,s2_thermal,history.{interval_index}.accepted.ledgers.thermal:thermal,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.thermal.input_power_W,s2_thermal,history.{interval_index}.accepted.ledgers.thermal:thermal,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.thermal.signed_residual_W,s2_thermal,history.{interval_index}.accepted.ledgers.thermal:thermal,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.thermal.terms.explicit_plane_storage_rate_W,s2_thermal,history.{interval_index}.accepted.ledgers.thermal:thermal,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.thermal.terms.lateral_boundary_outflow_W,s2_thermal,history.{interval_index}.accepted.ledgers.thermal:thermal,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.thermal.terms.s2_closure_storage_rate_W,s2_thermal,history.{interval_index}.accepted.ledgers.thermal:thermal,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted.ledgers.thermal.terms.vertical_sink_power_W,s2_thermal,history.{interval_index}.accepted.ledgers.thermal:thermal,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.circuit.accounted_power_W,circuit,history.{interval_index}.accepted_first_half.ledgers.circuit:circuit,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.circuit.input_power_W,circuit,history.{interval_index}.accepted_first_half.ledgers.circuit:circuit,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.circuit.signed_residual_W,circuit,history.{interval_index}.accepted_first_half.ledgers.circuit:circuit,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.circuit.terms.capacitor_backward_euler_dissipation_W,circuit,history.{interval_index}.accepted_first_half.ledgers.circuit:circuit,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.circuit.terms.capacitor_physical_energy_rate_W,circuit,history.{interval_index}.accepted_first_half.ledgers.circuit:circuit,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.circuit.terms.load_resistor_power_W,circuit,history.{interval_index}.accepted_first_half.ledgers.circuit:circuit,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.circuit.terms.terminal_device_power_W,circuit,history.{interval_index}.accepted_first_half.ledgers.circuit:circuit,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.combined.accounted_power_W,s2_combined_electrothermal,history.{interval_index}.accepted_first_half.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.combined.input_power_W,s2_combined_electrothermal,history.{interval_index}.accepted_first_half.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.combined.signed_residual_W,s2_combined_electrothermal,history.{interval_index}.accepted_first_half.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.combined.terms.capacitor_backward_euler_dissipation_W,s2_combined_electrothermal,history.{interval_index}.accepted_first_half.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.combined.terms.capacitor_physical_energy_rate_W,s2_combined_electrothermal,history.{interval_index}.accepted_first_half.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.combined.terms.explicit_plane_storage_rate_W,s2_combined_electrothermal,history.{interval_index}.accepted_first_half.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.combined.terms.lateral_boundary_outflow_W,s2_combined_electrothermal,history.{interval_index}.accepted_first_half.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.combined.terms.load_resistor_power_W,s2_combined_electrothermal,history.{interval_index}.accepted_first_half.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.combined.terms.s2_closure_storage_rate_W,s2_combined_electrothermal,history.{interval_index}.accepted_first_half.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.combined.terms.vertical_sink_power_W,s2_combined_electrothermal,history.{interval_index}.accepted_first_half.ledgers.combined:combined,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.device_power.accounted_power_W,device_power_identity,history.{interval_index}.accepted_first_half.ledgers.device_power:device_power,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.device_power.input_power_W,device_power_identity,history.{interval_index}.accepted_first_half.ledgers.device_power:device_power,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.device_power.signed_residual_W,device_power_identity,history.{interval_index}.accepted_first_half.ledgers.device_power:device_power,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.device_power.terms.field_joule_power_W,device_power_identity,history.{interval_index}.accepted_first_half.ledgers.device_power:device_power,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.thermal.accounted_power_W,s2_thermal,history.{interval_index}.accepted_first_half.ledgers.thermal:thermal,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.thermal.input_power_W,s2_thermal,history.{interval_index}.accepted_first_half.ledgers.thermal:thermal,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.thermal.signed_residual_W,s2_thermal,history.{interval_index}.accepted_first_half.ledgers.thermal:thermal,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.thermal.terms.explicit_plane_storage_rate_W,s2_thermal,history.{interval_index}.accepted_first_half.ledgers.thermal:thermal,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.thermal.terms.lateral_boundary_outflow_W,s2_thermal,history.{interval_index}.accepted_first_half.ledgers.thermal:thermal,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.thermal.terms.s2_closure_storage_rate_W,s2_thermal,history.{interval_index}.accepted_first_half.ledgers.thermal:thermal,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
progression,progression_full,history.{interval_index}.accepted_first_half.ledgers.thermal.terms.vertical_sink_power_W,s2_thermal,history.{interval_index}.accepted_first_half.ledgers.thermal:thermal,always_in_family,pinnpcm.physics.geophase_s2_ledgers.build_s2_ledgers,pinnpcm.solvers.geophase_phase1_v2_performance_equivalence._progression_observation
