seed,mode,device_voltage_V,certified_same_voltage_pair,reference_current_separation,predicted_current_separation,reference_temperature_rise_separation,predicted_temperature_rise_separation,current_separation_relative_error,temperature_separation_relative_error,maximum_separation_relative_error,direct_assignment_joint_error,swapped_assignment_joint_error,head_swap
20260809,R1,0.925,False,0.44033827752632887,0.9078618927018549,0.44091277439587406,0.9548842506098666,1.0617373938098573,1.1656987641562924,1.1656987641562924,10.023316622998859,17.469893509928756,False
20260809,R1,0.95,True,0.9902742947429363,0.9460885842456489,0.9937416252885147,0.9522346399281224,0.04461966823925028,0.041768387580968576,0.04461966823925028,1.1953484591782042,21.77362086345609,False
20260809,R1,0.975,False,0.9906528951898745,0.9687547821470097,0.9938437949616564,0.9541428713568554,0.022104728254660474,0.03994684457061257,0.03994684457061257,1.3624132890232905,27.25063553706218,False
20260809,R1,1.0,False,0.9907753306007241,0.980704362522964,0.9938844642605219,0.9583778941092461,0.010164734392058276,0.03572504795886278,0.03572504795886278,1.4991019848794433,34.238165375847124,False
20260809,R1,1.025,False,0.9908500436200138,0.9866766251281874,0.9939074553741544,0.9624740477305433,0.0042119577212501825,0.03162609101445766,0.03162609101445766,1.606588506543228,41.962292695861606,False
20260809,R1,1.05,False,0.9909063258614309,0.9897003093727627,0.9939208802322047,0.9653418329991569,0.0012170842562941708,0.02875384530242593,0.02875384530242593,1.6924658557961336,49.21935683608614,False
20260809,R1,1.075,False,0.9940954928340616,0.9913556433056702,0.9941769534819453,0.9671412724953541,0.0027561230768489205,0.02719403310638325,0.02719403310638325,1.7828221522033152,55.37562120188491,False
20260809,R1,1.1,False,0.9941967521174749,0.9923806028531923,0.9942424653523907,0.9684318658335457,0.0018267503493795793,0.025960065495388922,0.025960065495388922,1.8216004626731102,60.639050953127246,False
20260809,R1,1.125,False,0.9942511506928483,0.9930737523536834,0.9942820181513491,0.9696582861127014,0.0011842061619384437,0.024765339802111798,0.024765339802111798,1.8303582055200713,65.36332646692955,False
20260809,R1,1.15,False,0.9942858026258266,0.9935401663158381,0.994308996657931,0.9710129103783627,0.0007499215095089455,0.02342942320533266,0.02342942320533266,1.813826341387648,69.73763787883959,False
20260809,R1,1.175,False,0.9943090150050008,0.993833017382967,0.994327940895354,0.9725079842696154,0.0004787220218770415,0.02194442671106137,0.02194442671106137,1.776337096452828,73.77475440722426,False
20260809,R1,1.2,False,0.9943246772840848,0.9940014266080238,0.9943411591404221,0.974100841214164,0.00032509569906674196,0.02035550649814725,0.02035550649814725,1.7209617802088368,77.4653881554282,False
20260809,R1,1.225,False,0.9943349797329015,0.994089991820526,0.9943500517556412,0.9757569885630408,0.00024638368092138474,0.018698709935974882,0.018698709935974882,1.6498522973882668,80.8421892957451,False
20260809,R1,1.25,False,0.9943412993652937,0.9941323143359737,0.9943555625876341,0.9774541961194108,0.00021017434300816504,0.016997306702082066,0.016997306702082066,1.5657951660974792,83.95646522276489,False
20260809,R1,1.275,False,0.9943445688716509,0.9941503092379534,0.9943583738084858,0.9791737922746258,0.00019536450419586156,0.015270733302824887,0.015270733302824887,1.4719831360213314,86.84758789185796,False
20260809,R1,1.3,False,0.994345454461932,0.9941569241239092,0.9943590024524221,0.9808972844743843,0.00018960245373155098,0.013538086289596367,0.013538086289596367,1.3728502603366797,89.5325864642948,False
20260809,R1,1.3250000000000002,False,0.9943444505676845,0.9941592669039166,0.9943578530437691,0.9826069418730544,0.00018623693596532656,0.011817587737397243,0.011817587737397243,1.2703343587124987,92.00948134054468,False
20260809,R1,1.35,True,0.9943419342026315,0.994160996889435,0.9943552484560396,0.9842870705687862,0.00018196689385483432,0.010125332875636309,0.010125332875636309,1.1630027472288824,94.26431632516271,False
20260809,R1,1.375,False,0.9943381981768717,0.9941638700195885,0.9943514493031569,0.9859247660271965,0.00017532078884515917,0.008474552213772952,0.008474552213772952,1.0510205023282562,96.27724791917379,False
20260809,R1,1.4,False,0.9943334725622653,0.9941686450129902,0.9943466670830368,0.9875100786697104,0.0001657668718024957,0.006875457664460029,0.006875457664460029,0.9361782015196454,98.02674808441355,False
20260809,R1,1.425,False,0.9943279393167559,0.9941755790376776,0.9943410735373873,0.9890358011214997,0.0001532294055651012,0.005335465422356558,0.005335465422356558,0.8211635382183742,99.49225303990747,False
20260809,R1,1.4500000000000002,False,0.9943217427389053,0.994184682946448,0.9943348078373144,0.990497009081491,0.00013784249762026108,0.003859664496881793,0.003859664496881793,0.7095472575506696,100.65578155256016,False
20260809,R1,1.475,False,0.994314997261829,0.9941958400077792,0.9943279823219247,0.9918901910954422,0.00011983853645777394,0.0024516972968917257,0.0024516972968917257,0.6063099845214983,101.50292356116121,False
20260809,R1,1.5,False,0.9943077934648182,0.9942088263253431,0.9943206873573239,0.9932107825236481,9.953370588621989e-05,0.0011162443342355294,0.0011162443342355294,0.5187882371807563,102.02344866317668,False
20260809,R1,1.525,False,0.9943002028065141,0.99422316146425,0.9943129945748042,0.9944440719643071,7.748297953333739e-05,0.0001318270908839542,0.0001318270908839542,0.4566184652928517,102.21164458518008,False
20260809,R1,1.55,True,0.9942922814444033,0.9942375199884943,0.9943049612787327,0.9955365157570771,5.507581314967046e-05,0.0012386084011494765,0.0012386084011494765,0.4249821729645816,102.06649709416087,False
20260809,R2,0.75,True,0.4330624854423076,0.4592581944814305,0.4334179118904736,0.8687420869010337,0.06048944417886486,1.004398210290322,1.004398210290322,0.9201445645137911,1.922203000835335,False
20260809,R2,0.775,False,0.43399339950473514,0.489542564831529,0.43437572905347316,0.9097326099014132,0.12799541511503518,1.0943449393081122,1.0943449393081122,1.4683196285046685,2.9201348063477033,False
20260809,R2,0.8,False,0.4349595692265123,0.5279545254931924,0.43537017235712894,0.9318421385694053,0.21380138028013243,1.1403444648592655,1.1403444648592655,2.08522126086118,4.036053794426911,False
20260809,R2,0.825,False,0.4359615105377544,0.5733878018832973,0.43640180719644023,0.9443018531299476,0.3152257436121571,1.1638357989312433,1.1638357989312433,2.765412149455332,5.264514201325849,False
