case_id,a_1,a_2,reconstruction_relative_l2
cooling_high_localized-sink,-34.33971714451508,-1.736371880642519,0.0009536073205694656
cooling_low_localized-sink,16.74613421788348,-0.08188640627480126,0.005811169143153612
cooling_low_nominal,16.556898513815035,0.2695350614251879,0.00842465956599398
cooling_near-transition_localized-sink,-3.77331433844841,-1.8984235338762585,0.0031654910515615526
heating_high_nominal,-32.67448700214783,2.347786229025923,0.0004106196322058216
heating_low_localized-sink,17.307134606790065,0.006085363420684331,0.009464676649431908
heating_low_nominal,17.179326502858505,0.243170385489476,0.013070092359720464
heating_near-transition_nominal,2.9980246437642313,0.8501047814323012,0.0008675373768119862
