call_index,call_role,perturbation_method,step_multiplier,step_size_K,input_inf_norm,output_inf_norm_per_s,plus_temperature_min_K,plus_temperature_max_K,minus_temperature_min_K,minus_temperature_max_K,unit_bias_electrical_solve_count,electrical_solver_type,electrical_iterations,plus_electrical_residual,minus_electrical_residual,plus_electrical_wall_s,minus_electrical_wall_s,plus_electrical_cpu_s,minus_electrical_cpu_s,plus_G_hat_S,minus_G_hat_S,plus_Vd_V,minus_Vd_V,delta_Vd_V,plus_normalized_current_error,minus_normalized_current_error,normalized_delta_I_cond,finite,operator_wall_s,operator_cpu_s,exception_type,exception_message
1,parent_h_probe,central_difference,1.0,0.0020052398314579245,0.07481376943385959,833573.2867240069,327.81232742009075,331.1476579562188,327.80873909618185,331.14449178806393,2,sparse_direct,not_applicable,1.1616451848058975e-16,1.1616451848058975e-16,0.0034339999983785674,0.003326700010802597,0.015625,0.0,3.9452568714524016e-05,3.941895484077774e-05,4.150832270620345,4.154371825447463,0.0035395548271175414,3.872150616019659e-17,7.744301232039318e-17,3.872150616019659e-17,True,0.007192799996118993,0.015625,,
2,parent_h_half_probe,central_difference,0.5,0.0010026199157289622,0.07481376943385959,833573.3016722071,327.8114420656623,331.14685468763133,327.8096479037078,331.1452716035539,2,sparse_direct,not_applicable,8.712338886044232e-17,1.1616451848058975e-16,0.003361600000062026,0.004886900002020411,0.0,0.0,3.944416010988521e-05,3.942735317452584e-05,4.1517171343717445,4.1534869118457465,0.0017697774740019767,0.0,3.872150616019659e-17,3.872150616019659e-17,True,0.008715400006622076,0.0,,
3,arpack_matvec,central_difference,1.0,0.0020052398314579245,0.07481376943385959,833573.2867240069,327.81232742009075,331.1476579562188,327.80873909618185,331.14449178806393,2,sparse_direct,not_applicable,1.1616451848058975e-16,1.1616451848058975e-16,0.0023379000049317256,0.002848100004484877,0.015625,0.0,3.9452568714524016e-05,3.941895484077774e-05,4.150832270620345,4.154371825447463,0.0035395548271175414,3.872150616019659e-17,7.744301232039318e-17,3.872150616019659e-17,True,0.0056607000005897135,0.015625,,
4,arpack_matvec,central_difference,1.0,0.0020052398314579245,0.13944643788227878,28721031.75125474,327.81071268529104,331.145757902391,327.8103766039363,331.1464014296485,2,sparse_direct,not_applicable,1.9360753080098294e-16,2.323290369611795e-16,0.0031490999972447753,0.0023203000018838793,0.0,0.0,3.943518979414822e-05,3.94363197928802e-05,4.1526615247434,4.152542535388361,0.00011898935503928953,7.744301232039318e-17,1.1616451848058975e-16,1.9360753080098294e-16,True,0.005832599999848753,0.0,,
5,arpack_matvec,central_difference,1.0,0.0020052398314579245,0.26878381741602886,9684912.973935168,327.8110798401791,331.14505847400017,327.810000816208,331.1472225814674,2,sparse_direct,not_applicable,8.712338886044232e-17,1.1616451848058975e-16,0.002677099997526966,0.0030783999973209575,0.0,0.015625,3.943365105772868e-05,3.943786013339775e-05,4.152823565319273,4.152380347848355,0.00044321747091746744,3.872150616019659e-17,3.872150616019659e-17,0.0,True,0.00748359999852255,0.015625,,
6,arpack_matvec,central_difference,1.0,0.0020052398314579245,0.537315840700973,72410972.93929425,327.8106183082862,331.1456974904048,327.8104894606441,331.14644898574727,2,sparse_direct,not_applicable,1.5488602464078636e-16,1.3552527156068805e-16,0.003097200009506196,0.0027942000015173107,0.0,0.0,3.9435121583150006e-05,3.9436388287460995e-05,4.1526687076092434,4.15253532309858,0.00013338451066324808,0.0,7.744301232039318e-17,7.744301232039318e-17,True,0.006310299999313429,0.0,,
7,arpack_matvec,central_difference,1.0,0.0020052398314579245,0.5347222616956627,108022686.55772251,327.8105861718118,331.1458094523014,327.8105241397774,331.146336296713,2,sparse_direct,not_applicable,1.9360753080098294e-16,7.986310645540546e-17,0.00293950000195764,0.0027597000007517636,0.0,0.0,3.9435342966028235e-05,3.943616673498649e-05,4.152645395278687,4.15255865205148,8.674322720647609e-05,3.872150616019659e-17,7.744301232039318e-17,1.1616451848058975e-16,True,0.00676499999826774,0.0,,
8,arpack_matvec,central_difference,1.0,0.0020052398314579245,0.5042888068554683,97869197.8498392,327.81051459106754,331.14580687647197,327.8105932346691,331.14639683630645,2,sparse_direct,not_applicable,1.1616451848058975e-16,2.323290369611795e-16,0.0031030999962240458,0.0029103000124450773,0.015625,0.0,3.9435480686869484e-05,3.943602930395494e-05,4.152630892962314,4.152573123346618,5.776961569647909e-05,7.744301232039318e-17,3.872150616019659e-17,3.872150616019659e-17,True,0.006445799997891299,0.015625,,
9,arpack_matvec,central_difference,1.0,0.0020052398314579245,0.5863582312807338,175135466.16803733,327.81050352750583,331.1458588526105,327.810606968806,331.14632795961677,2,sparse_direct,not_applicable,1.5488602464078636e-16,1.1616451848058975e-16,0.0026085999998031184,0.0020827999978791922,0.0,0.0,3.9435568220002515e-05,3.943594154017443e-05,4.152621675577887,4.152582364802557,3.931077533003702e-05,3.872150616019659e-17,0.0,3.872150616019659e-17,True,0.0050672999932430685,0.0,,
10,arpack_matvec,central_difference,1.0,0.0020052398314579245,0.4028081419117052,110559379.73454423,327.8103515564248,331.145617723141,327.8106816706547,331.1466574869038,2,sparse_direct,not_applicable,1.1616451848058975e-16,1.5488602464078636e-16,0.003930699996999465,0.0030734999891137704,0.0,0.015625,3.943536208918989e-05,3.9436147895298445e-05,4.152643381560416,4.152560635838279,8.274572213640141e-05,0.0,0.0,0.0,True,0.007441499998094514,0.015625,,
