absolute_frequency_log_magnitude_error,axis,candidate_frequency_imag_W_m2K,candidate_frequency_magnitude_W_m2K,candidate_frequency_phase_rad,candidate_frequency_real_W_m2K,comparator_depth_m,comparison_id,coordinate,depth_m,formal_case,frequency_cumulative_rmse,frequency_log_magnitude_error,frequency_squared_rmse_contribution,impulse_error,reference_frequency_imag_W_m2K,reference_frequency_magnitude_W_m2K,reference_frequency_phase_rad,reference_frequency_real_W_m2K,region,step_error,voting
,time,,,,,8e-07,v6_warning_reproduction,1.0492287853077399e-10,4e-07,False,,,,-0.05391639637531942,,,,,bare_vo2,-0.001460534461888486,False
,time,,,,,8e-07,v6_warning_reproduction,1.1550760804787748e-10,4e-07,False,,,,-0.052952971032296105,,,,,bare_vo2,-0.0015940453446601317,False
,time,,,,,8e-07,v6_warning_reproduction,1.2716013612825984e-10,4e-07,False,,,,-0.05190861370822124,,,,,bare_vo2,-0.0017382629075665809,False
,time,,,,,8e-07,v6_warning_reproduction,1.3998818340567886e-10,4e-07,False,,,,-0.05077831103954491,,,,,bare_vo2,-0.0018937358179263591,False
,time,,,,,8e-07,v6_warning_reproduction,1.5411033748387823e-10,4e-07,False,,,,-0.04955711917527138,,,,,bare_vo2,-0.0020609723588129267,False
,time,,,,,8e-07,v6_warning_reproduction,1.6965714920786226e-10,4e-07,False,,,,-0.04824026442608068,,,,,bare_vo2,-0.00224042120768552,False
,time,,,,,8e-07,v6_warning_reproduction,1.8677233952816356e-10,4e-07,False,,,,-0.04682326562451998,,,,,bare_vo2,-0.0024324485633736206,False
,time,,,,,8e-07,v6_warning_reproduction,2.056141281148386e-10,4e-07,False,,,,-0.045302080565352905,,,,,bare_vo2,-0.0026373112962189463,False
,time,,,,,8e-07,v6_warning_reproduction,2.2635669600342643e-10,4e-07,False,,,,-0.04367327862020034,,,,,bare_vo2,-0.0028551258692159874,False
,time,,,,,8e-07,v6_warning_reproduction,2.4919179579416187e-10,4e-07,False,,,,-0.041934241106325855,,,,,bare_vo2,-0.003085832897857177,False
,time,,,,,8e-07,v6_warning_reproduction,2.743305242897671e-10,4e-07,False,,,,-0.04008339016269329,,,,,bare_vo2,-0.00332915739618295,False
,time,,,,,8e-07,v6_warning_reproduction,3.0200527395878916e-10,4e-07,False,,,,-0.03812044566432086,,,,,bare_vo2,-0.003584565010844744,False
,time,,,,,8e-07,v6_warning_reproduction,3.324718812646007e-10,4e-07,False,,,,-0.03604670799997214,,,,,bare_vo2,-0.0038512148888807246,False
,time,,,,,8e-07,v6_warning_reproduction,3.660119917200738e-10,4e-07,False,,,,-0.033865362260630937,,,,,bare_vo2,-0.004127910272554633,False
,time,,,,,8e-07,v6_warning_reproduction,4.0293566353143205e-10,4e-07,False,,,,-0.031581796461638105,,,,,bare_vo2,-0.004413048476965375,False
,time,,,,,8e-07,v6_warning_reproduction,4.435842339004181e-10,4e-07,False,,,,-0.029203922803106644,,,,,bare_vo2,-0.004704572587500919,False
,time,,,,,8e-07,v6_warning_reproduction,4.883334744820161e-10,4e-07,False,,,,-0.026742486667348474,,,,,bare_vo2,-0.004999928007807031,False
,time,,,,,8e-07,v6_warning_reproduction,5.375970651680405e-10,4e-07,False,,,,-0.024211343147547946,,,,,bare_vo2,-0.0052960278706234406,False
,time,,,,,8e-07,v6_warning_reproduction,5.918304183096377e-10,4e-07,False,,,,-0.02162767561006367,,,,,bare_vo2,-0.005589232245200124,False
,time,,,,,8e-07,v6_warning_reproduction,6.515348887313508e-10,4e-07,False,,,,-0.01901212548987059,,,,,bare_vo2,-0.005875346955051732,False
,time,,,,,8e-07,v6_warning_reproduction,7.172624084558004e-10,4e-07,False,,,,-0.016388797791495206,,,,,bare_vo2,-0.006149648537368494,False
,time,,,,,8e-07,v6_warning_reproduction,7.896205889842169e-10,4e-07,False,,,,-0.01378510344938207,,,,,bare_vo2,-0.0064069422631984506,False
,time,,,,,8e-07,v6_warning_reproduction,8.692783383003712e-10,4e-07,False,,,,-0.011231398887090054,,,,,bare_vo2,-0.0066416599812953855,False
,time,,,,,8e-07,v6_warning_reproduction,9.569720445237278e-10,4e-07,False,,,,-0.008760386134132723,,,,,bare_vo2,-0.006848003594766386,False
,time,,,,,8e-07,v6_warning_reproduction,1.0535123833759663e-09,4e-07,False,,,,-0.006406245186098182,,,,,bare_vo2,-0.007020137956849101,False
,time,,,,,8e-07,v6_warning_reproduction,1.1597918123918484e-09,4e-07,False,,,,-0.00420348535722503,,,,,bare_vo2,-0.007152433630914381,False
,time,,,,,8e-07,v6_warning_reproduction,1.276792821153902e-09,4e-07,False,,,,-0.00218552525620222,,,,,bare_vo2,-0.007239755135727794,False
,time,,,,,8e-07,v6_warning_reproduction,1.4055970138193724e-09,4e-07,False,,,,-0.00038304201628453714,,,,,bare_vo2,-0.0072777839973785915,False
,time,,,,,8e-07,v6_warning_reproduction,1.5473951079019933e-09,4e-07,False,,,,0.0011778314869508861,,,,,bare_vo2,-0.007263358437776288,False
,time,,,,,8e-07,v6_warning_reproduction,1.7034979417413059e-09,4e-07,False,,,,0.0024773403968048713,,,,,bare_vo2,-0.007194803512539979,False
,time,,,,,8e-07,v6_warning_reproduction,1.875348592416942e-09,4e-07,False,,,,0.003503810332010423,,,,,bare_vo2,-0.007072218095194909,False
,time,,,,,8e-07,v6_warning_reproduction,2.064535716130781e-09,4e-07,False,,,,0.004255023767983776,,,,,bare_vo2,-0.0068976798804772955,False
,time,,,,,8e-07,v6_warning_reproduction,2.2728082343807885e-09,4e-07,False,,,,0.004739061531442234,,,,,bare_vo2,-0.006675328475524718,False
,time,,,,,8e-07,v6_warning_reproduction,2.5020915016913615e-09,4e-07,False,,,,0.0049744152661446665,,,,,bare_vo2,-0.006411291621876211,False
,time,,,,,8e-07,v6_warning_reproduction,2.754505104361231e-09,4e-07,False,,,,0.004989228518133483,,,,,bare_vo2,-0.006113432119234033,False
,time,,,,,8e-07,v6_warning_reproduction,3.0323824547676364e-09,4e-07,False,,,,0.0048196162422615586,,,,,bare_vo2,-0.005790913423719557,False
,time,,,,,8e-07,v6_warning_reproduction,3.338292362364307e-09,4e-07,False,,,,0.004507139554852226,,,,,bare_vo2,-0.005453608640005406,False
,time,,,,,8e-07,v6_warning_reproduction,3.6750627807842904e-09,4e-07,False,,,,0.004095657628727623,,,,,bare_vo2,-0.005111406885001849,False
,time,,,,,8e-07,v6_warning_reproduction,4.0458069505753115e-09,4e-07,False,,,,0.003627913616511864,,,,,bare_vo2,-0.004773496747894134,False
,time,,,,,8e-07,v6_warning_reproduction,4.453952179241496e-09,4e-07,False,,,,0.0031423011420314527,,,,,bare_vo2,-0.004447721578486693,False
,time,,,,,8e-07,v6_warning_reproduction,4.9032715246458114e-09,4e-07,False,,,,0.002670268760759092,,,,,bare_vo2,-0.004140099098445497,False
,time,,,,,8e-07,v6_warning_reproduction,5.3979186746672375e-09,4e-07,False,,,,0.0022347324337635465,,,,,bare_vo2,-0.003854575100248962,False
,time,,,,,8e-07,v6_warning_reproduction,5.942466345554065e-09,4e-07,False,,,,0.0018496866953099749,,,,,bare_vo2,-0.0035930400621564276,False
,time,,,,,8e-07,v6_warning_reproduction,6.541948553943253e-09,4e-07,False,,,,0.001520970870237649,,,,,bare_vo2,-0.0033555870076746566,False
,time,,,,,8e-07,v6_warning_reproduction,7.201907153325238e-09,4e-07,False,,,,0.001247918918510991,,,,,bare_vo2,-0.0031409422291717084,False
,time,,,,,8e-07,v6_warning_reproduction,7.928443065155773e-09,4e-07,False,,,,0.0010254671613661973,,,,,bare_vo2,-0.002946971418132834,False
,time,,,,,8e-07,v6_warning_reproduction,8.728272678215934e-09,4e-07,False,,,,0.0008462595988092715,,,,,bare_vo2,-0.002771161150130631,False
,time,,,,,8e-07,v6_warning_reproduction,9.608789937598425e-09,4e-07,False,,,,0.0007023803642171001,,,,,bare_vo2,-0.002610999230933411,False
,time,,,,,8e-07,v6_warning_reproduction,1.0578134697295563e-08,4e-07,False,,,,0.0005865160387209188,,,,,bare_vo2,-0.0024642172297615127,False
,time,,,,,8e-07,v6_warning_reproduction,1.1645267968267726e-08,4e-07,False,,,,0.0004925383776679832,,,,,bare_vo2,-0.0023288993850743935,False
,time,,,,,8e-07,v6_warning_reproduction,1.282005475761557e-08,4e-07,False,,,,0.00041563593646880384,,,,,bare_vo2,-0.002203490339598966,False
,time,,,,,8e-07,v6_warning_reproduction,1.4113355264654335e-08,4e-07,False,,,,0.0003521786488830786,,,,,bare_vo2,-0.002086743610234873,False
,time,,,,,8e-07,v6_warning_reproduction,1.5537125276943297e-08,4e-07,False,,,,0.0002994804883310677,,,,,bare_vo2,-0.0019776459288650358,False
,time,,,,,8e-07,v6_warning_reproduction,1.7104526694371618e-08,4e-07,False,,,,0.00025556626688257196,,,,,bare_vo2,-0.001875337824162587,False
,time,,,,,8e-07,v6_warning_reproduction,1.883004920302924e-08,4e-07,False,,,,0.00021898629227757173,,,,,bare_vo2,-0.001779036746941373,False
,time,,,,,8e-07,v6_warning_reproduction,2.0729644223664843e-08,4e-07,False,,,,0.0001886791680616131,,,,,bare_vo2,-0.0016879612014194527,False
,time,,,,,8e-07,v6_warning_reproduction,2.282087237300428e-08,4e-07,False,,,,0.00016386325351085295,,,,,bare_vo2,-0.0016012543786410067,False
,time,,,,,8e-07,v6_warning_reproduction,2.5123065801120556e-08,4e-07,False,,,,0.00014393612108581558,,,,,bare_vo2,-0.0015179124831793684,False
,time,,,,,8e-07,v6_warning_reproduction,2.765750690556716e-08,4e-07,False,,,,0.00012837171689636032,,,,,bare_vo2,-0.0014367330763682324,False
,time,,,,,8e-07,v6_warning_reproduction,3.044762507437992e-08,4e-07,False,,,,0.00011662040309240481,,,,,bare_vo2,-0.0013563073000849985,False
,time,,,,,8e-07,v6_warning_reproduction,3.351921327671813e-08,4e-07,False,,,,0.00010803075885624863,,,,,bare_vo2,-0.001275080755703624,False
,time,,,,,8e-07,v6_warning_reproduction,3.6900666503395486e-08,4e-07,False,,,,0.00010181675775295531,,,,,bare_vo2,-0.0011914965798291788,False
,time,,,,,8e-07,v6_warning_reproduction,4.0623244261541147e-08,4e-07,False,,,,9.708553593255048e-05,,,,,bare_vo2,-0.0011042113494372943,False
,time,,,,,8e-07,v6_warning_reproduction,4.472135954999584e-08,4e-07,False,,,,9.292191675732832e-05,,,,,bare_vo2,-0.0010123469839471984,False
,time,,,,,8e-07,v6_warning_reproduction,4.923289698684758e-08,4e-07,False,,,,8.850518621916625e-05,,,,,bare_vo2,-0.0009157211951532968,False
,time,,,,,8e-07,v6_warning_reproduction,5.4199563030005664e-08,4e-07,False,,,,8.322182189860126e-05,,,,,bare_vo2,-0.0008149952157565474,False
,time,,,,,8e-07,v6_warning_reproduction,5.966727152839145e-08,4e-07,False,,,,7.674055455031108e-05,,,,,bare_vo2,-0.0007116934691806494,False
,time,,,,,8e-07,v6_warning_reproduction,6.56865681679356e-08,4e-07,False,,,,6.903101301425978e-05,,,,,bare_vo2,-0.0006080798977146577,False
,time,,,,,8e-07,v6_warning_reproduction,7.231309773613115e-08,4e-07,False,,,,6.032638436969062e-05,,,,,bare_vo2,-0.0005069089035347783,False
,time,,,,,8e-07,v6_warning_reproduction,7.960811852472228e-08,4e-07,False,,,,5.104567625191194e-05,,,,,bare_vo2,-0.00041109476604429406,False
,time,,,,,8e-07,v6_warning_reproduction,8.763906862587261e-08,4e-07,False,,,,4.169780425219489e-05,,,,,bare_vo2,-0.0003233563892916767,False
,time,,,,,8e-07,v6_warning_reproduction,9.648018935688301e-08,4e-07,False,,,,3.2788306249033794e-05,,,,,bare_vo2,-0.00024589451321647835,False
,time,,,,,8e-07,v6_warning_reproduction,1.0621321157664618e-07,4e-07,False,,,,2.4743566594349675e-05,,,,,bare_vo2,-0.0001801496420045919,False
,time,,,,,8e-07,v6_warning_reproduction,1.1692811123841961e-07,4e-07,False,,,,1.786074848358265e-05,,,,,bare_vo2,-0.00012667440562471737,False
,time,,,,,8e-07,v6_warning_reproduction,1.2872394116355296e-07,4e-07,False,,,,1.2286133781906025e-05,,,,,bare_vo2,-8.513564365014962e-05,False
,time,,,,,8e-07,v6_warning_reproduction,1.417097467254174e-07,4e-07,False,,,,8.020338322772048e-06,,,,,bare_vo2,-5.444012751836368e-05,False
,time,,,,,8e-07,v6_warning_reproduction,1.5600557390848356e-07,4e-07,False,,,,4.945317407597631e-06,,,,,bare_vo2,-3.2955795474193276e-05,False
,time,,,,,8e-07,v6_warning_reproduction,1.717435790614535e-07,4e-07,False,,,,2.8651130825528704e-06,,,,,bare_vo2,-1.8782352640853497e-05,False
,time,,,,,8e-07,v6_warning_reproduction,1.890692506034477e-07,4e-07,False,,,,1.550594177247731e-06,,,,,bare_vo2,-1.0016883708349321e-05,False
,time,,,,,8e-07,v6_warning_reproduction,2.0814275397718506e-07,4e-07,False,,,,7.788343442705836e-07,,,,,bare_vo2,-4.965609546338186e-06,False
,time,,,,,8e-07,v6_warning_reproduction,2.291404122824451e-07,4e-07,False,,,,3.604617488566485e-07,,,,,bare_vo2,-2.271275174908999e-06,False
,time,,,,,8e-07,v6_warning_reproduction,2.5225633627738074e-07,4e-07,False,,,,1.5250509887545785e-07,,,,,bare_vo2,-9.508276243495246e-07,False
,time,,,,,8e-07,v6_warning_reproduction,2.7770421881606315e-07,4e-07,False,,,,5.846569958519417e-08,,,,,bare_vo2,-3.6107007227090743e-07,False
,time,,,,,8e-07,v6_warning_reproduction,3.057193103107593e-07,4e-07,False,,,,2.0113715316169714e-08,,,,,bare_vo2,-1.2316043586843788e-07,False
,time,,,,,8e-07,v6_warning_reproduction,3.365605934809086e-07,4e-07,False,,,,6.143341165408375e-09,,,,,bare_vo2,-3.732876351903982e-08,False
,time,,,,,8e-07,v6_warning_reproduction,3.7051317749304463e-07,4e-07,False,,,,1.6462916215975119e-09,,,,,bare_vo2,-9.934324853870663e-09,False
,time,,,,,8e-07,v6_warning_reproduction,4.0789093362405023e-07,4e-07,False,,,,3.8206947344494924e-10,,,,,bare_vo2,-2.2912079247160683e-09,False
,time,,,,,8e-07,v6_warning_reproduction,4.4903939681287744e-07,4e-07,False,,,,7.569695100539955e-11,,,,,bare_vo2,-4.513949535847553e-10,False
,time,,,,,8e-07,v6_warning_reproduction,4.943389599238301e-07,4e-07,False,,,,1.2602258786907315e-11,,,,,bare_vo2,-7.476656740350558e-11,False
,time,,,,,8e-07,v6_warning_reproduction,5.442083902504606e-07,4e-07,False,,,,1.732564944302314e-12,,,,,bare_vo2,-1.022859692750715e-11,False
,time,,,,,8e-07,v6_warning_reproduction,5.991087007680554e-07,4e-07,False,,,,1.9296274808841018e-13,,,,,bare_vo2,-1.1308748266742178e-12,False
,time,,,,,8e-07,v6_warning_reproduction,6.595474119221076e-07,4e-07,False,,,,1.704630930117882e-14,,,,,bare_vo2,-9.577226176516228e-14,False
,time,,,,,8e-07,v6_warning_reproduction,7.2608324335046e-07,4e-07,False,,,,1.1669840708572362e-15,,,,,bare_vo2,-2.6996208014341047e-15,False
,time,,,,,8e-07,v6_warning_reproduction,7.993312789112805e-07,4e-07,False,,,,6.034820239802113e-17,,,,,bare_vo2,3.764777308122391e-15,False
,time,,,,,8e-07,v6_warning_reproduction,8.799686527644463e-07,4e-07,False,,,,2.2919058730400683e-18,,,,,bare_vo2,4.0953431205428935e-15,False
,time,,,,,8e-07,v6_warning_reproduction,9.687408090707531e-07,4e-07,False,,,,6.197262345327393e-20,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,1.066468393176124e-06,4e-07,False,,,,1.1530762909176754e-21,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,1.1740548379856648e-06,4e-07,False,,,,1.4218948185918067e-23,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,1.2924947156590555e-06,4e-07,False,,,,1.11503317345256e-25,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,1.4228829318337002e-06,4e-07,False,,,,5.313476711573278e-28,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,1.5664248473706953e-06,4e-07,False,,,,1.4635946924378914e-30,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,1.7244474211931033e-06,4e-07,False,,,,2.2055518022861626e-33,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,1.8984114772253831e-06,4e-07,False,,,,1.711499782635243e-36,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,2.0899252088344685e-06,4e-07,False,,,,6.398440662126501e-40,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,2.3007590456129787e-06,4e-07,False,,,,1.0709901288832206e-43,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,2.53286201993902e-06,4e-07,False,,,,7.404532884153471e-48,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,2.7883797846116253e-06,4e-07,False,,,,1.9350258870154273e-52,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,3.069674448124088e-06,4e-07,False,,,,1.733656919876849e-57,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,3.379346410940354e-06,4e-07,False,,,,4.782768705145717e-63,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,3.7202584046377676e-06,4e-07,False,,,,3.6099147607534986e-69,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,4.095561956143664e-06,4e-07,False,,,,6.544967347966083e-76,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,4.508726521711748e-06,4e-07,False,,,,2.470039732802548e-83,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,4.963571559964409e-06,4e-07,False,,,,1.6572849431024973e-91,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,5.464301840497083e-06,4e-07,False,,,,1.6617788711428447e-100,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,6.015546314451432e-06,4e-07,False,,,,2.0567717788835803e-110,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,6.622400906392513e-06,4e-07,False,,,,2.5455462091647264e-121,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,7.29047562307526e-06,4e-07,False,,,,2.498282921314904e-133,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,8.025946414592429e-06,4e-07,False,,,,1.5061037423160124e-146,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,8.835612267329302e-06,4e-07,False,,,,4.210020404998969e-161,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,9.72695805651532e-06,4e-07,False,,,,4.0035189502790255e-177,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,1.0708223739406652e-05,4e-07,False,,,,9.20978199931445e-195,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,1.178848052874932e-05,4e-07,False,,,,3.5210521358965467e-214,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,1.2977714750700782e-05,4e-07,False,,,,1.4798531440736945e-235,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,1.428692016242613e-05,4e-07,False,,,,4.3379146645625434e-259,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,1.572819958278989e-05,4e-07,False,,,,5.37420557467188e-285,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,1.731487677565801e-05,4e-07,False,,,,1.6211570746e-313,,,,,bare_vo2,4.113707887899588e-15,False
,time,,,,,8e-07,v6_warning_reproduction,1.9061619620104095e-05,4e-07,False,,,,0.0,,,,,bare_vo2,4.113707887899588e-15,False
9.404114820199538e-09,frequency,2250070.4384808335,4120000871.752826,0.0005461335131648267,4120000257.333374,8e-07,v6_warning_reproduction,1136.463666385725,4e-07,False,1.1848071007116608e-09,-9.404114820199538e-09,1.4037678658967713e-18,,2299529.1843930087,4120000910.497786,0.0005581380571845562,4120000268.7703934,bare_vo2,,False
1.5687028565025685e-08,frequency,2906077.6861820645,4120001454.171234,0.0007053584712250395,4120000429.2579346,8e-07,v6_warning_reproduction,1467.79926762207,4e-07,False,2.3043101117888874e-09,-1.5687028565025685e-08,3.906077225395743e-18,,2969956.110544776,4120001518.801822,0.0007208629303195446,4120000448.3361435,bare_vo2,,False
2.616756589191027e-08,frequency,3753343.586910759,4120002425.703445,0.0009110053146240891,4120000716.045349,8e-07,v6_warning_reproduction,1895.7356524063764,4e-07,False,4.022282668389542e-09,-2.616756589191027e-08,1.0868912773134379e-17,,3835845.739430406,4120002533.51388,0.0009310300812659109,4120000747.8698654,bare_vo2,,False
4.3650121739347014e-08,frequency,4847629.490379377,4120004046.3162336,0.0011766082155257075,4120001194.435562,8e-07,v6_warning_reproduction,2448.436746822228,4e-07,False,6.813379546622125e-09,-4.3650121739347014e-08,3.024338298190182e-17,,4954185.106911126,4120004226.1549177,0.0012024711696573787,4120001247.5221786,bare_vo2,,False
7.281271763304176e-08,frequency,6260953.895438367,4120006749.6595583,0.0015196470990543073,4120001992.438431,8e-07,v6_warning_reproduction,3162.2776601683795,4e-07,False,1.142698471693543e-08,-7.281271763304176e-08,8.415383887474714e-17,,6398575.742753266,4120007049.6484594,0.00155305033167126,4120002080.9923706,bare_vo2,,False
1.2145866534751804e-07,frequency,8086332.154478234,4120011259.103169,0.0019626978757122586,4120003323.5871506,8e-07,v6_warning_reproduction,4084.2386526745195,4e-07,False,1.9098115136128693e-08,-1.2145866534751804e-07,2.3416202203175206e-16,,8264077.554599645,4120011759.514268,0.0020058396865308063,4120003471.304123,bare_vo2,,False
2.0260445410258399e-07,frequency,10443897.965506898,4120018781.2950315,0.0025349178498923933,4120005544.076256,8e-07,v6_warning_reproduction,5274.997063702616,4e-07,False,3.187950003905685e-08,-2.0260445410258399e-07,6.515645209873978e-16,,10673464.868311696,4120019616.029267,0.0025906373760407908,4120005790.4830246,bare_vo2,,False
3.379622910415492e-07,frequency,13488809.429030586,4120031329.02985,0.003273963824355998,4120009248.0730743,8e-07,v6_warning_reproduction,6812.920690579612,4e-07,False,5.3191115306958986e-08,-3.379622910415492e-07,1.812992224857981e-15,,13785306.250225805,4120032721.445315,0.0033459277884186765,4120009659.1041718,bare_vo2,,False
5.637485962495248e-07,frequency,17421459.7810417,4120052259.808859,0.004228468620869905,4120015426.705971,8e-07,v6_warning_reproduction,8799.22543569107,4e-07,False,8.873520881635703e-08,-5.637485962495248e-07,5.044642536084281e-15,,17804399.644367408,4120054582.4831915,0.004321412423808234,4120016112.3464127,bare_vo2,,False
9.403712439848277e-07,frequency,22500664.34624604,4120087174.1626387,0.005461237892061847,4120025733.2695694,8e-07,v6_warning_reproduction,11364.636663857242,4e-07,False,1.480216696590733e-07,-9.403712439848277e-07,1.403647740497734e-14,,22995249.10665221,4120091048.575957,0.00558127677814191,4120026876.9844513,bare_vo2,,False
1.568583371636123e-06,frequency,29060690.60151591,4120145414.008215,0.007053375219758717,4120042925.605835,8e-07,v6_warning_reproduction,14677.99267622069,4e-07,False,2.4691139465817753e-07,-1.568583371636123e-06,3.905482212338647e-14,,29699469.03095527,4120151876.8048754,0.007208405690727916,4120044833.43058,bare_vo2,,False
2.6164144664164724e-06,frequency,37533250.02749975,4120242561.6812806,0.00910960182217235,4120071604.0176163,8e-07,v6_warning_reproduction,18957.356524063754,4e-07,False,4.118567053018564e-07,-2.6164144664164724e-06,1.0866070889005387e-13,,38358259.026475616,4120253341.957617,0.009309819069612193,4120074786.442276,bare_vo2,,False
4.364051974903305e-06,frequency,48475894.52228948,4120404607.5215774,0.011765109856699386,4120119442.1200104,8e-07,v6_warning_reproduction,24484.367468222266,4e-07,False,6.869692377633591e-07,-4.364051974903305e-06,3.023007879310704e-13,,49541423.70092421,4120422589.220678,0.012023673868017734,4120124750.6717224,bare_vo2,,False
7.278591311887794e-06,frequency,62608676.366137445,4120674898.899089,0.015194376415285081,4120199239.8500214,8e-07,v6_warning_reproduction,31622.776601683792,4e-07,False,1.1457947661345122e-06,-7.278591311887794e-06,8.409189124680711e-13,,63984836.69910869,4120704891.716773,0.015528267581847206,4120208094.901413,bare_vo2,,False
1.2138400965255869e-05,frequency,80861463.18189503,4121125723.7527184,0.019622466772793595,4120332347.6084366,8e-07,v6_warning_reproduction,40842.38652674518,4e-07,False,1.9109129111322135e-06,-1.2138400965255869e-05,2.3387425078305493e-12,,82638791.92701161,4121175747.932784,0.020053580835448625,4120347118.316391,bare_vo2,,False
2.023967196862486e-05,frequency,104434976.03117894,4121877610.4781294,0.025339460026944524,4120554376.7243576,8e-07,v6_warning_reproduction,52749.97063702614,4e-07,False,3.1865151764530706e-06,-2.023967196862486e-05,6.502290815833952e-12,,106730375.21435131,4121961036.7731233,0.025896000506616706,4120579014.6146164,bare_vo2,,False
3.3738455453402594e-05,frequency,134879469.09477636,4123131459.2276273,0.032718708702943244,4120924721.332489,8e-07,v6_warning_reproduction,68129.20690579615,4e-07,False,5.31242591205328e-06,-3.3738455453402594e-05,1.8067990101289386e-11,,137843855.9838366,4123270569.661369,0.03343693860821976,4120965816.6506424,bare_vo2,,False
5.621427084889774e-05,frequency,174196016.6500465,4125221965.6569643,0.04223962457391927,4121542431.386818,8e-07,v6_warning_reproduction,87992.25435691075,4e-07,False,8.853321498978847e-06,-5.621427084889774e-05,5.015943249322594e-11,,178024163.00579515,4125453868.5199165,0.04316602882618374,4121610973.717926,bare_vo2,,False
9.359109337836458e-05,frequency,224966616.0936675,4128706253.4222097,0.05451540306681667,4122572661.420418,8e-07,v6_warning_reproduction,113646.36663857242,4e-07,False,1.4745090524520661e-05,-9.359109337836458e-05,1.390363930120279e-10,,229909766.2674992,4129092681.637546,0.055709268056398004,4122686972.464386,bare_vo2,,False
0.00015562103538258043,frequency,290520685.93000954,4134510384.759421,0.07032520547872775,4124290709.0468597,8e-07,v6_warning_reproduction,146779.9267622069,4e-07,False,2.4532201517582293e-05,-0.00015562103538258043,3.8441121672295797e-10,,296902660.65466404,4135153851.613478,0.07186149857794828,4124481323.3435745,bare_vo2,,False
0.0002582161352968626,frequency,375146803.16252196,4144170072.8931956,0.09064808097172772,4127155251.397812,8e-07,v6_warning_reproduction,189573.56524063754,4e-07,False,4.074520011452931e-05,-0.0002582161352968626,1.0583424210737722e-09,,383384383.52035785,4145240302.642779,0.09262022193102752,4127473026.09317,bare_vo2,,False
0.000426954493253362,frequency,484359082.7307642,4160222148.3909388,0.11669089972806586,4131929888.4345474,8e-07,v6_warning_reproduction,244843.67468222266,4e-07,False,6.748085363362562e-05,-0.000426954493253362,2.893494274749764e-09,,494987447.40545493,4161998753.167841,0.11921239059238353,4132459443.0292587,bare_vo2,,False
0.0007019271487926915,frequency,625226038.9885379,4186830363.481133,0.1498922493657995,4139884164.169121,8e-07,v6_warning_reproduction,316227.7660168379,4e-07,False,0.00011123995624082159,-0.0007019271487926915,7.820662257337099e-09,,638929715.9554026,4189770245.0512953,0.15309489485209862,4140766055.25914,bare_vo2,,False
