load_resistance_ohm,branch,source_voltage_V,temperature_K,device_voltage_V,current_A,conductive_state,stability_classification,robust_stability_margin,reachable,reachability_status,target_grid_point,diagnostic_only,voting_eligible,load_scope
9000.0,cooling,9.0,333.6847804638835,2.463233685480812,0.0007263073682799098,0.9061517707761649,unstable,-1.1876900242439157,False,post_switch_reachability_unresolved,True,False,False,load_design_sentinel
9000.0,cooling,8.5,333.3186067561404,2.6252529199546797,0.0006527496755605911,0.8891653752233706,unstable,-1.1331796976058233,False,post_switch_reachability_unresolved,True,False,False,load_design_sentinel
9000.0,cooling,8.0,332.88540175454705,2.825068024492535,0.0005749924417230517,0.8656511575347863,unstable,-1.200273549426356,False,post_switch_reachability_unresolved,True,False,False,load_design_sentinel
9000.0,cooling,7.5,332.3446779692181,3.0825668235174155,0.0004908259084980649,0.8305367447997511,unstable,-1.2891819990667122,False,post_switch_reachability_unresolved,True,False,False,load_design_sentinel
9000.0,cooling,7.0,331.6051206588405,3.4359195934023776,0.0003960089340664025,0.7712212738747197,unstable,-1.05217524785951,False,post_switch_reachability_unresolved,True,False,False,load_design_sentinel
9000.0,cooling,6.5,330.4465172948061,3.931657491288343,0.0002853713898568508,0.6522551392590209,unstable,-0.3568514174110459,False,post_switch_reachability_unresolved,True,False,False,load_design_sentinel
9000.0,cooling,6.0,328.97737635490637,4.275125185228327,0.00019165275719685256,0.4714265248238263,stable,0.0658789752132645,False,post_switch_reachability_unresolved,True,False,False,load_design_sentinel
9000.0,cooling,5.5,327.9564875658383,4.192626789206331,0.00014526369008818538,0.34728647945276847,stable,0.2925221637667296,False,post_switch_reachability_unresolved,True,False,False,load_design_sentinel
9000.0,cooling,5.0,327.26068866028834,3.934811215395738,0.00011835430940047352,0.2722845320343503,stable,0.408062640710754,False,post_switch_reachability_unresolved,True,False,False,load_design_sentinel
9000.0,cooling,4.5,326.73613227506115,3.607833112733897,9.912965414067811e-05,0.22296197107579996,stable,0.2889631837912763,False,post_switch_reachability_unresolved,True,False,False,load_design_sentinel
9000.0,cooling,4.0,326.3195578274339,3.2464107621235763,8.373213754182486e-05,0.18857827700782692,stable,0.25659724132718886,False,post_switch_reachability_unresolved,True,False,False,load_design_sentinel
