sample_id,sample_kind,spatial_level,nx,ny,state_id,dt_class,dt_s,protocol_id,status,error_class,error_message,accepted_steps,rejected_steps,transition_rejections,nonlinear_rejections,newton_iterations,krylov_matvecs,armijo_backtracks,fallback_steps,fallback_picard_iterations,step_wall_time_p50_s,step_wall_time_p90_s,step_wall_time_max_s,accepted_dt_p10_s,accepted_dt_p50_s,accepted_dt_p90_s,achieved_simulated_time_s,completed,stop_reason,finite,ledgers_pass,lateral_pass,thermal_relative_residual_max,circuit_relative_residual_max,combined_relative_residual_max,device_power_relative_residual_max,lateral_relative_mismatch_max,lateral_roundoff_ratio_max,peak_rss_bytes,streaming_output_bytes,streaming_write_wall_s,scalar_record_count,predicted_full_streaming_bytes,predicted_full_streaming_io_s,parity_max_relative_error,parity_worst_component
PRE-PARITY-STREAM,streaming_parity,1,10,25,legal_critical,adaptive_T1,,transition_probe_12p5V,fail,RuntimeError,S2 transition increment failed at locked floor,,,,,,,,,,,,,,,,,False,fail_closed_exception_before_atomic_partial_telemetry,,,,,,,,,,,,,,,,,
