run_name,conductivity_mode,fourier_enabled,fourier_scales,stress_case,T_c,transition_width,sigma_ins0,sigma_met0,sigma_contrast,initial_loss,final_loss,finite_loss,loss_decreased,relative_G_error,relative_I_error,nrmse_delta_T,nrmse_c_v,nrmse_m,nrmse_sigma,sigma_min,sigma_max,sigma_dynamic_range,used_vo2_sigma,used_free_log_sigma,frozen_inputs_unchanged
vo2_sigma_fourier_off,white_box_vo2_sigma,False,"[1.0, 2.0, 4.0]",sharp_transition,313.0,0.75,0.0025,0.03,12.0,0.17903722822666168,0.17737101018428802,True,True,0.6509982160898017,0.6596275873510091,0.47211250988064973,0.39587474578254106,0.3051101828428313,0.24940025054427328,0.0025522387586534023,0.0025679238606244326,1.0061456248628189,True,False,True
vo2_sigma_fourier_on,white_box_vo2_sigma,True,"[1.0, 2.0, 4.0]",sharp_transition,313.0,0.75,0.0025,0.03,12.0,0.17952024936676025,0.17817334830760956,True,True,0.6529524166709443,0.6607393386460401,0.4721668922791489,0.36176873917221936,0.3119689623087828,0.24992714418015055,0.0025161541998386383,0.0025732412468641996,1.022688214827701,True,False,True
