T_sw_prior_width,T_sw_delta_K,gamma_true,gamma_est,relative_error,objective_value,G_loss,I_loss,finite_result,frozen_inputs_unchanged
1.0,2.0,450000000.0,1000000000.0,1.2222222222222223,0.12120439676120218,0.08237142046334764,0.07766307179632437,True,True
0.5,1.0,450000000.0,1000000000.0,1.2222222222222223,0.010789130857114304,0.007982404880493302,0.005610571153857297,True,True
0.2,0.4,450000000.0,650000000.0,0.4444444444444444,0.002147597085479307,0.001623644183029587,0.0010454609145607143,True,True
0.1,0.2,450000000.0,550000000.0,0.2222222222222222,0.0005350220029081567,0.00040889512491461467,0.0002499776402179519,True,True
0.05,0.1,450000000.0,500000000.0,0.1111111111111111,0.00013020556727863207,9.961391482986705e-05,5.899396150215068e-05,True,True
0.02,0.04,450000000.0,475000000.0,0.05555555555555555,2.128418442982263e-05,1.2626558307323979e-05,1.517098981195838e-05,True,True
