run_name,conductivity_mode,seed,epochs,initial_loss,final_loss,finite_loss,loss_decreased,relative_G_error,relative_I_error,nrmse_delta_T,nrmse_c_v,nrmse_m,nrmse_sigma,sigma_min,sigma_max,used_vo2_sigma,used_free_log_sigma
free_log_sigma,free_log_sigma,2026,8,0.09483879059553146,0.08363717049360275,True,True,0.408902714577596,0.43039374888349763,0.47216525753771105,0.3329757906450112,0.311927582851063,0.17958202213083294,0.004308660980314016,0.004945037886500359,False,True
white_box_vo2_sigma,white_box_vo2_sigma,2026,8,0.08722592145204544,0.08345235139131546,True,True,0.4090955992821045,0.42799523908857184,0.4721508718130579,0.33499704314444895,0.3034902197486291,0.1789054620107825,0.004458672367036343,0.004738473333418369,True,False
