category,left,right,x_index,x_m,lag_steps,correlation
lag_correlation_to_G,G,mean_sigma,,,-21,0.9898377838421407
lag_correlation_to_G,G,mean_sigma,,,-20,0.9906024293111634
lag_correlation_to_G,G,mean_sigma,,,-19,0.9913481607107849
lag_correlation_to_G,G,mean_sigma,,,-18,0.992074289027286
lag_correlation_to_G,G,mean_sigma,,,-17,0.9927800153516805
lag_correlation_to_G,G,mean_sigma,,,-16,0.9934644118592644
lag_correlation_to_G,G,mean_sigma,,,-15,0.9941264174716099
lag_correlation_to_G,G,mean_sigma,,,-14,0.9947648199083426
lag_correlation_to_G,G,mean_sigma,,,-13,0.9953782337897786
lag_correlation_to_G,G,mean_sigma,,,-12,0.9959650830671212
lag_correlation_to_G,G,mean_sigma,,,-11,0.9965235755120794
lag_correlation_to_G,G,mean_sigma,,,-10,0.9970516925985201
lag_correlation_to_G,G,mean_sigma,,,-9,0.9975471591677331
lag_correlation_to_G,G,mean_sigma,,,-8,0.9980074156883845
lag_correlation_to_G,G,mean_sigma,,,-7,0.9984295858583186
lag_correlation_to_G,G,mean_sigma,,,-6,0.9988104546013807
lag_correlation_to_G,G,mean_sigma,,,-5,0.9991464362563602
lag_correlation_to_G,G,mean_sigma,,,-4,0.9994335341564321
lag_correlation_to_G,G,mean_sigma,,,-3,0.9996673030006374
lag_correlation_to_G,G,mean_sigma,,,-2,0.9998428093113456
lag_correlation_to_G,G,mean_sigma,,,-1,0.9999545925109089
lag_correlation_to_G,G,mean_sigma,,,0,0.9999966158284996
lag_correlation_to_G,G,mean_sigma,,,1,0.9999634333750338
lag_correlation_to_G,G,mean_sigma,,,2,0.9998581980154616
lag_correlation_to_G,G,mean_sigma,,,3,0.999687095479763
lag_correlation_to_G,G,mean_sigma,,,4,0.9994557302868337
lag_correlation_to_G,G,mean_sigma,,,5,0.9991691737069415
lag_correlation_to_G,G,mean_sigma,,,6,0.9988320028691091
lag_correlation_to_G,G,mean_sigma,,,7,0.9984483399398094
lag_correlation_to_G,G,mean_sigma,,,8,0.998021889562019
lag_correlation_to_G,G,mean_sigma,,,9,0.9975559788046365
lag_correlation_to_G,G,mean_sigma,,,10,0.9970535892217722
lag_correlation_to_G,G,mean_sigma,,,11,0.9965173796497583
lag_correlation_to_G,G,mean_sigma,,,12,0.9959497183911051
lag_correlation_to_G,G,mean_sigma,,,13,0.9953527110802761
lag_correlation_to_G,G,mean_sigma,,,14,0.9947282309181452
lag_correlation_to_G,G,mean_sigma,,,15,0.9940779298440325
lag_correlation_to_G,G,mean_sigma,,,16,0.9934032639925673
lag_correlation_to_G,G,mean_sigma,,,17,0.9927055116218131
lag_correlation_to_G,G,mean_sigma,,,18,0.9919857950677039
lag_correlation_to_G,G,mean_sigma,,,19,0.991245098895112
lag_correlation_to_G,G,mean_sigma,,,20,0.9904842750242977
lag_correlation_to_G,G,mean_sigma,,,21,0.9897040617240757
lag_correlation_to_G,G,mean_sigma,,,22,0.9889050964746768
lag_correlation_to_G,G,mean_sigma,,,23,0.9880879318245731
lag_correlation_to_G,G,mean_sigma,,,24,0.987253042456638
lag_correlation_to_G,G,mean_sigma,,,25,0.9864008322469748
lag_correlation_to_G,G,mean_sigma,,,26,0.9855316431287592
lag_correlation_to_G,G,mean_sigma,,,27,0.9846457646866931
lag_correlation_to_G,G,mean_sigma,,,28,0.9837434449433647
lag_correlation_to_G,G,mean_sigma,,,29,0.9828249009003547
lag_correlation_to_G,G,mean_sigma,,,30,0.9818903185744535
lag_correlation_to_G,G,mean_sigma,,,31,0.9809398522946761
lag_correlation_to_G,G,mean_sigma,,,32,0.9799736375288948
lag_correlation_to_G,G,mean_sigma,,,33,0.9789917934195682
lag_correlation_to_G,G,mean_sigma,,,34,0.9779944295020521
lag_correlation_to_G,G,mean_sigma,,,35,0.976981652249175
lag_correlation_to_G,G,mean_sigma,,,36,0.9759535668917932
lag_correlation_to_G,G,mean_sigma,,,37,0.9749102714320894
lag_correlation_to_G,G,mean_sigma,,,38,0.9738518678611994
lag_correlation_to_G,G,mean_sigma,,,39,0.9727784620389494
lag_correlation_to_G,G,mean_sigma,,,40,0.9716901677827391
