case_name,placement_mode,seed,n_temperature_anchors,gamma_true,gamma_est,gamma_relative_error,objective_value,G_loss,I_loss,temperature_anchor_loss,finite_result,frozen_inputs_unchanged
port_only,none,,0,450000000.0,1000000000.0,1.2222222222222223,0.12120439676120218,0.08237142046334764,0.07766307179632437,0.0,True,True
uniform_anchors,uniform,,8,450000000.0,1000000000.0,1.2222222222222223,0.12407028325366193,0.08237142046334764,0.07766307179632437,0.0028658864924597568,True,True
high_gradient_anchors,high_gradient,,8,450000000.0,1000000000.0,1.2222222222222223,0.12161017814707328,0.08237142046334764,0.07766307179632437,0.0004057813858711021,True,True
random_anchors_seed_2026,random,2026,8,450000000.0,1000000000.0,1.2222222222222223,0.12379137414096199,0.08237142046334764,0.07766307179632437,0.002586977379759817,True,True
random_anchors_seed_2027,random,2027,8,450000000.0,1000000000.0,1.2222222222222223,0.12434759848028946,0.08237142046334764,0.07766307179632437,0.003143201719087289,True,True
random_anchors_seed_2028,random,2028,8,450000000.0,1000000000.0,1.2222222222222223,0.12417925739738765,0.08237142046334764,0.07766307179632437,0.0029748606361854704,True,True
