protocol,T_sw_delta_K,T_sw_prior_width,observation_count,noise,gamma_true,gamma_est,relative_error,recoverable_le_0p1,recoverable_le_0p2,finite_result,source
triangle,2.0,0.2,32,0.0,450000000.0,591421356.2373095,0.31426968052735443,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.2,32,0.01,450000000.0,594249783.3620557,0.3205550741379015,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.2,32,0.02,450000000.0,597078210.4868019,0.3268404677484486,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.2,32,0.05,450000000.0,605563491.8610405,0.3456966485800899,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.2,64,0.0,450000000.0,579999999.9999999,0.28888888888888886,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.2,64,0.01,450000000.0,582600000.0,0.29466666666666663,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.2,64,0.02,450000000.0,585200000.0,0.3004444444444444,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.2,64,0.05,450000000.0,593000000.0,0.31777777777777777,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,8,0.0,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,8,0.01,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,8,0.02,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,8,0.05,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,16,0.0,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,16,0.01,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,16,0.02,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,16,0.05,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,32,0.0,450000000.0,838908729.6526012,0.8642416214502249,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,32,0.01,450000000.0,846686904.2456532,0.8815264538792293,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,32,0.02,450000000.0,854465078.8387052,0.8988112863082339,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,32,0.05,450000000.0,877799602.6178614,0.9506657835952474,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,64,0.0,450000000.0,807500000.0,0.7944444444444445,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,64,0.01,450000000.0,814650000.0,0.8103333333333335,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,64,0.02,450000000.0,821800000.0000001,0.8262222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,0.5,64,0.05,450000000.0,843250000.0000001,0.873888888888889,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,8,0.0,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,8,0.01,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,8,0.02,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,8,0.05,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,16,0.0,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,16,0.01,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,16,0.02,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,16,0.05,450000000.0,1000000000.0,1.2222222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,32,0.0,450000000.0,838908729.6526012,0.8642416214502249,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,32,0.01,450000000.0,846686904.2456532,0.8815264538792293,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,32,0.02,450000000.0,854465078.8387052,0.8988112863082339,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,32,0.05,450000000.0,877799602.6178614,0.9506657835952474,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,64,0.0,450000000.0,807500000.0,0.7944444444444445,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,64,0.01,450000000.0,814650000.0,0.8103333333333335,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,64,0.02,450000000.0,821800000.0000001,0.8262222222222223,False,False,True,response_surface_from_validated_audits
triangle,2.0,1.0,64,0.05,450000000.0,843250000.0000001,0.873888888888889,False,False,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,8,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,8,0.01,450000000.0,462002670.65333337,0.02667260145185181,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,8,0.02,450000000.0,474476034.273464,0.054391187274364476,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,8,0.05,450000000.0,485955712.7414669,0.07990158386992646,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,16,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,16,0.01,450000000.0,458487169.8113207,0.018860377358490565,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,16,0.02,450000000.0,467307169.8113208,0.03846037735849057,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,16,0.05,450000000.0,475424528.30188686,0.056498951781970654,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,32,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,32,0.01,450000000.0,456001335.32666665,0.013336300725925905,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,32,0.02,450000000.0,462238017.136732,0.027195593637182238,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,32,0.05,450000000.0,467977856.3707335,0.03995079193496323,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,64,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,64,0.01,450000000.0,455516660.37735844,0.012259245283018869,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,64,0.02,450000000.0,461249660.37735844,0.02499924528301887,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.02,64,0.05,450000000.0,466525943.3962264,0.03672431865828093,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,8,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,8,0.01,450000000.0,462002670.65333337,0.02667260145185181,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,8,0.02,450000000.0,474476034.273464,0.054391187274364476,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,8,0.05,450000000.0,485955712.7414669,0.07990158386992646,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,16,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,16,0.01,450000000.0,458487169.8113207,0.018860377358490565,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,16,0.02,450000000.0,467307169.8113208,0.03846037735849057,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,16,0.05,450000000.0,475424528.30188686,0.056498951781970654,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,32,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,32,0.01,450000000.0,456001335.32666665,0.013336300725925905,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,32,0.02,450000000.0,462238017.136732,0.027195593637182238,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,32,0.05,450000000.0,467977856.3707335,0.03995079193496323,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,64,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,64,0.01,450000000.0,455516660.37735844,0.012259245283018869,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,64,0.02,450000000.0,461249660.37735844,0.02499924528301887,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.05,64,0.05,450000000.0,466525943.3962264,0.03672431865828093,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,8,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,8,0.01,450000000.0,462002670.65333337,0.02667260145185181,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,8,0.02,450000000.0,474476034.273464,0.054391187274364476,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,8,0.05,450000000.0,485955712.7414669,0.07990158386992646,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,16,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,16,0.01,450000000.0,458487169.8113207,0.018860377358490565,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,16,0.02,450000000.0,467307169.8113208,0.03846037735849057,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,16,0.05,450000000.0,475424528.30188686,0.056498951781970654,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,32,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,32,0.01,450000000.0,456001335.32666665,0.013336300725925905,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,32,0.02,450000000.0,462238017.136732,0.027195593637182238,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,32,0.05,450000000.0,467977856.3707335,0.03995079193496323,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,64,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,64,0.01,450000000.0,455516660.37735844,0.012259245283018869,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,64,0.02,450000000.0,461249660.37735844,0.02499924528301887,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.1,64,0.05,450000000.0,466525943.3962264,0.03672431865828093,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,8,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,8,0.01,450000000.0,462002670.65333337,0.02667260145185181,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,8,0.02,450000000.0,474476034.273464,0.054391187274364476,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,8,0.05,450000000.0,485955712.7414669,0.07990158386992646,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,16,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,16,0.01,450000000.0,458487169.8113207,0.018860377358490565,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,16,0.02,450000000.0,467307169.8113208,0.03846037735849057,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,16,0.05,450000000.0,475424528.30188686,0.056498951781970654,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,32,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,32,0.01,450000000.0,456001335.32666665,0.013336300725925905,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,32,0.02,450000000.0,462238017.136732,0.027195593637182238,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,32,0.05,450000000.0,467977856.3707335,0.03995079193496323,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,64,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,64,0.01,450000000.0,455516660.37735844,0.012259245283018869,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,64,0.02,450000000.0,461249660.37735844,0.02499924528301887,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.2,64,0.05,450000000.0,466525943.3962264,0.03672431865828093,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,8,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,8,0.01,450000000.0,462002670.65333337,0.02667260145185181,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,8,0.02,450000000.0,474476034.273464,0.054391187274364476,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,8,0.05,450000000.0,485955712.7414669,0.07990158386992646,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,16,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,16,0.01,450000000.0,458487169.8113207,0.018860377358490565,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,16,0.02,450000000.0,467307169.8113208,0.03846037735849057,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,16,0.05,450000000.0,475424528.30188686,0.056498951781970654,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,32,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,32,0.01,450000000.0,456001335.32666665,0.013336300725925905,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,32,0.02,450000000.0,462238017.136732,0.027195593637182238,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,32,0.05,450000000.0,467977856.3707335,0.03995079193496323,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,64,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,64,0.01,450000000.0,455516660.37735844,0.012259245283018869,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,64,0.02,450000000.0,461249660.37735844,0.02499924528301887,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,0.5,64,0.05,450000000.0,466525943.3962264,0.03672431865828093,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,8,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,8,0.01,450000000.0,462002670.65333337,0.02667260145185181,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,8,0.02,450000000.0,474476034.273464,0.054391187274364476,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,8,0.05,450000000.0,485955712.7414669,0.07990158386992646,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,16,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,16,0.01,450000000.0,458487169.8113207,0.018860377358490565,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,16,0.02,450000000.0,467307169.8113208,0.03846037735849057,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,16,0.05,450000000.0,475424528.30188686,0.056498951781970654,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,32,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,32,0.01,450000000.0,456001335.32666665,0.013336300725925905,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,32,0.02,450000000.0,462238017.136732,0.027195593637182238,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,32,0.05,450000000.0,467977856.3707335,0.03995079193496323,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,64,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,64,0.01,450000000.0,455516660.37735844,0.012259245283018869,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,64,0.02,450000000.0,461249660.37735844,0.02499924528301887,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.0,1.0,64,0.05,450000000.0,466525943.3962264,0.03672431865828093,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,8,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,8,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,8,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,8,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,16,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,16,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,16,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,16,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,32,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,32,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,32,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,32,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,64,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,64,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,64,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.02,64,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,8,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,8,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,8,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,8,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,16,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,16,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,16,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,16,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,32,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,32,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,32,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,32,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,64,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,64,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,64,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.05,64,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,8,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,8,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,8,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,8,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,16,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,16,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,16,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,16,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,32,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,32,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,32,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,32,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,64,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,64,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,64,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.1,64,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,8,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,8,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,8,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,8,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,16,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,16,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,16,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,16,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,32,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,32,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,32,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,32,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,64,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,64,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,64,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.2,64,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,8,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,8,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,8,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,8,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,16,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,16,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,16,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,16,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,32,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,32,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,32,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,32,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,64,0.0,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,64,0.01,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,64,0.02,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,0.5,64,0.05,450000000.0,450000000.0,0.0,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,8,0.0,450000000.0,482687011.58315176,0.07263780351811495,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,8,0.01,450000000.0,483340751.8148148,0.07409055958847725,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,8,0.02,450000000.0,483994492.04647785,0.07554331565883955,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,8,0.05,450000000.0,485955712.7414669,0.07990158386992646,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,16,0.0,450000000.0,473113207.5471698,0.051362683438155136,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,16,0.01,450000000.0,473575471.69811326,0.05238993710691824,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,16,0.02,450000000.0,474037735.8490566,0.05341719077568134,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,16,0.05,450000000.0,475424528.30188686,0.056498951781970654,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,32,0.0,450000000.0,466343505.79157585,0.03631890175905748,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,32,0.01,450000000.0,466670375.9074074,0.03704527979423863,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,32,0.02,450000000.0,466997246.0232389,0.037771657829419776,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,32,0.05,450000000.0,467977856.3707335,0.03995079193496323,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,64,0.0,450000000.0,465023584.9056604,0.03338574423480084,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,64,0.01,450000000.0,465324056.60377353,0.03405345911949686,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,64,0.02,450000000.0,465624528.3018868,0.034721174004192876,True,True,True,response_surface_from_validated_audits
ltp_ltd,0.04,1.0,64,0.05,450000000.0,466525943.3962264,0.03672431865828093,True,True,True,response_surface_from_validated_audits
