structure,geometry,transition_width,pulse,seed,finite_result,interface_bc_residual,current_continuity_error,energy_balance_error,max_delta_T,max_m,conductance_ratio,mean_abs_power
full_stack_with_thermal_boundary_resistance,localized_filament,0.2,short_pulse,2026,True,0.0,0.0,35111111168.72187,180.0,0.4992618185904937,1.0000000000037512,8.307692293824326e-17
full_stack_with_thermal_boundary_resistance,localized_filament,0.2,short_pulse,2027,True,0.0,0.0,35111111168.72206,180.0,0.4992618185904937,1.000000000003759,8.30769229382428e-17
full_stack_with_thermal_boundary_resistance,localized_filament,0.2,ltp_ltd,2026,True,0.0,0.0,24223582685.138226,180.0,0.4992618185902272,1.0000000000037512,1.2041666646578523e-16
full_stack_with_thermal_boundary_resistance,localized_filament,0.2,ltp_ltd,2027,True,0.0,0.0,24223582685.138306,180.0,0.4992618185902272,1.000000000003759,1.2041666646578482e-16
full_stack_with_thermal_boundary_resistance,localized_filament,0.1,short_pulse,2026,True,0.0,0.0,35111111168.72187,180.0,0.49926181858403107,1.0000000000037512,8.307692293824326e-17
full_stack_with_thermal_boundary_resistance,localized_filament,0.1,short_pulse,2027,True,0.0,0.0,35111111168.72206,180.0,0.49926181858403107,1.000000000003759,8.30769229382428e-17
full_stack_with_thermal_boundary_resistance,localized_filament,0.1,ltp_ltd,2026,True,0.0,0.0,24223582685.138226,180.0,0.49926181858403107,1.0000000000037512,1.2041666646578523e-16
full_stack_with_thermal_boundary_resistance,localized_filament,0.1,ltp_ltd,2027,True,0.0,0.0,24223582685.138306,180.0,0.49926181858403107,1.000000000003759,1.2041666646578482e-16
full_stack_with_thermal_boundary_resistance,localized_filament,0.05,short_pulse,2026,True,0.0,0.0,35111111168.72187,180.0,0.49926181858403107,1.0000000000037512,8.307692293824326e-17
full_stack_with_thermal_boundary_resistance,localized_filament,0.05,short_pulse,2027,True,0.0,0.0,35111111168.72206,180.0,0.49926181858403107,1.000000000003759,8.30769229382428e-17
full_stack_with_thermal_boundary_resistance,localized_filament,0.05,ltp_ltd,2026,True,0.0,0.0,24223582685.138226,180.0,0.49926181858403107,1.0000000000037512,1.2041666646578523e-16
full_stack_with_thermal_boundary_resistance,localized_filament,0.05,ltp_ltd,2027,True,0.0,0.0,24223582685.138306,180.0,0.49926181858403107,1.000000000003759,1.2041666646578482e-16
full_stack_with_thermal_boundary_resistance,edge_hotspot,0.2,short_pulse,2026,True,0.0,0.0,35111111168.735634,180.0,0.4992618185904937,1.0000000000043108,8.30769229382107e-17
full_stack_with_thermal_boundary_resistance,edge_hotspot,0.2,short_pulse,2027,True,0.0,0.0,35111111168.73592,180.0,0.4992618185904937,1.0000000000043225,8.307692293821e-17
full_stack_with_thermal_boundary_resistance,edge_hotspot,0.2,ltp_ltd,2026,True,0.0,0.0,24223582685.143833,180.0,0.4992618185902272,1.0000000000043106,1.2041666646575735e-16
full_stack_with_thermal_boundary_resistance,edge_hotspot,0.2,ltp_ltd,2027,True,0.0,0.0,24223582685.14396,180.0,0.4992618185902272,1.000000000004323,1.2041666646575674e-16
full_stack_with_thermal_boundary_resistance,edge_hotspot,0.1,short_pulse,2026,True,0.0,0.0,35111111168.735634,180.0,0.49926181858403107,1.0000000000043108,8.30769229382107e-17
full_stack_with_thermal_boundary_resistance,edge_hotspot,0.1,short_pulse,2027,True,0.0,0.0,35111111168.73592,180.0,0.49926181858403107,1.0000000000043225,8.307692293821e-17
full_stack_with_thermal_boundary_resistance,edge_hotspot,0.1,ltp_ltd,2026,True,0.0,0.0,24223582685.143833,180.0,0.49926181858403107,1.0000000000043106,1.2041666646575735e-16
full_stack_with_thermal_boundary_resistance,edge_hotspot,0.1,ltp_ltd,2027,True,0.0,0.0,24223582685.14396,180.0,0.49926181858403107,1.000000000004323,1.2041666646575674e-16
full_stack_with_thermal_boundary_resistance,edge_hotspot,0.05,short_pulse,2026,True,0.0,0.0,35111111168.735634,180.0,0.49926181858403107,1.0000000000043108,8.30769229382107e-17
full_stack_with_thermal_boundary_resistance,edge_hotspot,0.05,short_pulse,2027,True,0.0,0.0,35111111168.73592,180.0,0.49926181858403107,1.0000000000043225,8.307692293821e-17
full_stack_with_thermal_boundary_resistance,edge_hotspot,0.05,ltp_ltd,2026,True,0.0,0.0,24223582685.143833,180.0,0.49926181858403107,1.0000000000043106,1.2041666646575735e-16
full_stack_with_thermal_boundary_resistance,edge_hotspot,0.05,ltp_ltd,2027,True,0.0,0.0,24223582685.14396,180.0,0.49926181858403107,1.000000000004323,1.2041666646575674e-16
full_stack_with_SnSe_barrier,uniform_crossbar,0.2,short_pulse,2026,True,0.0,0.0,46361111297.84711,180.0,0.5075579355274925,1.0000000000024059,8.307692274050903e-17
full_stack_with_SnSe_barrier,uniform_crossbar,0.2,short_pulse,2027,True,0.0,0.0,46361111297.86161,180.0,0.5075579355274925,1.000000000002413,8.307692274048305e-17
full_stack_with_SnSe_barrier,uniform_crossbar,0.2,ltp_ltd,2026,True,0.0,0.0,31985094618.784405,180.0,0.507557935527585,1.0000000000024059,1.2041666617912987e-16
full_stack_with_SnSe_barrier,uniform_crossbar,0.2,ltp_ltd,2027,True,0.0,0.0,31985094618.79436,180.0,0.507557935527585,1.000000000002413,1.204166661790924e-16
full_stack_with_SnSe_barrier,uniform_crossbar,0.1,short_pulse,2026,True,0.0,0.0,46361111297.84711,180.0,0.5075579355228398,1.0000000000024059,8.307692274050903e-17
full_stack_with_SnSe_barrier,uniform_crossbar,0.1,short_pulse,2027,True,0.0,0.0,46361111297.86161,180.0,0.5075579355228398,1.000000000002413,8.307692274048305e-17
full_stack_with_SnSe_barrier,uniform_crossbar,0.1,ltp_ltd,2026,True,0.0,0.0,31985094618.784405,180.0,0.5075579355228398,1.0000000000024059,1.2041666617912987e-16
full_stack_with_SnSe_barrier,uniform_crossbar,0.1,ltp_ltd,2027,True,0.0,0.0,31985094618.79436,180.0,0.5075579355228398,1.000000000002413,1.204166661790924e-16
full_stack_with_SnSe_barrier,uniform_crossbar,0.05,short_pulse,2026,True,0.0,0.0,46361111297.84711,180.0,0.5075579355228398,1.0000000000024059,8.307692274050903e-17
full_stack_with_SnSe_barrier,uniform_crossbar,0.05,short_pulse,2027,True,0.0,0.0,46361111297.86161,180.0,0.5075579355228398,1.000000000002413,8.307692274048305e-17
full_stack_with_SnSe_barrier,uniform_crossbar,0.05,ltp_ltd,2026,True,0.0,0.0,31985094618.784405,180.0,0.5075579355228398,1.0000000000024059,1.2041666617912987e-16
full_stack_with_SnSe_barrier,uniform_crossbar,0.05,ltp_ltd,2027,True,0.0,0.0,31985094618.79436,180.0,0.5075579355228398,1.000000000002413,1.204166661790924e-16
full_stack_with_SnSe_barrier,localized_filament,0.2,short_pulse,2026,True,0.0,0.0,46361111298.164925,180.0,0.5075579355274925,1.0000000000032707,8.307692273993952e-17
full_stack_with_SnSe_barrier,localized_filament,0.2,short_pulse,2027,True,0.0,0.0,46361111298.18175,180.0,0.5075579355274925,1.0000000000032772,8.307692273990936e-17
full_stack_with_SnSe_barrier,localized_filament,0.2,ltp_ltd,2026,True,0.0,0.0,31985094618.995876,180.0,0.507557935527585,1.0000000000032707,1.2041666617833374e-16
full_stack_with_SnSe_barrier,localized_filament,0.2,ltp_ltd,2027,True,0.0,0.0,31985094619.00742,180.0,0.507557935527585,1.0000000000032774,1.2041666617829028e-16
full_stack_with_SnSe_barrier,localized_filament,0.1,short_pulse,2026,True,0.0,0.0,46361111298.164925,180.0,0.5075579355228398,1.0000000000032707,8.307692273993952e-17
full_stack_with_SnSe_barrier,localized_filament,0.1,short_pulse,2027,True,0.0,0.0,46361111298.18175,180.0,0.5075579355228398,1.0000000000032772,8.307692273990936e-17
full_stack_with_SnSe_barrier,localized_filament,0.1,ltp_ltd,2026,True,0.0,0.0,31985094618.995876,180.0,0.5075579355228398,1.0000000000032707,1.2041666617833374e-16
full_stack_with_SnSe_barrier,localized_filament,0.1,ltp_ltd,2027,True,0.0,0.0,31985094619.00742,180.0,0.5075579355228398,1.0000000000032774,1.2041666617829028e-16
full_stack_with_SnSe_barrier,localized_filament,0.05,short_pulse,2026,True,0.0,0.0,46361111298.164925,180.0,0.5075579355228398,1.0000000000032707,8.307692273993952e-17
full_stack_with_SnSe_barrier,localized_filament,0.05,short_pulse,2027,True,0.0,0.0,46361111298.18175,180.0,0.5075579355228398,1.0000000000032772,8.307692273990936e-17
full_stack_with_SnSe_barrier,localized_filament,0.05,ltp_ltd,2026,True,0.0,0.0,31985094618.995876,180.0,0.5075579355228398,1.0000000000032707,1.2041666617833374e-16
full_stack_with_SnSe_barrier,localized_filament,0.05,ltp_ltd,2027,True,0.0,0.0,31985094619.00742,180.0,0.5075579355228398,1.0000000000032774,1.2041666617829028e-16
full_stack_with_SnSe_barrier,edge_hotspot,0.2,short_pulse,2026,True,0.0,0.0,46361111299.23522,180.0,0.5075579355274925,1.0000000000037583,8.307692273802159e-17
full_stack_with_SnSe_barrier,edge_hotspot,0.2,short_pulse,2027,True,0.0,0.0,46361111299.244675,180.0,0.5075579355274925,1.0000000000037688,8.307692273800466e-17
full_stack_with_SnSe_barrier,edge_hotspot,0.2,ltp_ltd,2026,True,0.0,0.0,31985094619.72988,180.0,0.507557935527585,1.0000000000037585,1.2041666617557036e-16
full_stack_with_SnSe_barrier,edge_hotspot,0.2,ltp_ltd,2027,True,0.0,0.0,31985094619.73631,180.0,0.507557935527585,1.0000000000037692,1.2041666617554617e-16
full_stack_with_SnSe_barrier,edge_hotspot,0.1,short_pulse,2026,True,0.0,0.0,46361111299.23522,180.0,0.5075579355228398,1.0000000000037583,8.307692273802159e-17
full_stack_with_SnSe_barrier,edge_hotspot,0.1,short_pulse,2027,True,0.0,0.0,46361111299.244675,180.0,0.5075579355228398,1.0000000000037688,8.307692273800466e-17
full_stack_with_SnSe_barrier,edge_hotspot,0.1,ltp_ltd,2026,True,0.0,0.0,31985094619.72988,180.0,0.5075579355228398,1.0000000000037585,1.2041666617557036e-16
full_stack_with_SnSe_barrier,edge_hotspot,0.1,ltp_ltd,2027,True,0.0,0.0,31985094619.73631,180.0,0.5075579355228398,1.0000000000037692,1.2041666617554617e-16
full_stack_with_SnSe_barrier,edge_hotspot,0.05,short_pulse,2026,True,0.0,0.0,46361111299.23522,180.0,0.5075579355228398,1.0000000000037583,8.307692273802159e-17
full_stack_with_SnSe_barrier,edge_hotspot,0.05,short_pulse,2027,True,0.0,0.0,46361111299.244675,180.0,0.5075579355228398,1.0000000000037688,8.307692273800466e-17
full_stack_with_SnSe_barrier,edge_hotspot,0.05,ltp_ltd,2026,True,0.0,0.0,31985094619.72988,180.0,0.5075579355228398,1.0000000000037585,1.2041666617557036e-16
full_stack_with_SnSe_barrier,edge_hotspot,0.05,ltp_ltd,2027,True,0.0,0.0,31985094619.73631,180.0,0.5075579355228398,1.0000000000037692,1.2041666617554617e-16
