protocol,response_protocol,T_sw_prior_width_after_calibration,calibration_error_K,effective_prior_width,noise,seed,relative_error,gamma_est,success_flag,finite_result
ltp_ltd_only,ltp_ltd,0.05,0.0,0.05,0.05,2029,0.11284473057697769,500780128.75964,True,True
ltp_ltd_only,ltp_ltd,0.05,0.0,0.05,0.05,2030,0.112976214120951,500839296.35442793,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.0,2026,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.0,2027,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.0,2028,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.0,2029,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.0,2030,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.02,2026,0.10688785579343994,498099535.1070479,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.02,2027,0.10683353050351553,498075088.726582,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.02,2028,0.10677998766305699,498050994.4483757,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.02,2029,0.10677645431265645,498049404.44069535,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.02,2030,0.10682617899837725,498071780.5492698,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.05,2026,0.11313930180020325,500912685.81009144,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.05,2027,0.11299565319703778,500848043.938667,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.05,2028,0.1128540735708253,500784333.10687137,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.05,2029,0.11284473057697769,500780128.75964,True,True
ltp_ltd_only,ltp_ltd,0.05,0.04,0.05,0.05,2030,0.112976214120951,500839296.35442793,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.0,2026,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.0,2027,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.0,2028,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.0,2029,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.0,2030,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.02,2026,0.10688785579343994,498099535.1070479,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.02,2027,0.10683353050351553,498075088.726582,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.02,2028,0.10677998766305699,498050994.4483757,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.02,2029,0.10677645431265645,498049404.44069535,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.02,2030,0.10682617899837725,498071780.5492698,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.05,2026,0.11313930180020325,500912685.81009144,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.05,2027,0.11299565319703778,500848043.938667,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.05,2028,0.1128540735708253,500784333.10687137,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.05,2029,0.11284473057697769,500780128.75964,True,True
ltp_ltd_only,ltp_ltd,0.05,0.1,0.05,0.05,2030,0.112976214120951,500839296.35442793,True,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.0,2026,0.20545073375262055,542452830.1886792,False,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.0,2027,0.20545073375262055,542452830.1886792,False,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.0,2028,0.20545073375262055,542452830.1886792,False,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.0,2029,0.20545073375262055,542452830.1886792,False,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.0,2030,0.20545073375262055,542452830.1886792,False,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.02,2026,0.21377571158687989,546199070.214096,False,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.02,2027,0.21366706100703106,546150177.453164,False,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.02,2028,0.21355997532611398,546101988.8967513,False,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.02,2029,0.2135529086253129,546098808.8813908,False,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.02,2030,0.2136523579967545,546143561.0985395,False,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.05,2026,0.2262786036004065,551825371.620183,False,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.05,2027,0.22599130639407555,551696087.877334,False,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.05,2028,0.2257081471416506,551568666.2137429,False,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.05,2029,0.22568946115395538,551560257.51928,False,True
ltp_ltd_only,ltp_ltd,0.05,0.2,0.1,0.05,2030,0.225952428241902,551678592.708856,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.0,2026,0.4109014675052411,634905660.3773586,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.0,2027,0.4109014675052411,634905660.3773586,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.0,2028,0.4109014675052411,634905660.3773586,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.0,2029,0.4109014675052411,634905660.3773586,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.0,2030,0.4109014675052411,634905660.3773586,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.02,2026,0.42755142317375977,642398140.4281919,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.02,2027,0.4273341220140621,642300354.906328,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.02,2028,0.42711995065222796,642203977.7935026,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.02,2029,0.4271058172506258,642197617.7627816,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.02,2030,0.427304715993509,642287122.1970791,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.05,2026,0.452557207200813,653650743.2403659,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.05,2027,0.4519826127881511,653392175.754668,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.05,2028,0.4514162942833012,653137332.4274856,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.05,2029,0.45137892230791077,653120515.0385598,False,True
ltp_ltd_only,ltp_ltd,0.05,0.4,0.2,0.05,2030,0.451904856483804,653357185.4177117,False,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.0,2026,0.051362683438155136,473113207.5471698,True,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.0,2027,0.051362683438155136,473113207.5471698,True,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.0,2028,0.051362683438155136,473113207.5471698,True,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.0,2029,0.051362683438155136,473113207.5471698,True,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.0,2030,0.051362683438155136,473113207.5471698,True,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.02,2026,0.05344392789671997,474049767.553524,True,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.02,2027,0.053416765251757765,474037544.363291,True,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.02,2028,0.053389993831528496,474025497.22418785,True,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.02,2029,0.053388227156328225,474024702.2203477,True,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.02,2030,0.053413089499188625,474035890.2746349,True,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.05,2026,0.056569650900101624,475456342.90504575,True,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.05,2027,0.05649782659851889,475424021.9693335,True,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.05,2028,0.05642703678541265,475392166.55343574,True,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.05,2029,0.056422365288488846,475390064.3798199,True,True
ltp_ltd_only,ltp_ltd,0.02,0.0,0.02,0.05,2030,0.0564881070604755,475419648.17721397,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.0,2026,0.051362683438155136,473113207.5471698,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.0,2027,0.051362683438155136,473113207.5471698,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.0,2028,0.051362683438155136,473113207.5471698,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.0,2029,0.051362683438155136,473113207.5471698,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.0,2030,0.051362683438155136,473113207.5471698,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.02,2026,0.05344392789671997,474049767.553524,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.02,2027,0.053416765251757765,474037544.363291,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.02,2028,0.053389993831528496,474025497.22418785,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.02,2029,0.053388227156328225,474024702.2203477,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.02,2030,0.053413089499188625,474035890.2746349,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.05,2026,0.056569650900101624,475456342.90504575,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.05,2027,0.05649782659851889,475424021.9693335,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.05,2028,0.05642703678541265,475392166.55343574,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.05,2029,0.056422365288488846,475390064.3798199,True,True
ltp_ltd_only,ltp_ltd,0.02,0.04,0.02,0.05,2030,0.0564881070604755,475419648.17721397,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.0,2026,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.0,2027,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.0,2028,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.0,2029,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.0,2030,0.10272536687631027,496226415.09433955,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.02,2026,0.10688785579343994,498099535.1070479,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.02,2027,0.10683353050351553,498075088.726582,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.02,2028,0.10677998766305699,498050994.4483757,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.02,2029,0.10677645431265645,498049404.44069535,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.02,2030,0.10682617899837725,498071780.5492698,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.05,2026,0.11313930180020325,500912685.81009144,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.05,2027,0.11299565319703778,500848043.938667,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.05,2028,0.1128540735708253,500784333.10687137,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.05,2029,0.11284473057697769,500780128.75964,True,True
ltp_ltd_only,ltp_ltd,0.02,0.1,0.05,0.05,2030,0.112976214120951,500839296.35442793,True,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.0,2026,0.20545073375262055,542452830.1886792,False,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.0,2027,0.20545073375262055,542452830.1886792,False,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.0,2028,0.20545073375262055,542452830.1886792,False,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.0,2029,0.20545073375262055,542452830.1886792,False,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.0,2030,0.20545073375262055,542452830.1886792,False,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.02,2026,0.21377571158687989,546199070.214096,False,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.02,2027,0.21366706100703106,546150177.453164,False,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.02,2028,0.21355997532611398,546101988.8967513,False,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.02,2029,0.2135529086253129,546098808.8813908,False,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.02,2030,0.2136523579967545,546143561.0985395,False,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.05,2026,0.2262786036004065,551825371.620183,False,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.05,2027,0.22599130639407555,551696087.877334,False,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.05,2028,0.2257081471416506,551568666.2137429,False,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.05,2029,0.22568946115395538,551560257.51928,False,True
ltp_ltd_only,ltp_ltd,0.02,0.2,0.1,0.05,2030,0.225952428241902,551678592.708856,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.0,2026,0.4109014675052411,634905660.3773586,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.0,2027,0.4109014675052411,634905660.3773586,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.0,2028,0.4109014675052411,634905660.3773586,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.0,2029,0.4109014675052411,634905660.3773586,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.0,2030,0.4109014675052411,634905660.3773586,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.02,2026,0.42755142317375977,642398140.4281919,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.02,2027,0.4273341220140621,642300354.906328,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.02,2028,0.42711995065222796,642203977.7935026,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.02,2029,0.4271058172506258,642197617.7627816,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.02,2030,0.427304715993509,642287122.1970791,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.05,2026,0.452557207200813,653650743.2403659,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.05,2027,0.4519826127881511,653392175.754668,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.05,2028,0.4514162942833012,653137332.4274856,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.05,2029,0.45137892230791077,653120515.0385598,False,True
ltp_ltd_only,ltp_ltd,0.02,0.4,0.2,0.05,2030,0.451904856483804,653357185.4177117,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.0,2026,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.0,2027,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.0,2028,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.0,2029,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.0,2030,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.02,2026,1.034674444080499,915603499.8362246,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.02,2027,1.0341485752740305,915366858.8733137,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.02,2028,1.033630280578392,915133626.2602764,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.02,2029,1.0335960777465145,915118234.9859314,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.02,2030,1.034077412704292,915334835.7169313,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.05,2026,1.076901435910506,934605646.1597278,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.05,2027,1.0755341357367025,933990361.0815161,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.05,2028,1.0741865288455696,933383937.9805063,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.05,2029,1.074097598798008,933343919.4591035,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.0,1.0,0.05,2030,1.0753491074696233,933907098.3613306,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.0,2026,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.0,2027,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.0,2028,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.0,2029,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.0,2030,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.02,2026,1.034674444080499,915603499.8362246,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.02,2027,1.0341485752740305,915366858.8733137,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.02,2028,1.033630280578392,915133626.2602764,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.02,2029,1.0335960777465145,915118234.9859314,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.02,2030,1.034077412704292,915334835.7169313,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.05,2026,1.076901435910506,934605646.1597278,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.05,2027,1.0755341357367025,933990361.0815161,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.05,2028,1.0741865288455696,933383937.9805063,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.05,2029,1.074097598798008,933343919.4591035,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.04,1.0,0.05,2030,1.0753491074696233,933907098.3613306,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.0,2026,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.0,2027,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.0,2028,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.0,2029,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.0,2030,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.02,2026,1.034674444080499,915603499.8362246,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.02,2027,1.0341485752740305,915366858.8733137,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.02,2028,1.033630280578392,915133626.2602764,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.02,2029,1.0335960777465145,915118234.9859314,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.02,2030,1.034077412704292,915334835.7169313,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.05,2026,1.076901435910506,934605646.1597278,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.05,2027,1.0755341357367025,933990361.0815161,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.05,2028,1.0741865288455696,933383937.9805063,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.05,2029,1.074097598798008,933343919.4591035,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.1,1.0,0.05,2030,1.0753491074696233,933907098.3613306,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.0,2026,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.0,2027,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.0,2028,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.0,2029,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.0,2030,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.02,2026,1.034674444080499,915603499.8362246,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.02,2027,1.0341485752740305,915366858.8733137,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.02,2028,1.033630280578392,915133626.2602764,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.02,2029,1.0335960777465145,915118234.9859314,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.02,2030,1.034077412704292,915334835.7169313,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.05,2026,1.076901435910506,934605646.1597278,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.05,2027,1.0755341357367025,933990361.0815161,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.05,2028,1.0741865288455696,933383937.9805063,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.05,2029,1.074097598798008,933343919.4591035,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.2,1.0,0.05,2030,1.0753491074696233,933907098.3613306,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.0,2026,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.0,2027,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.0,2028,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.0,2029,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.0,2030,0.9943815513626835,897471698.1132076,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.02,2026,1.034674444080499,915603499.8362246,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.02,2027,1.0341485752740305,915366858.8733137,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.02,2028,1.033630280578392,915133626.2602764,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.02,2029,1.0335960777465145,915118234.9859314,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.02,2030,1.034077412704292,915334835.7169313,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.05,2026,1.076901435910506,934605646.1597278,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.05,2027,1.0755341357367025,933990361.0815161,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.05,2028,1.0741865288455696,933383937.9805063,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.05,2029,1.074097598798008,933343919.4591035,False,True
short_pulse_to_ltp_ltd,ltp_ltd,1.0,0.4,1.0,0.05,2030,1.0753491074696233,933907098.3613306,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.0,2026,0.36159329140461216,612716981.1320754,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.0,2027,0.36159329140461216,612716981.1320754,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.0,2028,0.36159329140461216,612716981.1320754,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.0,2029,0.36159329140461216,612716981.1320754,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.0,2030,0.36159329140461216,612716981.1320754,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.02,2026,0.37624525239290857,619310363.5768088,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.02,2027,0.37605402737237464,619224312.3175687,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.02,2028,0.3758655565739606,619139500.4582822,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.02,2029,0.3758531191805507,619133903.6312479,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.02,2030,0.3760281500742879,619212667.5334295,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.05,2026,0.3982503423367154,629212654.0515219,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.05,2027,0.397744699253573,628985114.6641078,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.05,2028,0.397246338969305,628760852.5361873,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.05,2029,0.39721345163096144,628746053.2339326,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.0,0.2,0.05,2030,0.3976762737057475,628954323.1675864,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.04,0.2,0.0,2026,0.36159329140461216,612716981.1320754,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.04,0.2,0.0,2027,0.36159329140461216,612716981.1320754,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.04,0.2,0.0,2028,0.36159329140461216,612716981.1320754,False,True
short_pulse_to_ltp_ltd,ltp_ltd,0.2,0.04,0.2,0.0,2029,0.36159329140461216,612716981.1320754,False,True
