observation_protocol,geometry,noise,observation_count,seed,true_lateral_coupling,estimated_lateral_coupling,true_amplitude,estimated_amplitude,relative_error,success,objective_value,finite_result
terminal_multi_pulse,localized_hotspot,0.02,32,2029,0.35,0.35,1.05,1.05,0.0,True,0.0004194862762793196,True
terminal_multi_pulse,localized_hotspot,0.02,32,2030,0.35,0.35,1.05,1.05,0.0,True,0.00030820966260858187,True
terminal_multi_pulse,localized_hotspot,0.05,8,2026,0.35,0.35,1.05,1.05,0.0,True,0.0045116559653372865,True
terminal_multi_pulse,localized_hotspot,0.05,8,2027,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0020572863218777126,True
terminal_multi_pulse,localized_hotspot,0.05,8,2028,0.35,0.35,1.05,1.05,0.0,True,0.0010701000809724334,True
terminal_multi_pulse,localized_hotspot,0.05,8,2029,0.35,0.35,1.05,1.05,0.0,True,0.002356542579954621,True
terminal_multi_pulse,localized_hotspot,0.05,8,2030,0.35,0.35,1.05,1.05,0.0,True,0.0025689196910683204,True
terminal_multi_pulse,localized_hotspot,0.05,16,2026,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.003917051026142568,True
terminal_multi_pulse,localized_hotspot,0.05,16,2027,0.35,0.35,1.05,1.05,0.0,True,0.0029205788472527324,True
terminal_multi_pulse,localized_hotspot,0.05,16,2028,0.35,0.35,1.05,1.05,0.0,True,0.0017843508831084033,True
terminal_multi_pulse,localized_hotspot,0.05,16,2029,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0023806841854885066,True
terminal_multi_pulse,localized_hotspot,0.05,16,2030,0.35,0.35,1.05,1.05,0.0,True,0.0023720658506529513,True
terminal_multi_pulse,localized_hotspot,0.05,32,2026,0.35,0.35,1.05,1.05,0.0,True,0.00334003631522082,True
terminal_multi_pulse,localized_hotspot,0.05,32,2027,0.35,0.35,1.05,1.05,0.0,True,0.002322904947028927,True
terminal_multi_pulse,localized_hotspot,0.05,32,2028,0.35,0.35,1.05,1.05,0.0,True,0.002544369734651974,True
terminal_multi_pulse,localized_hotspot,0.05,32,2029,0.35,0.35,1.05,1.05,0.0,True,0.0022443061357334195,True
terminal_multi_pulse,localized_hotspot,0.05,32,2030,0.35,0.35,1.05,1.05,0.0,True,0.0023358431899380646,True
terminal_multi_pulse,defect_seeded_filament,0.0,8,2026,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.0,8,2027,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.0,8,2028,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.0,8,2029,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.0,8,2030,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.0,16,2026,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.0,16,2027,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.0,16,2028,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.0,16,2029,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.0,16,2030,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.0,32,2026,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.0,32,2027,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.0,32,2028,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.0,32,2029,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.0,32,2030,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_multi_pulse,defect_seeded_filament,0.02,8,2026,0.35,0.35,1.05,1.05,0.0,True,0.0003472091511708481,True
terminal_multi_pulse,defect_seeded_filament,0.02,8,2027,0.35,0.35,1.05,1.05,0.0,True,0.00032764850055224445,True
terminal_multi_pulse,defect_seeded_filament,0.02,8,2028,0.35,0.35,1.05,1.05,0.0,True,0.00038726225487870525,True
terminal_multi_pulse,defect_seeded_filament,0.02,8,2029,0.35,0.35,1.05,1.05,0.0,True,0.00021536022133801695,True
terminal_multi_pulse,defect_seeded_filament,0.02,8,2030,0.35,0.35,1.05,1.05,0.0,True,0.0002040580634463797,True
terminal_multi_pulse,defect_seeded_filament,0.02,16,2026,0.35,0.35,1.05,1.05,0.0,True,0.00041254316552733736,True
terminal_multi_pulse,defect_seeded_filament,0.02,16,2027,0.35,0.35,1.05,1.05,0.0,True,0.00032979307742589175,True
terminal_multi_pulse,defect_seeded_filament,0.02,16,2028,0.35,0.35,1.05,1.05,0.0,True,0.00035579273872230567,True
terminal_multi_pulse,defect_seeded_filament,0.02,16,2029,0.35,0.35,1.05,1.05,0.0,True,0.00037609858723209027,True
terminal_multi_pulse,defect_seeded_filament,0.02,16,2030,0.35,0.35,1.05,1.05,0.0,True,0.00024586091651271585,True
terminal_multi_pulse,defect_seeded_filament,0.02,32,2026,0.35,0.35,1.05,1.05,0.0,True,0.0004219273605507928,True
terminal_multi_pulse,defect_seeded_filament,0.02,32,2027,0.35,0.35,1.05,1.05,0.0,True,0.00032256650605440545,True
terminal_multi_pulse,defect_seeded_filament,0.02,32,2028,0.35,0.35,1.05,1.05,0.0,True,0.00029536356826875425,True
terminal_multi_pulse,defect_seeded_filament,0.02,32,2029,0.35,0.35,1.05,1.05,0.0,True,0.0004194862762793196,True
terminal_multi_pulse,defect_seeded_filament,0.02,32,2030,0.35,0.35,1.05,1.05,0.0,True,0.00030820966260858155,True
terminal_multi_pulse,defect_seeded_filament,0.05,8,2026,0.35,0.35,1.05,1.05,0.0,True,0.004511655965337291,True
terminal_multi_pulse,defect_seeded_filament,0.05,8,2027,0.35,0.35,1.05,1.05,0.0,True,0.002475950369355052,True
terminal_multi_pulse,defect_seeded_filament,0.05,8,2028,0.35,0.35,1.05,1.05,0.0,True,0.0010701000809724332,True
terminal_multi_pulse,defect_seeded_filament,0.05,8,2029,0.35,0.35,1.05,1.05,0.0,True,0.002356542579954621,True
terminal_multi_pulse,defect_seeded_filament,0.05,8,2030,0.35,0.35,1.05,1.05,0.0,True,0.00256891969106832,True
terminal_multi_pulse,defect_seeded_filament,0.05,16,2026,0.35,0.35,1.05,1.05,0.0,True,0.004036039385374263,True
terminal_multi_pulse,defect_seeded_filament,0.05,16,2027,0.35,0.35,1.05,1.05,0.0,True,0.002920578847252732,True
terminal_multi_pulse,defect_seeded_filament,0.05,16,2028,0.35,0.35,1.05,1.05,0.0,True,0.0017843508831084033,True
terminal_multi_pulse,defect_seeded_filament,0.05,16,2029,0.35,0.35,1.05,1.05,0.0,True,0.0024776751874011206,True
terminal_multi_pulse,defect_seeded_filament,0.05,16,2030,0.35,0.35,1.05,1.05,0.0,True,0.0023720658506529504,True
terminal_multi_pulse,defect_seeded_filament,0.05,32,2026,0.35,0.35,1.05,1.05,0.0,True,0.0033400363152208215,True
terminal_multi_pulse,defect_seeded_filament,0.05,32,2027,0.35,0.35,1.05,1.05,0.0,True,0.0023229049470289273,True
terminal_multi_pulse,defect_seeded_filament,0.05,32,2028,0.35,0.35,1.05,1.05,0.0,True,0.0025443697346519746,True
terminal_multi_pulse,defect_seeded_filament,0.05,32,2029,0.35,0.35,1.05,1.05,0.0,True,0.0022443061357334203,True
terminal_multi_pulse,defect_seeded_filament,0.05,32,2030,0.35,0.35,1.05,1.05,0.0,True,0.002335843189938063,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,8,2026,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,8,2027,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,8,2028,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,8,2029,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,8,2030,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,16,2026,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,16,2027,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,16,2028,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,16,2029,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,16,2030,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,32,2026,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,32,2027,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,32,2028,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,32,2029,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.0,32,2030,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,8,2026,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.00014298837024091744,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,8,2027,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.00034174056244952607,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,8,2028,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0004767867777851984,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,8,2029,0.35,0.35,1.05,1.05,0.0,True,0.0003669637815605696,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,8,2030,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.0003965196094055112,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,16,2026,0.35,0.35,1.05,1.05,0.0,True,0.00024435519126527497,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,16,2027,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.00037814482581744103,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,16,2028,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.00034633070860786135,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,16,2029,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.00034057644523537693,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,16,2030,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.00034785540156538164,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,32,2026,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.00029824150801269575,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,32,2027,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.0005074093780245115,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,32,2028,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0003730637276836743,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,32,2029,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.0004232320870961111,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.02,32,2030,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.00030826309643214696,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,8,2026,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.002598837774702585,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,8,2027,0.35,0.35,1.05,1.05,0.0,True,0.0041612640421358465,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,8,2028,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.002889193285350476,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,8,2029,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0016630410647760637,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,8,2030,0.35,0.35,1.05,1.05,0.0,True,0.0011374395679413798,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,16,2026,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.0026367906845907547,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,16,2027,0.35,0.35,1.05,1.05,0.0,True,0.0033969552087515322,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,16,2028,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0028994313021394862,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,16,2029,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0015320115025669523,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,16,2030,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.001423759828423098,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,32,2026,0.35,0.35,1.05,1.05,0.0,True,0.002572995479767666,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,32,2027,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.003010975676595202,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,32,2028,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.0027926798110080252,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,32,2029,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0018600956520001784,True
terminal_plus_one_proxy_temperature_point,uniform_strip,0.05,32,2030,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0014039754766518378,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,8,2026,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,8,2027,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,8,2028,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,8,2029,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,8,2030,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,16,2026,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,16,2027,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,16,2028,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,16,2029,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,16,2030,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,32,2026,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,32,2027,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,32,2028,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,32,2029,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.0,32,2030,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,8,2026,0.35,0.35,1.05,1.05,0.0,True,0.00018486783419345253,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,8,2027,0.35,0.35,1.05,1.05,0.0,True,0.00036441524453361004,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,8,2028,0.35,0.35,1.05,1.05,0.0,True,0.0004933778849703935,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,8,2029,0.35,0.35,1.05,1.05,0.0,True,0.0003669637815605694,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,8,2030,0.35,0.35,1.05,1.05,0.0,True,0.0004059848810667229,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,16,2026,0.35,0.35,1.05,1.05,0.0,True,0.00024435519126527556,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,16,2027,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.000345404300109049,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,16,2028,0.35,0.35,1.05,1.05,0.0,True,0.0003594683312183478,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,16,2029,0.35,0.35,1.05,1.05,0.0,True,0.00034922141906732585,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,16,2030,0.35,0.35,1.05,1.05,0.0,True,0.00035171687423450675,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,32,2026,0.35,0.35,1.05,1.05,0.0,True,0.0003001193578577005,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,32,2027,0.35,0.35,1.05,1.05,0.0,True,0.0005100275452875742,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,32,2028,0.35,0.35,1.05,1.05,0.0,True,0.00038052606371826,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,32,2029,0.35,0.35,1.05,1.05,0.0,True,0.0004244053643679807,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.02,32,2030,0.35,0.35,1.05,1.05,0.0,True,0.00031473343103453547,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,8,2026,0.35,0.35,1.05,1.05,0.0,True,0.00271421327521954,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,8,2027,0.35,0.35,1.05,1.05,0.0,True,0.0041612640421358465,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,8,2028,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0027234487276492506,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,8,2029,0.35,0.35,1.05,1.05,0.0,True,0.0017340953102594312,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,8,2030,0.35,0.35,1.05,1.05,0.0,True,0.0011374395679413806,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,16,2026,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0026553063829497007,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,16,2027,0.35,0.35,1.05,1.05,0.0,True,0.0033969552087515322,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,16,2028,0.35,0.35,1.05,1.05,0.0,True,0.002902795174546295,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,16,2029,0.35,0.35,1.05,1.05,0.0,True,0.0015441934720197533,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,16,2030,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.0012968160515292955,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,32,2026,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0024306667748761465,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,32,2027,0.35,0.35,1.05,1.05,0.0,True,0.0030272701897459497,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,32,2028,0.35,0.35,1.05,1.05,0.0,True,0.0028014459917599837,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,32,2029,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.0017792665311052499,True
terminal_plus_one_proxy_temperature_point,localized_hotspot,0.05,32,2030,0.35,0.35,1.05,1.05,0.0,True,0.0014189331678349612,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,8,2026,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,8,2027,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,8,2028,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,8,2029,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,8,2030,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,16,2026,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,16,2027,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,16,2028,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,16,2029,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,16,2030,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,32,2026,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,32,2027,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,32,2028,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,32,2029,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.0,32,2030,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,8,2026,0.35,0.35,1.05,1.05,0.0,True,0.0001848678341934525,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,8,2027,0.35,0.35,1.05,1.05,0.0,True,0.00036441524453361004,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,8,2028,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.00046487022358625865,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,8,2029,0.35,0.35,1.05,1.05,0.0,True,0.00036696378156056945,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,8,2030,0.35,0.35,1.05,1.05,0.0,True,0.00040598488106672296,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,16,2026,0.35,0.35,1.05,1.05,0.0,True,0.0002443551912652756,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,16,2027,0.35,0.35,1.05,1.05,0.0,True,0.00039798699961876333,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,16,2028,0.35,0.35,1.05,1.05,0.0,True,0.0003594683312183478,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,16,2029,0.35,0.35,1.05,1.05,0.0,True,0.00034922141906732596,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,16,2030,0.35,0.35,1.05,1.05,0.0,True,0.00035171687423450675,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,32,2026,0.35,0.35,1.05,1.05,0.0,True,0.0003001193578577006,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,32,2027,0.35,0.35,1.05,1.05,0.0,True,0.0005100275452875742,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,32,2028,0.35,0.35,1.05,1.05,0.0,True,0.00038052606371825995,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,32,2029,0.35,0.35,1.05,1.05,0.0,True,0.00042440536436798076,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.02,32,2030,0.35,0.35,1.05,1.05,0.0,True,0.00031473343103453547,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,8,2026,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0026041059742573716,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,8,2027,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.00405741379396262,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,8,2028,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0028459523017004785,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,8,2029,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.0017094910408209708,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,8,2030,0.35,0.35,1.05,1.05,0.0,True,0.00113743956794138,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,16,2026,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.002624673458282753,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,16,2027,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.0032744019070333375,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,16,2028,0.35,0.15,1.05,1.05,0.37142857142857144,False,0.002780604988905642,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,16,2029,0.35,0.35,1.05,1.05,0.0,True,0.0015441934720197535,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,16,2030,0.35,0.35,1.05,1.05,0.0,True,0.001448291799892467,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,32,2026,0.35,0.35,1.05,1.05,0.0,True,0.002572995479767666,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,32,2027,0.35,0.35,1.05,1.05,0.0,True,0.003027270189745949,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,32,2028,0.35,0.55,1.05,1.05,0.37142857142857155,False,0.002706673486132124,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,32,2029,0.35,0.35,1.05,1.05,0.0,True,0.0018675227880300702,True
terminal_plus_one_proxy_temperature_point,defect_seeded_filament,0.05,32,2030,0.35,0.35,1.05,1.05,0.0,True,0.0014189331678349615,True
terminal_plus_two_proxy_temperature_points,uniform_strip,0.0,8,2026,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_two_proxy_temperature_points,uniform_strip,0.0,8,2027,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_two_proxy_temperature_points,uniform_strip,0.0,8,2028,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_two_proxy_temperature_points,uniform_strip,0.0,8,2029,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_two_proxy_temperature_points,uniform_strip,0.0,8,2030,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_two_proxy_temperature_points,uniform_strip,0.0,16,2026,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_two_proxy_temperature_points,uniform_strip,0.0,16,2027,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_two_proxy_temperature_points,uniform_strip,0.0,16,2028,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_two_proxy_temperature_points,uniform_strip,0.0,16,2029,0.35,0.35,1.05,1.05,0.0,True,0.0,True
terminal_plus_two_proxy_temperature_points,uniform_strip,0.0,16,2030,0.35,0.35,1.05,1.05,0.0,True,0.0,True
