method,coordinate_system,observation_group,relative_step,singular_index,singular_value,threshold_rank,effective_rank,retained_condition_number,top_right_log_C_th,top_right_log_S_e
not_reached,raw_log_C_th_log_S_e,not_reached,,,,,,,,
