branch,component,sequence_index,stage,grid,current_A,current_mA,temperature_mean_K,temperature_min_K,temperature_max_K,device_voltage_V,active_area_mean_conductive_state,transition_area_fraction,transition_bearing,pattern_amplitude_K,alpha_tau,classification,stable,maximum_eta,maximum_ritz_residual_rate_per_s,uniform_mass_overlap,x_gradient_energy_fraction,y_gradient_energy_fraction,equilibrium_manifest,equilibrium_npz,spectrum_root,arclength_step,step_reductions,corrector_newton_iterations
cooling,lower_current,2,C,L1,0.00018903627073310538,0.1890362707331054,328.9259761510412,328.9259761510412,328.9259761510413,4.278285241123639,0.4649508109891211,1.0,True,1.3689785092277931e-14,0.047696183534160774,POSITIVE_UNSTABLE,False,1.3204309506429114e-07,0.5484047899847575,5.028539081284903e-19,0.048889901601805334,0.9511100983981947,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_lower_current_arc_1_L1.json,data/processed/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_lower_current_arc_1_L1.npz,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/C/spectra/cooling_lower_current_arc_1_L1/lower_current_1_k6,0.1,0,9
cooling,higher_current,3,C,L1,0.0001778157347974364,0.1778157347974364,328.6729637713759,328.30752780708497,329.71038515083904,4.255138263019197,0.4338381699565691,1.0,True,0.3901345944831544,0.12735715704738482,POSITIVE_UNSTABLE,False,9.107359582733494e-08,0.3782492084764314,0.011792988226231522,0.18085966884629476,0.8191403311537052,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_higher_current_arc_1_L1.json,data/processed/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_higher_current_arc_1_L1.npz,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/C/spectra/cooling_higher_current_arc_1_L1/higher_current_1_k6,0.1,0,5
cooling,lower_current,4,C,L1,0.00019403630168773366,0.19403630168773367,329.0235995249378,329.0235995249378,329.0235995249379,4.271682643545272,0.4772582916352711,1.0,True,1.885280591797611e-14,0.09928993353000805,POSITIVE_UNSTABLE,False,1.4375996520186385e-07,0.5970675974109667,4.721786273605051e-19,0.04626615132093633,0.9537338486790636,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_lower_current_arc_2_L1.json,data/processed/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_lower_current_arc_2_L1.npz,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/C/spectra/cooling_lower_current_arc_2_L1/lower_current_2_k6,0.1,0,5
cooling,higher_current,5,C,L1,0.0001715692849443433,0.1715692849443433,328.5120021564895,328.07055534875883,330.3244516963179,4.216794658038717,0.41455427988309157,1.0,True,0.5330382271610465,0.2592677917471845,POSITIVE_UNSTABLE,False,1.255867164394193e-07,0.5215899916637172,0.024499286178031474,0.2136469636411263,0.7863530363588738,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_higher_current_arc_2_L1.json,data/processed/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_higher_current_arc_2_L1.npz,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/C/spectra/cooling_higher_current_arc_2_L1/higher_current_2_k6,0.125,0,4
cooling,lower_current,6,C,L1,0.00020028537358801076,0.20028537358801077,329.1421263043294,329.1421263043294,329.14212630432945,4.260311192004815,0.49223685139805773,1.0,True,1.3451634167504634e-14,0.1635410477826812,POSITIVE_UNSTABLE,False,1.6330923979714685e-07,0.678260149157505,3.945601020010141e-19,0.04331999281178293,0.9566800071882171,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_lower_current_arc_3_L1.json,data/processed/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_lower_current_arc_3_L1.npz,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/C/spectra/cooling_lower_current_arc_3_L1/lower_current_3_k6,0.125,0,2
cooling,higher_current,7,C,L1,0.00016376099537911292,0.16376099537911293,328.30113708425733,327.81055671123374,331.14605141904394,4.152602014800358,0.38968816645742865,1.0,True,0.6595220072393452,0.46361069175887143,POSITIVE_UNSTABLE,False,1.912876491304624e-07,0.7944608008240979,0.04009817405749729,0.22094633756498605,0.779053662435014,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_higher_current_arc_3_L1.json,data/processed/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_higher_current_arc_3_L1.npz,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/C/spectra/cooling_higher_current_arc_3_L1/higher_current_3_k6,0.15625,0,4
cooling,lower_current,8,C,L1,0.0002080967943579463,0.20809679435794629,329.285060165175,329.2850601651749,329.2850601651751,4.241883671248143,0.510315896794968,1.0,True,1.9691137908567698e-14,0.2432908751115456,POSITIVE_UNSTABLE,False,1.848066044997748e-07,0.7675435590111614,2.9870698167478476e-19,0.04008515326261961,0.9599148467373804,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_lower_current_arc_4_L1.json,data/processed/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_lower_current_arc_4_L1.npz,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/C/spectra/cooling_lower_current_arc_4_L1/lower_current_4_k6,0.15625,0,3
cooling,higher_current,9,C,L1,0.00015400049293352164,0.15400049293352164,328.0224714331462,327.4981578126558,332.12336441408024,4.043033261568134,0.3576767474045794,1.0,True,0.7819349570572591,0.7410572108559632,POSITIVE_UNSTABLE,False,1.2299637496359374e-07,0.5108317185987965,0.06017865808358821,0.21932334112870894,0.780676658871291,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_higher_current_arc_4_L1.json,data/processed/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_higher_current_arc_4_L1.npz,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/C/spectra/cooling_higher_current_arc_4_L1/higher_current_4_k6,0.1953125,0,5
cooling,lower_current,10,C,L1,0.00021786118542330415,0.21786118542330415,329.45599666059326,329.4559966605932,329.45599666059337,4.2133953797169665,0.5318974496272175,1.0,True,4.497417328885876e-14,0.34176316141797963,POSITIVE_UNSTABLE,False,2.179466419736627e-07,0.9051816178744863,2.00916797063827e-19,0.03662438141240575,0.9633756185875942,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_lower_current_arc_5_L1.json,data/processed/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_lower_current_arc_5_L1.npz,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/C/spectra/cooling_lower_current_arc_5_L1/lower_current_5_k6,0.1953125,0,3
cooling,higher_current,11,C,L1,0.0001440069067877228,0.1440069067877228,327.70263519227484,327.13249562862154,333.00569681213926,3.866084356837794,0.3228573658202238,1.0,True,0.9233259930537938,0.9203792365536636,POSITIVE_UNSTABLE,False,1.3006775504462372e-07,0.5402007568385582,0.09152642943992709,0.22745304347279957,0.7725469565272005,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_higher_current_arc_5_L1.json,data/processed/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_higher_current_arc_5_L1.npz,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/C/spectra/cooling_higher_current_arc_5_L1/higher_current_5_k6,0.2,0,4
cooling,lower_current,12,C,L1,0.00022786003975868143,0.22786003975868144,329.622708546337,329.622708546337,329.6227085463371,4.179223182590344,0.552831933124669,1.0,True,1.6862545593898716e-14,0.4408453148888328,POSITIVE_UNSTABLE,False,2.4270479475038775e-07,1.0080078169068523,1.0642566399039078e-19,0.03362657457164844,0.9663734254283515,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_lower_current_arc_6_L1.json,data/processed/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_lower_current_arc_6_L1.npz,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/C/spectra/cooling_lower_current_arc_6_L1/lower_current_6_k6,0.2,0,3
cooling,higher_current,13,C,L1,0.00013401658194488544,0.13401658194488544,327.30848137359567,326.6593002486175,334.01590280855004,3.5484203227648545,0.2834928593408043,0.976,True,1.125127043787246,0.8425004987835396,POSITIVE_UNSTABLE,False,3.0410143832275836e-07,1.2630019414211335,0.1629274084254878,0.24229145581313083,0.7577085441868692,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_higher_current_arc_6_L1.json,data/processed/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_higher_current_arc_6_L1.npz,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/C/spectra/cooling_higher_current_arc_6_L1/higher_current_6_k6,0.2,0,4
cooling,lower_current,14,C,L1,0.00023785899894837936,0.23785899894837936,329.78160293001736,329.78160293001724,329.78160293001736,4.141151724082283,0.572612978629259,1.0,True,1.4380257818667284e-14,0.5378603364669989,POSITIVE_UNSTABLE,False,2.7546756506337895e-07,1.1440790000616141,4.4349414940597016e-20,0.031074164884101824,0.9689258351158982,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_lower_current_arc_7_L1.json,data/processed/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_lower_current_arc_7_L1.npz,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/C/spectra/cooling_lower_current_arc_7_L1/lower_current_7_k6,0.2,0,3
cooling,higher_current,15,C,L1,0.00012902800470599864,0.12902800470599865,327.0045482817387,326.2743520850167,334.9050183461147,3.200366827178858,0.256021040560861,0.976,True,1.31436383358565,0.38428035689777157,POSITIVE_UNSTABLE,False,3.045466514853087e-07,1.2648510122172094,0.30404514096269897,0.2632772351373041,0.7367227648626958,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_higher_current_arc_7_L1.json,data/processed/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/equilibria/cooling_higher_current_arc_7_L1.npz,outputs/tables/q2_cc_b_patterned_branch_decision_mve/Q2-CC-B-PATTERNED-BRANCH-DECISION-MVE-20260808-V1-R4/C/spectra/cooling_higher_current_arc_7_L1/higher_current_7_k6,0.1,1,5
